Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
CH2MHILL,CH2MHILL,Construction,Engineering & Construction,541330,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,jacobs.com,FALSE,1
CO Ventas Healthcare Realty,CO VENTAS HEALTHCARE REALTY,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'C/O Ventas Healthcare Realty Llc'),,,FALSE,1
CORE5 Industrial Partners,CORE5 INDUSTRIAL PARTNERS,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Core5 Industrial Partners'),,,FALSE,1
Cablemaster,CABLEMASTER,Manufacturing,Industrial cable (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,TRUE,2
Cac,CAC,Commercial Services,Distribution/logistics (unclear),4931,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cac Distribution,CAC DISTRIBUTION,Commercial Services,Distribution/logistics (unclear),4931,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cadence Mcshane,CADENCE MCSHANE,Commercial Services,Construction/GC,2362,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
California Closets,CALIFORNIA CLOSETS,Commercial Services,Home organization retail/services,4422,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Callisons,CALLISONS,Commercial Services,Fragrance/ingredients (mfg),325,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Calumet Lubricants,CALUMET LUBRICANTS,Manufacturing,Lubricants/refining,3241,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Calvary Episcopal Church,CALVARY EPISCOPAL CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Calvary Episcopal Church'),,,FALSE,1
Cambridge City Public Library,CAMBRIDGE CITY PUBLIC LIBRARY,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Cambridge City Public Library'),,,FALSE,1
Campbells Snacks,CAMPBELLS SNACKS,Manufacturing,Snack Food Manufacturing,311919,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,thecampbellscompany.com,FALSE,1
Campbellsville University,CAMPBELLSVILLE UNIVERSITY,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Campbellsville University'),,,FALSE,1
Candex Solutions,CANDEX SOLUTIONS,Commercial Services,Services/solutions (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cannon Automotive Solutions,CANNON AUTOMOTIVE SOLUTIONS,Manufacturing,Automotive components,3363,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Capital Commercial Real Estate,CAPITAL COMMERCIAL REAL ESTATE,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Capital Commercial Real Estate'),,,FALSE,1
Capstar Bank,CAPSTAR BANK,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Capstar Bank'),,,FALSE,1
Capstone Concepts,CAPSTONE CONCEPTS,Commercial Services,Consulting/services (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Captains Watch Coa,CAPTAINS WATCH COA,Commercial Services,Condo association,8139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Caregivers,CAREGIVERS,Commercial Services,Home care (unclear),6216,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Caresource Management Group,CARESOURCE MANAGEMENT GROUP,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Caresource Management Group'),,,FALSE,1
Carhartt,CARHARTT,Commercial Services,Apparel brand,4481,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Carl Zeiss Vision,CARL ZEISS VISION,Commercial Services,Optical products,3391,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Carlex Glass America Nashville Glass Plant GD02A,CARLEX GLASS AMERICA NASHVILLE GLASS PLANT GD02A,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Carlex Glass America - Nashville Glass Plant Gd02A'),,,FALSE,1
Carlstar Group,CARLSTAR GROUP,Manufacturing,Tires/industrial,3262,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Carlton Industrial Solutions,CARLTON INDUSTRIAL SOLUTIONS,Commercial Services,Industrial services/distribution,4238,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Carolina Ale House,CAROLINA ALE HOUSE,Commercial Services,Restaurant/bar,7225,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Carothers Corner,CAROTHERS CORNER,Commercial Real Estate,Retail Center,531120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Carrera Construction,CARRERA CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Carrera Construction'),,,FALSE,1
Carroll County School District,CARROLL COUNTY SCHOOL DISTRICT,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Carroll County School District'),,,FALSE,1
Carter County Fiscal Court,CARTER COUNTY FISCAL COURT,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Carter County Fiscal Court'),,,TRUE,2
Cartridge Brewing,CARTRIDGE BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Casey County Hospital,CASEY COUNTY HOSPITAL,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Casey County Hospital'),,,FALSE,1
Caseys General Stores,CASEYS GENERAL STORES,Commercial Services,Convenience/fuel retail,4471,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Cashing the Bluegrass,CASHING THE BLUEGRASS,Commercial Services,Financial services,5223,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Catalyst Pdg,CATALYST PDG,Commercial Services,Business entity (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cathedral of the Assumption,CATHEDRAL OF THE ASSUMPTION,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cazana Family Dcp General Partnership,CAZANA FAMILY DCP GENERAL PARTNERSHIP,Commercial Real Estate,Real Estate Partnership,531120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cazzys Corner Grill,CAZZYS CORNER GRILL,Commercial Services,Hospitality,72,Rule-Based,,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Cazzy'S Corner Grill'),Hospitality,,FALSE,1
Cb Ragland,CB RAGLAND,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cb Richard Ellis,CB RICHARD ELLIS,Commercial Services,CRE services (CBRE),5312,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,3
Cbt,CBT,Commercial Services,Ambiguous,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cc Industries Billing,CC INDUSTRIES BILLING,Commercial Services,Corporate billing entity,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cellular Sales of IN,CELLULAR SALES OF IN,Commercial Services,Wireless retail/services,5173,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Centennial Medical Center Nash,CENTENNIAL MEDICAL CENTER NASH,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Centennial Medical Center - Nash'),,,FALSE,1
Center City International Truck,CENTER CITY INTERNATIONAL TRUCK,Commercial Services,Truck dealer/service,4412,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Central Baptist Church Winchester,CENTRAL BAPTIST CHURCH WINCHESTER,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Central Baptist Church Winchester'),,,FALSE,1
Central Insualtion Services,CENTRAL INSUALTION SERVICES,Construction,Insulation contractor,2383,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Century Construction,CENTURY CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Century Construction'),,,FALSE,1
Century Mold,CENTURY MOLD,Manufacturing,Mold making,3335,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cer Services,CER SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,TRUE,2
Ceredo Manor,CEREDO MANOR,Healthcare / Senior Living,Affordable Senior Housing,623312,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nationalchurchresidences.org,FALSE,1
Cerrowire,CERROWIRE,Manufacturing,Wire/cable manufacturing,3359,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Certus Medical,CERTUS MEDICAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Certus Medical'),,,TRUE,2
Ceso,CESO,Commercial Services,Engineering/architecture,5413,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Ceva Logistics,CEVA LOGISTICS,Commercial Services,Logistics,4931,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Cfi Properties,CFI PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Cfi Properties'),,,FALSE,1
Cgm Capital Holdings,CGM CAPITAL HOLDINGS,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Cgm Capital Holdings C/O Harrell Tague 10531D'),,,FALSE,1
Ch Forest Park Partners Gp,CH FOREST PARK PARTNERS GP,Commercial Real Estate,,531,Rule-Based,,High,"Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Ch Forest Park Partners, Gp C/O Premier Property Management Llc')",,,FALSE,1
Ch Hazard Shops,CH HAZARD SHOPS,Commercial Real Estate,Property Ownership,531,Heuristic,,Low,Matched weak property-ownership signal; Weak-signal best guess (evidence: 'Ch Hazard Shops C/O Premier Property Mgmt Company'),,,FALSE,1
Champions Pointe Golf Club,CHAMPIONS POINTE GOLF CLUB,Commercial Services,Golf club,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Change Healthcare,CHANGE HEALTHCARE,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Change Healthcare'),,,FALSE,1
Charlie Pond,CHARLIE POND,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Charter Communications,CHARTER COMMUNICATIONS,Commercial Services,Telecom,5173,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,2
Chase Bank,CHASE BANK,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Chase Bank'),,,FALSE,1
Chavez Properties,CHAVEZ PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Chavez Properties'),,,FALSE,1
Chef Ben Hibachi and Chinese,CHEF BEN HIBACHI AND CHINESE,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Cheif Logan State Park,CHEIF LOGAN STATE PARK,Municipal / Local Government,State Park,712190,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,wvstateparks.com,FALSE,1
Chemie Tek,CHEMIE TEK,Manufacturing,Chemical Synthesis,325199,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,chemietek.com,FALSE,1
Chep Services,CHEP SERVICES,Commercial Services,Pallet pooling/logistics,4931,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Cherokee Millwright,CHEROKEE MILLWRIGHT,Construction,Millwright & Industrial Services,238290,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cherokeemillwright.com,FALSE,1
Chevy Chase Plaza,CHEVY CHASE PLAZA,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Chevy Chase Plaza Llc C/O Equity Management Group'),,,FALSE,1
Chickfila,CHICKFILA,Commercial Services,Restaurant,7225,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,TRUE,8
Children,CHILDREN,Commercial Services,Too generic,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Childrens Museum of Oak Ridge,CHILDRENS MUSEUM OF OAK RIDGE,Non-Profit / Religious,Museum nonprofit,7121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Choice Health Network,CHOICE HEALTH NETWORK,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Choice Health Network'),,,FALSE,1
Chop House Hendersonville,CHOP HOUSE HENDERSONVILLE,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Chop House Murfreesboro,CHOP HOUSE MURFREESBORO,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Christ Emmanuel Christian Fellowship,CHRIST EMMANUEL CHRISTIAN FELLOWSHIP,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Christ Emmanuel Christian Fellowship'),,,FALSE,1
Christel House Academy,CHRISTEL HOUSE ACADEMY,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Christel House Academy'),,,FALSE,1
Christel House West,CHRISTEL HOUSE WEST,Public Schools (K–12),Public Charter School,611110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,christelhouse.org,FALSE,1
Christian Academy of Lawrenceburg,CHRISTIAN ACADEMY OF LAWRENCEBURG,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Christian Academy Of Lawrenceburg'),,,FALSE,1
Christian Life Church,CHRISTIAN LIFE CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Christian Life Church'),,,FALSE,1
Christie Cookie,CHRISTIE COOKIE,Manufacturing,Cookie & Bakery Manufacturing,311821,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,christiecookies.com,TRUE,2
Chuck Davidson,CHUCK DAVIDSON,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Church of the City,CHURCH OF THE CITY,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Church Of The City'),,,FALSE,1
Church of the Nativity of Our Lord,CHURCH OF THE NATIVITY OF OUR LORD,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Church Of The Nativity Of Our Lord'),,,FALSE,1
Church of the Redeemer,CHURCH OF THE REDEEMER,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Church Of The Redeemer'),,,FALSE,1
Church of the Resurrection,CHURCH OF THE RESURRECTION,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Church Of The Resurrection'),,,FALSE,1
Ci Thornburg,CI THORNBURG,Commercial Services,Entity unclear,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cincinnati 3301 Mp WRK7,CINCINNATI 3301 MP WRK7,Commercial Real Estate,Property/site entity (coded),5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cincinnati Belting and Transmission,CINCINNATI BELTING AND TRANSMISSION,Commercial Services,Industrial distribution,4238,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,TRUE,2
Cincinnati Center for Autism,CINCINNATI CENTER FOR AUTISM,Non-Profit / Religious,Autism Therapy & Support,624120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cincinnaticenterforautism.org,FALSE,1
Cincinnati Childrens Med Center,CINCINNATI CHILDRENS MED CENTER,Healthcare / Senior Living,Pediatric Hospital,622110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cincinnatichildrens.org,FALSE,1
Cincinnati Commercial Contracting,CINCINNATI COMMERCIAL CONTRACTING,Commercial Services,Contractor (also fits construction),2362,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cincinnati Construction Mgt,CINCINNATI CONSTRUCTION MGT,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Cincinnati Construction Mgt.'),,,FALSE,1
Cincinnati Facial Plastics,CINCINNATI FACIAL PLASTICS,Healthcare / Senior Living,Plastic Surgery Practice,621111,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cincyfacialplastics.com,FALSE,1
Cincinnati Insurance the,CINCINNATI INSURANCE THE,Financial Services,,52,Rule-Based,,High,"Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Cincinnati Insurance Co, The')",,,FALSE,1
Cincinnati Landmark Productions,CINCINNATI LANDMARK PRODUCTIONS,Commercial Services,Media/production (unclear),5121,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cincinnati Metal Fabricating,CINCINNATI METAL FABRICATING,Manufacturing,Metal fabrication,3323,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cincinnati Milacron,CINCINNATI MILACRON,Manufacturing,Industrial machinery,3332,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,2
Cincinnati Physicians,CINCINNATI PHYSICIANS,Commercial Services,Medical group (unclear),6211,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cincinnati Radiator,CINCINNATI RADIATOR,Commercial Services,Automotive repair/parts,4413,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cincinnati Sports Mall,CINCINNATI SPORTS MALL,Commercial Services,Sports facility,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Cincinnati Tennis Lindner Family Tennis Center,CINCINNATI TENNIS LINDNER FAMILY TENNIS CENTER,Commercial Services,Sports Venue,711211,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cincytennis.com,FALSE,1
Cincinnati Toolbank,CINCINNATI TOOLBANK,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Cincinnati Tool Bank'),,,TRUE,2
Cincinnati Truck Parts,CINCINNATI TRUCK PARTS,Commercial Services,Truck parts distribution,4231,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cincinnati Trucking Parts Do Not Use,CINCINNATI TRUCKING PARTS DO NOT USE,Commercial Services,Deactivated record,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cincinnati United Contractors,CINCINNATI UNITED CONTRACTORS,Commercial Services,Contractor association/contractor,2362,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cinepolis,CINEPOLIS,Commercial Services,Movie theater,5121,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Cinfab,CINFAB,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Cinfab, Llc')",,,FALSE,1
Cintas,CINTAS,Commercial Services,Uniforms / Facilities Services,,Entity Inference,,Medium,Matched known entity 'CINTAS'; Known/recognized entity mapping (evidence: 'Cintas'),,,TRUE,3
Cintech Construction,CINTECH CONSTRUCTION,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Cintech Construction, Inc.')",,,FALSE,1
Citimark Management,CITIMARK MANAGEMENT,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Citimark Management Co. Inc.'),,,TRUE,2
City Link Center,CITY LINK CENTER,Non-Profit / Religious,Social services nonprofit,8133,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,TRUE,2
City of Athens,CITY OF ATHENS,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Athens'),,,FALSE,1
City of Cheviot,CITY OF CHEVIOT,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Cheviot'),,,FALSE,1
City of Cheviot Home Lodge,CITY OF CHEVIOT HOME LODGE,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Cheviot Home Lodge'),,,FALSE,1
City of Clifton,CITY OF CLIFTON,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Clifton'),,,FALSE,1
City of Columbia City Indiana,CITY OF COLUMBIA CITY INDIANA,Municipal / Local Government,,92,Rule-Based,,High,"Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Columbia City, Indiana')",,,FALSE,1
City of Cynthiana,CITY OF CYNTHIANA,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Cynthiana'),,,TRUE,2
City of Fort Mitchell,CITY OF FORT MITCHELL,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Fort Mitchell'),,,FALSE,1
City of Franklin IN,CITY OF FRANKLIN IN,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City of Franklin IN'),,,TRUE,2
City of Franklin Planning and Engineering,CITY OF FRANKLIN PLANNING AND ENGINEERING,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Franklin - Planning & Engineering'),,,FALSE,1
City of Glasgow KY,CITY OF GLASGOW KY,Municipal / Local Government,,92,Rule-Based,,High,"Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Glasgow, Ky')",,,FALSE,1
City of Hammond IN,CITY OF HAMMOND IN,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City of Hammond IN'),,,TRUE,2
City of Jeffersonville,CITY OF JEFFERSONVILLE,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Jeffersonville'),,,FALSE,1
City of Jeffersonville Fire Department,CITY OF JEFFERSONVILLE FIRE DEPARTMENT,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Jeffersonville Fire Department'),,,FALSE,1
City of Lawrence Indiana,CITY OF LAWRENCE INDIANA,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Lawrence Indiana'),,,TRUE,2
City of Logan,CITY OF LOGAN,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Logan'),,,FALSE,1
City of Louisa Kentucky,CITY OF LOUISA KENTUCKY,Municipal / Local Government,,92,Rule-Based,,High,"Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Louisa, Kentucky')",,,FALSE,1
City of Middletown,CITY OF MIDDLETOWN,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Middletown'),,,FALSE,1
City of Monroe,CITY OF MONROE,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Monroe'),,,TRUE,2
City of North College Hill,CITY OF NORTH COLLEGE HILL,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'City of North College Hill'),,,TRUE,2
City of Paris,CITY OF PARIS,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Paris'),,,FALSE,1
City of Sharonville,CITY OF SHARONVILLE,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Sharonville'),,,FALSE,1
City of Shelbyville,CITY OF SHELBYVILLE,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Shelbyville'),,,FALSE,1
City of South Charleston WV,CITY OF SOUTH CHARLESTON WV,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City of South Charleston WV'),,,TRUE,2
City of St Bernard,CITY OF ST BERNARD,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City of St Bernard'),,,TRUE,2
City of Westfield,CITY OF WESTFIELD,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Westfield'),,,FALSE,1
City of Westfield Grand Park Sports Campus,CITY OF WESTFIELD GRAND PARK SPORTS CAMPUS,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Westfield - Grand Park Sports Campus'),,,FALSE,1
City of Winchester,CITY OF WINCHESTER,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Winchester'),,,FALSE,1
City of Winchester City Hall,CITY OF WINCHESTER CITY HALL,Municipal / Local Government,,92,Rule-Based,,High,Matched city/town/state keyword; Deterministic keyword/pattern match (evidence: 'City Of Winchester City Hall'),,,FALSE,1
Civil and Environmental Consultants,CIVIL AND ENVIRONMENTAL CONSULTANTS,Construction,Engineering consulting,5413,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,FALSE,1
Clark County Schools,CLARK COUNTY SCHOOLS,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Clark County Schools'),,,FALSE,1
Clarke Americanmirc Express,CLARKE AMERICANMIRC EXPRESS,Manufacturing,Secure Financial & Payment Printing,323,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,clarkeamerican.com,FALSE,1
