rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on
guidance,Broan,Style 2: G6R9905-05028,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 2: G6R9905-05028,Style 2: G6R9905-05028,https://www.building-center.org/broan-hvac-age/,2026-01-25T03:34:44Z
guidance,Broan,Style 1: GT3 0501 53269,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/BROAN-1.jpg,Description: Twelve (12) character serial number.  Begins with three (3) letter digits followed by nine (9) numerical digits.,https://www.building-center.org/broan-hvac-age/,2026-01-25T03:34:44Z
guidance,Broan,Style 2: G6R 9905 -05028,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/04/BROAN-2.jpg,"Description:  Twelve (12) character serial number.  Begins with a single letter, followed by a single number, then another single letter and ends with four numerical digits, followed by a dash (-) and",https://www.building-center.org/broan-hvac-age/,2026-01-25T03:34:44Z
guidance,Brock,Style 1: D0604V378723,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: D0604V378723,Style 1: D0604V378723,https://www.building-center.org/brock-hvac-age/,2026-01-25T03:34:46Z
guidance,Brock,Style 2: 302495,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 2: 302495,Style 2: 302495,https://www.building-center.org/brock-hvac-age/,2026-01-25T03:34:46Z
guidance,Brute II,Style 1: WC9876553,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/brute-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,07 09 G10932,07 09 G10932,https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 2:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,85 03 04091,85 03 04091,https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 3:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 4:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,A 1 67890,A 1 67890,https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 5:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"46 U 152456 or 2 W 13270 (one or two digits followed by a letter)
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","46 U 152456 or 2 W 13270 (one or two digits followed by a letter)
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
decode,Bryant,Style 1: 07 09 G10932,^\d{4}[G]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0709G10932""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Ten (10) character Serial number begins with four (4) numerical digits followed by one (1) letter and ends with five (5) numerical digits.
Year of manufacture can be determined by using t",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
decode,Bryant,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Nine (9) character all numerical serial number. This style was used primarily during the 1980's.
Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial num",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 3: W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BRYANT-Serial-Number-Style-3.jpg,"Description: Eight (8) character serial number begins with one (1) letter followed by one (1) numerical digit and then six (6) more characters. This style was used from 1980 thru 1984.
CAUTION: Canada",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 4: A 1 67890,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BRYANT-Serial-Number-Style-4.jpg,"Description: Seven (7) character serial number that begins with a letter and ends with six (6) numerical digits. This style was used from 1970 thru 1979.
Year of manufacture can be determined by using",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 5: 46 U 152456 or 2 W 13270 (one or two digits followed by a letter),,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://www.building-center.org/wp-content/uploads/2023/09/Bryant-1-edit-1.jpg, https://www.building-center.org/wp-content/uploads/2023/09/Bryant-2-edit-1.jpg","Description: Seven (7) to nine (9) character serial number - always beginning with a 1 or 2 digit number followed by a letter . This style was used from 1960 to 1979.
Year of manufacture can be determ",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Buderus,Style 1: 63036333-00-7080-3241 Style 2: 253000-08065-00040-77470007354,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/buderus-hvac-age/,2026-01-25T03:34:47Z
guidance,Buderus,Style 1: 63036333-00- 7080 -3241,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png, https://building-center.org/wp-content/uploads/2015/10/Bosch.png","The Year of Manufacture can be determined by using the 1st numerical digit of the 3rd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 3rd series of dig",https://www.building-center.org/buderus-hvac-age/,2026-01-25T03:34:47Z
decode,Buderus,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/buderus-hvac-age/,2026-01-25T03:34:47Z
guidance,Buffalo,Style 1: Unknown,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/buffalo-hvac-age/,2026-01-25T03:34:48Z
guidance,Burnham,Style 1: 64157594 (10/1999),,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/burnham-hvac-age/,2026-01-25T03:34:49Z
guidance,Burnham,Style 1: 64157594 (10/1999),,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Description: The model number, serial number and manufacturing date are located on a silver label on the inside panel. The manufacturing date appears in the upper right corner of the silver label in the MM/YYYY format.  If the tag fails to provide this information the manufacturer must be contacted.  When contacting the manufacturer have the model & serial number handy.  (See the data tag below).
(Burnham Model SM3-2, - Serial # 64140385)
""We are a service, repair and installation company.  I called the number your
site provides for Burnham Corporation, but when I spoke with the woman there,
she redirected me to USA Boiler at 888-432-8887, ext 8400 . I was able to get
the age of the unit listed above, but didn't use the extension as their
automated system gave me directions to an associate","Description: The model number, serial number and manufacturing date are located on a silver label on the inside panel. The manufacturing date appears in the upper right corner of the silver label in t",https://www.building-center.org/burnham-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 1: K J -1000130,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: K J -1000130,Style 1: K J -1000130,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 2: 11 42 N012345,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 2: 11 42 N012345,Style 2: 11 42 N012345,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 3: J - 93 0001,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 3: J - 93 0001,Style 3: J - 93 0001,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 4: A 07 H00123456,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 4: A 07 H00123456,Style 4: A 07 H00123456,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 5: J 93 -1030F,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 5: J 93 -1030F,Style 5: J 93 -1030F,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 6: M 78 013,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 6: M 78 013,Style 6: M 78 013,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 8: 123456 97 08,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 8: 123456 97 08,Style 8: 123456 97 08,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,Cadet,Style 9: 85 04 1234,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 9: 85 04 1234,Style 9: 85 04 1234,https://www.building-center.org/cadet-hvac-age/,2026-01-25T03:34:49Z
guidance,California Heat Pump,Style 1: E124,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/california-heat-pump-hvac-age/,2026-01-25T03:34:50Z
guidance,Canatal,Style 1: 03-1205/C03/01A,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/canatal-hvac-age/,2026-01-25T03:34:52Z
guidance,Captive-Aire,Style 1: 08/15/2008,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/captive-aire-hvac-age/,2026-01-25T03:34:53Z
guidance,Carrier/ICP,Style 1:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,40 06 A17330,40 06 A17330,https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 2:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,85 03 04091,85 03 04091,https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 3:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 4:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,A 1 67890,A 1 67890,https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 5:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,6 ###### (U.S.) ~or~ 6 #### (Canada),6 ###### (U.S.) ~or~ 6 #### (Canada),https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 6:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"46 U 152456 or 2 W 13270 (one or two digits followed by a letter) Bryant & Carrier
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","46 U 152456 or 2 W 13270 (one or two digits followed by a letter) Bryant & Carrier
Legend: Year is RED ;  Month is GREEN ; Week is BLUE",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 1: 40 06 A17330,^\d{4}[A]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""4006A17330""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This is the newest style for Carrier brand (or subsidiary) systems, and the age can be determined by the first four numbers.
The serial number style has been used since 1980, and is formatted by 4 num",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This is a Bryant or BDP brand style number (merged with Carrier in 1955 and BDP created in 1974). The age can be determined by the first four numbers.
The serial number style was used primarily during",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 3: W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),^[A-Z0-9]{2}[D]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""4WD14008"", ""W4D14008""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The serial number style was used exclusively from 1980-1984 and ONLY used letters M through Z to represent the month.
CAUTION: Canada units reverse the Year and Month positions from U.S. made serial n",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 4: A 1 67890,^[A]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""A167890""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The serial number style was used exclusively from January 1, 1969 to December 31, 1979.
Description: Seven (7) character serial number started with letters from A to L .  Formatted by one (1) letter (",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 5: 6 ###### (U.S.) ~or~ 6 #### (Canada),,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"The serial number style was used exclusively PRIOR to 1969
Description:
U.S. Only: Seven (7) character all numeric serial number.
Canada Only: Five (5) character all numeric serial number.
Year of manufacture can be determined by using the 1 st position of the serial number
This style of serial number was exclusively PRIOR to 1969.","The serial number style was used exclusively PRIOR to 1969
Description:
U.S. Only: Seven (7) character all numeric serial number.
Canada Only: Five (5) character all numeric serial number.
Year of man",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 6: 46 U 152456 or 2 W 13270 (one or two digits followed by a letter) Bryant & Carrier,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://www.building-center.org/wp-content/uploads/2023/09/Bryant-1-edit-1.jpg, https://www.building-center.org/wp-content/uploads/2023/09/Bryant-2-edit-1.jpg","Description: Seven (7) to nine (9) character serial number - always beginning with a 1 or 2 digit number followed by a letter . This style was used from 1960 to 1979.
Year of manufacture can be determ",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Celsior,Style 1: UNKNOWN,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/celsior-hvac-age/,2026-01-25T03:34:56Z
guidance,Celsior,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/celsior-hvac-age/,2026-01-25T03:34:56Z
guidance,Centaurus,Style 1: Unknown,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/centaurus-hvac-age/,2026-01-25T03:34:56Z
guidance,Century,Style 1: RSF,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,15 03 00183 (Nordyne style),15 03 00183 (Nordyne style),https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 2: EB5D302F,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,32 01 07830 (Rheem style),32 01 07830 (Rheem style),https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 3:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,08 04 237539 (Goodman style),08 04 237539 (Goodman style),https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 4: R,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,04 24 070098 (ICP style),04 24 070098 (ICP style),https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 5:,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"92 A -C70097 (??? style - possibly ClimateMaster or original H.C.I.)
Style 6a:   JR10006245X (unknown manufacturer style)
Style 6b:   BT 255768 046X (unknown manufacturer style)
Legend: Year is RED ;  Month is GREEN ; Week is BLUE","92 A -C70097 (??? style - possibly ClimateMaster or original H.C.I.)
Style 6a:   JR10006245X (unknown manufacturer style)
Style 6b:   BT 255768 046X (unknown manufacturer style)
Legend: Year is RED ; ",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 5: 92 A -C70097 (??? style - possibly ClimateMaster or original H.C.I.),,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2024/02/Heat-Controller-style-5.jpg,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position (letter) of the serial number
Note: This",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 6: JR10006245X -or- BT 255768 046X (unknown manufacturer style),,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://www.building-center.org/wp-content/uploads/2024/02/Heat-Controller-style-6-data-plates.jpg, https://www.building-center.org/wp-content/uploads/2024/02/Heat-Controller-style-6.jpg","We are currently unable to decode the manufacture date from this style. The serial number is from an unknown manufacturer. If you have information which may assist us, please send us a note !
Note: We",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Champion Cooler,Style 2: W 1 B 7 400526,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/champion-hvac-age/,2026-01-25T03:34:58Z
guidance,Chromalox,Style 1: 63036333-00-7080-3241 Style 2: 253000-08065-00040-77470007354 Style 3: 00322 (Obsolete Style – Used on older Chromalox® Steam Boilers),,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z
guidance,Chromalox,Style 1: 63036333-00- 7080 -3241,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png, https://building-center.org/wp-content/uploads/2015/10/Bosch.png","The Year of Manufacture can be determined by using the 1st numerical digit of the 3rd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 3rd series of dig",https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z
decode,Chromalox,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z
guidance,Clare,Style 1: 9411C004626,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: 9411C004626,Style 1: 9411C004626,https://www.building-center.org/clare-hvac-age/,2026-01-25T03:35:01Z
guidance,Clare,Style 2: 41623,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 2: 41623,Style 2: 41623,https://www.building-center.org/clare-hvac-age/,2026-01-25T03:35:01Z
guidance,Clearfire,Style 1: PSI DATE 2013,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: PSI DATE 2013,Style 1: PSI DATE 2013,https://www.building-center.org/clearfire-hvac-age/,2026-01-25T03:35:03Z
guidance,Cleaver Brooks,Style 1: PSI DATE 2013,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: PSI DATE 2013,Style 1: PSI DATE 2013,https://www.building-center.org/cleaver-brooks-hvac-age/,2026-01-25T03:35:04Z
guidance,Cleaver Brooks,Style 1: PSI DATE 2013,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2016/10/CleaverBrooks-PSI-Date_How-to-determine-the-date-of-manufacture_production_age.png,Description: On the electrical panel or front head of every boiler or burner sold by Cleaver-Brooks is an identifying nameplate. Operational data about that particular unit can be found on the namepla,https://www.building-center.org/cleaver-brooks-hvac-age/,2026-01-25T03:35:04Z
guidance,ClimaCool,Style 2: 92J010915,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/climacool-hvac-age/,2026-01-25T03:35:05Z
guidance,ClimaCool,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,https://www.building-center.org/climacool-hvac-age/,2026-01-25T03:35:05Z
guidance,Climate Control,Style 1: 0004211300-239-0099 Style 2: 850304091,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/climate-control-hvac-age/,2026-01-25T03:35:06Z
guidance,ClimateCraft,Style 2: 92J010915,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/climatecraft-hvac-age/,2026-01-25T03:35:07Z
guidance,ClimateCraft,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,Style 1: Ten (10) character Serial number begins with a letter followed by nine (9) numerical digits.,https://www.building-center.org/climatecraft-hvac-age/,2026-01-25T03:35:07Z
guidance,ClimateMaster,Style 2: 92J010915,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Back to Brand Listing,Back to Brand Listing,https://www.building-center.org/climatemaster-hvac-age/,2026-01-25T03:35:08Z
