rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on
decode,BDP,Style 1: 07 09 G10932,^\d{4}[G]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0709G10932""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Ten (10) character Serial number begins with four (4) numerical digits followed by one (1) letter and ends with five (5) numerical digits.
Year of manufacture can be determined by using t",https://www.building-center.org/bdp-hvac-age/,2026-01-25T03:34:34Z
decode,BDP,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Nine (9) character all numerical serial number. This style was used primarily during the 1980's.
Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial num",https://www.building-center.org/bdp-hvac-age/,2026-01-25T03:34:34Z
guidance,BERNER,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/berner-hvac-age/,2026-01-25T03:34:39Z
decode,Bryant,Style 1: 07 09 G10932,^\d{4}[G]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0709G10932""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Ten (10) character Serial number begins with four (4) numerical digits followed by one (1) letter and ends with five (5) numerical digits.
Year of manufacture can be determined by using t",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
decode,Bryant,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Nine (9) character all numerical serial number. This style was used primarily during the 1980's.
Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial num",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
decode,Buderus,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/buderus-hvac-age/,2026-01-25T03:34:47Z
decode,Carrier/ICP,Style 1: 40 06 A17330,^\d{4}[A]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""4006A17330""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This is the newest style for Carrier brand (or subsidiary) systems, and the age can be determined by the first four numbers.
The serial number style has been used since 1980, and is formatted by 4 num",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This is a Bryant or BDP brand style number (merged with Carrier in 1955 and BDP created in 1974). The age can be determined by the first four numbers.
The serial number style was used primarily during",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 3: W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),^[A-Z0-9]{2}[D]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""4WD14008"", ""W4D14008""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The serial number style was used exclusively from 1980-1984 and ONLY used letters M through Z to represent the month.
CAUTION: Canada units reverse the Year and Month positions from U.S. made serial n",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 4: A 1 67890,^[A]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""A167890""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The serial number style was used exclusively from January 1, 1969 to December 31, 1979.
Description: Seven (7) character serial number started with letters from A to L .  Formatted by one (1) letter (",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 5: 6 ###### (U.S.) ~or~ 6 #### (Canada),,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"The serial number style was used exclusively PRIOR to 1969
Description:
U.S. Only: Seven (7) character all numeric serial number.
Canada Only: Five (5) character all numeric serial number.
Year of manufacture can be determined by using the 1 st position of the serial number
This style of serial number was exclusively PRIOR to 1969.","The serial number style was used exclusively PRIOR to 1969
Description:
U.S. Only: Seven (7) character all numeric serial number.
Canada Only: Five (5) character all numeric serial number.
Year of man",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Celsior,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/celsior-hvac-age/,2026-01-25T03:34:56Z
decode,Century,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}[N]$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183N""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Chromalox,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z
decode,ClimateWorx,Style 1: 03-1205/C03/01A,^\d{2}[A-Z0-9-]\d{4}[C]\d{4}[A]$,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""03-1205C0301A""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/climateworx-hvac-age/,2026-01-25T03:35:10Z
guidance,Cold Point,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Description:
Unfortunately we are unable to determine the date of manufacture or age of these units.  Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag.  For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI).  For Canada, a common standard compliance is through the Canada Standards Association Group (CSA).  Many times both standards are listed.  Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or fo","Description:
Unfortunately we are unable to determine the date of manufacture or age of these units.  Perhaps you can assist us in our research with additional information.
Email us at [email protecte",https://www.building-center.org/cold-point-hvac-age/,2026-01-25T03:35:14Z
decode,York/JCI,Style 3: 99 06 97368,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""990697368""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
NOTE: This ",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z
decode,York/JCI,Style 4: 01 88 123456,^\d{10}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0188123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
NOTE: This ",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z
decode,Comfort-Aire,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}[N]$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183N""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
decode,Comfort-Aire,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
decode,Comfort-Aire,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
decode,Comfort-Aire,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
guidance,Commercial-Pak,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/commercial-pak-hvac-age/,2026-01-25T03:35:20Z
decode,Copper-fin,Style 2: 1142 N012345,^\d{4}[N]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1142N012345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1st & 2nd numerical digits.
Week of manufacture can be determined by using the 3rd & 4th numerical digits.",https://www.building-center.org/copper-fin-hvac-age/,2026-01-25T03:35:26Z
decode,Goodman/Amana/Daikin,Style 4: 04 9 27 0032,^\d{9}$,"{""year"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""049270032""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd digit of the serial number (see chart below)
Week of manufacture can be determined by using the 4 th & 5 th digits of the serial number
NOTE: Th",https://www.building-center.org/daikin-hvac-age/,2026-01-25T03:35:39Z
decode,Goodman/Amana/Daikin,Style 7: R 88 12 12345,^[R]\d{9}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R881212345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd digits of the serial number
Week of manufacture can be determined by using the 4 th & 5 th digits of the serial number",https://www.building-center.org/daikin-hvac-age/,2026-01-25T03:35:39Z
decode,Goodman/Amana/Daikin,Style 10: 16 02 393269,^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1602393269""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd numbers of the serial number
Month of manufacture can be determined by using the 3 rd & 4th numbers of the serial number
Daikin® History¹",https://www.building-center.org/daikin-hvac-age/,2026-01-25T03:35:39Z
decode,Dornback,Style 1: 1220119,^\d{7}$,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""1220119""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the A",https://www.building-center.org/dornback-hvac-age/,2026-01-25T03:35:49Z
decode,Lennox,Style 1: 414072 03 28,^\d{10}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}}","[""4140720328""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 3 rd from last positions of the serial number
Week of manufacture can be determined by using the last 2 positions of the serial number",https://www.building-center.org/ducane-hvac-age/,2026-01-25T03:35:50Z
decode,Dunkirk,Style 1: 16 05 00150,^\d{9}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""160500150""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Week of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
A quick refe",https://www.building-center.org/dunkirk-hvac-age/,2026-01-25T03:35:51Z
decode,Emerson,Style 1: EW 0201 44126H,^[E][W]\d{9}[H]$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""EW020144126H""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Week of manufacture is 3rd-4th characters
Year of manufacture is 5th-6th characters",https://www.building-center.org/emerson-hvac-age/,2026-01-25T03:36:04Z
decode,Emerson,Style 2: 02J -60002,^\d{2}[J][A-Z0-9-]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""02J-60002""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture is 1st-2nd characters
Month of manufacture is 3rd character (see chart)",https://www.building-center.org/emerson-hvac-age/,2026-01-25T03:36:04Z
decode,Emerson,Style 3: AS 298488006X,^[A][S]\d{9}[X]$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""AS298488006X""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture is 1st character (see chart)
Year of manufacture is 2nd characters (see chart)",https://www.building-center.org/emerson-hvac-age/,2026-01-25T03:36:04Z
decode,Emerson,Style 4: AR M75812,^[A][R][M]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""ARM75812""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture is 1st character (see chart)
Year of manufacture is 2nd characters (see chart)",https://www.building-center.org/emerson-hvac-age/,2026-01-25T03:36:04Z
decode,Fedders,Style 1: EW 02 01 44126H,^[E][W]\d{9}[H]$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""EW020144126H""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Week of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Year of manufacture can be determined by using the 5 th & 6 th positions of the serial number",https://www.building-center.org/fedders-hvac-age/,2026-01-25T03:36:17Z
decode,Fedders,Style 2: 02 J -60002,^\d{2}[J][A-Z0-9-]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""02J-60002""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See chart)",https://www.building-center.org/fedders-hvac-age/,2026-01-25T03:36:17Z
decode,Fedders,Style 3: A S 298488006X,^[A][S]\d{9}[X]$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""AS298488006X""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 1 st position of the serial number (See chart)
Year of manufacture can be determined by using the 2 nd position of the serial number (See chart)",https://www.building-center.org/fedders-hvac-age/,2026-01-25T03:36:17Z
decode,Fedders,Style 4: A R M75812,^[A][R][M]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""ARM75812""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 1 st position of the serial number (See chart)
Year of manufacture can be determined by using the 2 nd position of the serial number (See chart)",https://www.building-center.org/fedders-hvac-age/,2026-01-25T03:36:17Z
decode,FHP,Style 5: E G 013220D,^[E][G]\d{6}[D]$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}}","[""EG013220D""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st position of the serial number
Month of manufacture can be determined by using the 2 nd position of the serial number
This style was used from 19",https://www.building-center.org/fhp-hvac-age/,2026-01-25T03:36:18Z
decode,Goodman/Amana/Daikin,Style 1: 97 04 811080,^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""9704811080""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/goodman-hvac-age/,2026-01-25T03:36:35Z
decode,Haier,Style 2: AA5YW0E0200NK 7 4 W 0009,^[A]{2}\d[Y][W]\d[E]\d{4}[N][K]\d{2}[W]\d{4}$,"{""year"": {""positions"": {""start"": 14, ""end"": 14}}, ""month"": {""positions"": {""start"": 15, ""end"": 15}}, ""day"": {""positions"": {""start"": 16, ""end"": 16}}}","[""AA5YW0E0200NK74W0009""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This style uses 18 - 20 characters in the serial number
Year of manufacture can be determined by using the 14 th position of the serial number
Month of manufacture can be determined by using the 15 th",https://www.building-center.org/haier-hvac-age/,2026-01-25T03:36:41Z
decode,Haier,Style 3: C 12 08 A320E,^[C]\d{4}[A]\d{3}[E]$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""positions"": {""start"": 4, ""end"": 5}}}","[""C1208A320E""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This style uses 10 -or- 11 characters in the serial number
Year of manufacture can be determined by using the 2 nd & 3 rd positions (numbers) of the serial number
Month of manufacture can be determine",https://www.building-center.org/haier-hvac-age/,2026-01-25T03:36:41Z
decode,Heat Controller,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}[N]$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183N""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/heat-controller-hvac-age/,2026-01-25T03:36:48Z
decode,Heat Controller,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/heat-controller-hvac-age/,2026-01-25T03:36:48Z
decode,Heat Controller,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/heat-controller-hvac-age/,2026-01-25T03:36:48Z
decode,Heat Controller,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/heat-controller-hvac-age/,2026-01-25T03:36:48Z
decode,Hydro-Temp,Style 1: OEBDG96A,^[O][E][B][D][G]\d{2}[A]$,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""OEBDG96A""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (,https://www.building-center.org/hydro-temp-hvac-age/,2026-01-25T03:36:52Z
guidance,HydroTherm,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/hydrotherm-hvac-age/,2026-01-25T03:36:53Z
