rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on,image_urls
guidance,KING,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""4TO6YEARS""]","{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/king-hvac-age/,2026-01-25T03:37:12Z,"[""https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png""]"
guidance,KING KLEEN,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/KINGKLEEN1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/king-kleen-water-heater-age/,2026-01-25T05:46:24Z,"[""http://building-center.org/wp-content/uploads/2017/08/KINGKLEEN1-Water-Heater-Age.jpg""]"
guidance,KING LINE,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/KINGLINE1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/king-line-water-heater-age/,2026-01-25T05:46:25Z,"[""http://building-center.org/wp-content/uploads/2017/08/KINGLINE1-Water-Heater-Age.jpg""]"
guidance,KLIMAIRE,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/klimaire-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 1: K J -1000130,^\d{7}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1000130""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: K J -1000130 →Style 2: 11 42 N012345 →Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 2: 11 42 N012345,^\d{4}[N]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1142N012345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: 11 42 N012345 →Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Leg,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 3: J - 93 0001,^\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0001""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 4: A 07 H00123456,^[A]\d{2}[H]\d{8}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""A07H00123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BL,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 5: J 93 -1030F,^[A-Z0-9-]\d{4}[F]$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""-1030F""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 6: M 78 013,^[M]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""M78013""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture c,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
guidance,KNIGHT,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 8: 123456 97 08,^\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture can be determined by using the 1 st position (letter) of the s,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 9: 85 04 1234,^\d{8}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""85041234""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture can be determined by using the 1 st position (letter) of the serial number Month of m,https://www.building-center.org/knight-hvac-age/,2026-01-25T03:37:13Z,[]
decode,KNIGHT,Style 1: K J -1000130,^\d{7}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1000130""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: K J -1000130 →Style 2: 11 42 N012345 →Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 2: 11 42 N012345,^\d{4}[N]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1142N012345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: 11 42 N012345 →Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Leg,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 3: J - 93 0001,^\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0001""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 4: A 07 H00123456,^[A]\d{2}[H]\d{8}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""A07H00123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BL,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 5: J 93 -1030F,^[A-Z0-9-]\d{4}[F]$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""-1030F""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 6: M 78 013,^[M]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""M78013""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture c,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
guidance,KNIGHT,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 8: 123456 97 08,^\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture can be determined by using the 1 st position (letter) of the s,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT,Style 9: 85 04 1234,^\d{8}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""85041234""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture can be determined by using the 1 st position (letter) of the serial number Month of m,https://www.building-center.org/knight-water-heater-age/,2026-01-25T05:46:27Z,[]
decode,KNIGHT XL,Style 1: K J -1000130,^\d{7}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1000130""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: K J -1000130 →Style 2: 11 42 N012345 →Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 2: 11 42 N012345,^\d{4}[N]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1142N012345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 2: 11 42 N012345 →Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Leg,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 3: J - 93 0001,^\d{4}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0001""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: J - 93 0001 →Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 4: A 07 H00123456,^[A]\d{2}[H]\d{8}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""A07H00123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: A 07 H00123456 →Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BL,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 5: J 93 -1030F,^[A-Z0-9-]\d{4}[F]$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""-1030F""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: J 93 -1030F →Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 6: M 78 013,^[M]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""M78013""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 6: M 78 013 →Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365 →Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture c,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
guidance,KNIGHT XL,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,Style 7: 5 Y 013 & 6 S 1064 & 11 AA 0365,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 8: 123456 97 08,^\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 8: 123456 97 08 →Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture can be determined by using the 1 st position (letter) of the s,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
decode,KNIGHT XL,Style 9: 85 04 1234,^\d{8}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""85041234""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 9: 85 04 1234 Legend: Year is RED ; Month is GREEN ; Week is BLUE →Style 1: K J -1000130 Year of manufacture can be determined by using the 1 st position (letter) of the serial number Month of m,https://www.building-center.org/knight-xl-hvac-age/,2026-01-25T03:37:14Z,[]
guidance,KOLDWAVE,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: UNKNOWN Back to Brand Listing Style 1: UNKNOWN Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: UNKNOWN Back to Brand Listing Style 1: UNKNOWN Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/koldwave-hvac-age/,2026-01-25T03:37:15Z,[]
guidance,KOLDWAVE,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""4TO6YEARS""]","{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/koldwave-hvac-age/,2026-01-25T03:37:15Z,"[""https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png""]"
decode,KOPPEL,Style 5: 12345AN,^\d{5}[A][N]$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""12345AN""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: 12345AN Back to Brand Listing Style 1: EW 0201 44126H Week of manufacture is 3rd-4th characters Year of manufacture is 5th-6th characters Style 2: 02J -60002 Year of manufacture is 1st-2nd ch,https://www.building-center.org/koppel-hvac-age/,2026-01-25T03:37:16Z,[]
guidance,KWIKOOL,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/kwikool-hvac-age/,2026-01-25T03:37:16Z,[]
decode,LAARS,Style 1: C00B01803,^[C]\d{2}[B]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture can be determined by using the 1st letter digit."", ""positions"": {""start"": 1, ""end"": 1}}}","[""C00B01803""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,Some date fields require chart/manual mapping: month.,Style 1: C00B01803 Back to Brand Listing Style 1: C00 B01803 Description: Nine (9) character Serial number begins with one (1) letter digits – followed by two (2) numerical digits – a single letter di,https://www.building-center.org/laars-hvac-age/,2026-01-25T03:37:17Z,[]
guidance,LAYTON,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/layton-hvac-age/,2026-01-25T03:37:18Z,[]
decode,LEAR SIEGLER,Style 1: GBB030708229,^[G][B]{2}\d{9}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""GBB030708229""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: GBB030708229 Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character se,https://www.building-center.org/lear-siegler-hvac-age/,2026-01-25T03:37:19Z,[]
guidance,LEAR SIEGLER,Style 2: F3891 4228,,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine (9) numerical digits. Year of manufacture is 4th & 5th numerical digits combined. Month of manufacture is 6th & 7th numerical digits combined. Style 2: F3 89 1 4228 Description: Nine (9) character serial number (does not count the space). Begins with one (1) letter and ends with eight (8) numerical digits. Year of manufacture is 3rd & 4th digits combined. Style 3: G6R 9905 -05028 Description: Twelve (12) character serial number. Begins with a single letter, followed by a single number, then another single letter and ends with four numerical digits, f",Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins wi,https://www.building-center.org/lear-siegler-hvac-age/,2026-01-25T03:37:19Z,[]
decode,LEAR SIEGLER,Style 3: G6R9905-05028,^[G]\d[R]\d{4}[A-Z0-9-]\d{5}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""G6R9905-05028""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: G6R9905-05028 Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter ,https://www.building-center.org/lear-siegler-hvac-age/,2026-01-25T03:37:19Z,[]
decode,LEAR SIEGLER,Style 4: M 1 G 9807 – 05432,^[M]\d[G]\d{4}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""M1G9807""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: M 1 G 9807 – 05432 Style 5: E2E-9705 01234 Back to Brand Listing Style 1: GBB 0307 08229 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine,https://www.building-center.org/lear-siegler-hvac-age/,2026-01-25T03:37:19Z,[]
