BrandNormalized,Category,DEF,DEFNormalized,IsCompressedType,SegmentsN,OptionsN,UniqueOptionsN,ExampleOptionsJson,ExampleSLJson,PositionCoveragePct,AlreadyCanonicalAttribute
NORTEK,Furnace,COMF MDL,,false,3,13,7,"[""H- HTG"", ""A- HTG AC Ready"", ""B- AC Ready 3 Ton"", ""C- AC Ready 4 Ton"", ""D- AC Ready 5 Ton"", ""L- CONG DF"", ""RL- CONG DF""]","[""1"", ""2""]",100.0,false
NORTEK,Furnace,LOC or Emission,,false,3,9,3,"[""C- USA / CANA"", ""N- NOX USA"", ""D- 90+ % AFUE LNOX""]","[""1""]",100.0,false
NORTEK,Package,Approved,,false,3,6,2,"[""C- USA or CANA"", ""X- NOX USA""]","[""1""]",100.0,false
NORTEK,Package Rooftop Unit,APP,,false,3,3,2,"[""R- PKG RTU"", ""GR- PKG RTU""]","[""1"", ""2""]",100.0,false
NORTEK,Package Rooftop Unit,Approved,,false,3,6,2,"[""C- USA or CANA"", ""X- NOX USA""]","[""1""]",100.0,false
NORTEK,Package Rooftop Unit,Class,,true,3,0,0,[],"[""1""]",100.0,false
NORTEK,Package Rooftop Unit,Cooling,,true,3,0,0,[],"[""3"", ""2""]",100.0,false
NORTEK,Package Rooftop Unit,Energy Rating,,true,3,0,0,[],"[""1""]",100.0,false
NORTEK,Package Rooftop Unit,Gas Heat,,true,3,0,0,[],"[""3""]",100.0,false
NORTEK,Package Rooftop Unit,ICP Voltage,Voltage,true,3,0,0,[],"[""1""]",100.0,false
NORTEK,Package Rooftop Unit,Revision,,true,3,0,0,[],"[""1""]",100.0,false
PALOMA,Air Handler,CL Code,,false,3,24,23,"[""A- None"", ""C- RCBA"", ""D- R1"", ""E- R1"", ""F- RCGA"", ""G- RCHA"", ""H- RCHA"", ""1- R2"", ""2- R2"", ""4- R2"", ""7- R2"", ""A- WO CL W CAS""]","[""1""]",100.0,false
PALOMA,Air Handler,DCN,,false,3,6,2,"[""B- CB"", ""N- None""]","[""1""]",100.0,false
PALOMA,Air Handler,EFF,,false,3,9,6,"[""S- STD EFF"", ""M- MED EFF"", ""H- HI EFF"", ""L- HI"", ""S- STD"", ""P- 16 SEER""]","[""1""]",100.0,false
PALOMA,Coil,ARF,,false,3,18,10,"[""U- UF DF Left (STD)"", ""D- UF DF Right"", ""L- HORZ (Left) Top"", ""R- HORZ (Right) Top"", ""S- UF DF Left or Right"", ""G- UF DF Front"", ""H- HORZ (Left)/ Front"", ""Z- HORZ (Right)/ Front"", ""HM- HP MP"", ""HU- HP UF""]","[""1"", ""2""]",100.0,false
PALOMA,Coil,Connection,,true,3,0,0,[],"[""1""]",100.0,false
PALOMA,Coil,Metering,,false,3,16,16,"[""A1- TXV"", ""A2- TXV"", ""A- ORF R1"", ""T- TXV R1"", ""A1- TXV Size"", ""A2- TXV Size"", ""51- ORF"", ""53- ORF"", ""61- ORF"", ""65- ORF"", ""68- ORF"", ""70- ORF""]","[""2"", ""1""]",100.0,false
PALOMA,Coil,Type,,false,3,5,3,"[""F- Furn CL"", ""H- AH CL"", ""C- CL""]","[""1""]",100.0,false
PALOMA,Furnace,COLG ARF,,false,3,23,14,"[""K- 600-1200 CFM"", ""M- 1200-2000 CFM"", ""Q- 1000-1600 CFM"", ""S- 500-1200 CFM"", ""E- 1100-1330 CFM"", ""G- 1450-1750 CFM"", ""J- 1800-2075 CFM"", ""A- HT Only"", ""C- 750-930 CFM"", ""D- 940-1050 CFM"", ""E- 1100-1300 CFM"", ""F- 1210-1450 CFM""]","[""1""]",100.0,false
PALOMA,Furnace,Fuel,,false,3,13,7,"[""R- NG - STD"", ""T- LP - STD"", ""S- NG - ALT"", ""V- LP - ALT"", ""S- NG - Imperial"", ""V- LP - Imprerial"", ""A- NG - CANA STD""]","[""1""]",100.0,false
PALOMA,Furnace,Gas VAL,,false,3,9,3,"[""M- MODU"", ""1- SGL STG"", ""2- Two STG""]","[""1""]",100.0,false
PALOMA,Furnace,Input BTUH,,false,3,24,8,"[""05- 50,000"", ""04- 45,000"", ""06- 60,000"", ""07- 75,000"", ""09- 90,000"", ""10- 105,000"", ""12- 120,000"", ""15- 150,000""]","[""2""]",100.0,false
PALOMA,Package,HTG CPTY,,false,3,43,38,"[""00- None"", ""05- 05 KW"", ""06- 60,000"", ""08- 80,000"", ""10- 100,000 Gas 10 KW ELEC"", ""000- None"", ""005- 05 KW RESIS HT (018-030)"", ""006- 06 KW RESIS HT"", ""007- 07 KW RESIS HT"", ""010- 10 KW RESIS HT (024-048)"", ""012- 12 KW RESIS HT"", ""015- 15 KW RESIS HT (036-048)""]","[""2"", ""3""]",100.0,false
PALOMA,Package,Refrigerant,Refrigerant,true,3,0,0,[],"[""1""]",100.0,true
PALOMA,Package,Tier,,false,3,8,8,"[""ZT- Prestige"", ""ZS- Classic Plus"", ""ZR- Classic Base"", ""ZT- Tier One Ultra"", ""ZS- Tier Two Achiever Plus"", ""ZR- Tier Three Achiever"", ""B- Base"", ""C- Middle""]","[""2"", ""1""]",100.0,false
PAYNE,Air Handler,Carrier Voltage,Voltage,true,3,0,0,[],"[""1""]",100.0,false
PAYNE,Air Handler,Cooling,,true,3,0,0,[],"[""3""]",100.0,false
PAYNE,Air Handler,Type,,false,3,3,2,"[""F- FCU"", ""F- TTW""]","[""1""]",100.0,false
PAYNE,Condenser,Brand,,false,3,3,1,"[""P- Payne""]","[""1""]",100.0,false
PAYNE,Condenser,Carrier Voltage,Voltage,true,3,0,0,[],"[""1""]",100.0,false
PAYNE,Condenser,Class,,true,3,0,0,[],"[""1""]",100.0,false
PAYNE,Condenser,Cooling,,true,3,0,0,[],"[""3""]",100.0,false
PAYNE,Condenser,Energy Rating,,true,3,0,0,[],"[""2""]",100.0,false
PAYNE,Package,Brand,,false,3,3,1,"[""P- Payne""]","[""1""]",100.0,false
PAYNE,Package,Class,,true,3,0,0,[],"[""1""]",100.0,false
PAYNE,Package,Cooling,,true,3,0,0,[],"[""3"", ""2""]",100.0,false
PAYNE,Package,Energy Rating,,true,3,0,0,[],"[""1""]",100.0,false
PAYNE,Package,Type,,false,3,9,6,"[""G- PKG HP"", ""P- SGL PKG Gas/ ELEC Unit"", ""Z- SGL PKG HP"", ""Z- SGL PKG"", ""G- PKG AC / HP"", ""P- SGL PKG Gas / ELEC Unit""]","[""1""]",100.0,false
PIONEER,Air Handler,Revision,,true,3,0,0,[],"[""1""]",100.0,false
REZNOR,Condenser,Revision,,true,3,0,0,[],"[""1""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,COMP Type,,false,3,16,6,"[""S- Semi HERM"", ""H- HERM"", ""O- SCL"", ""D- Discus"", ""C- Carlyle"", ""B- Bitzer""]","[""1""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,MDL Style,,false,3,21,7,"[""E- INDR / ODR"", ""L- ODR FLOD MDL"", ""I- Sierra"", ""H- HI Sierra"", ""B- Non FLOD MDL"", ""F- FLOD MDL"", ""V- Sierra""]","[""1""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,PWR,,false,3,22,9,"[""C- V8"", ""D- V2"", ""E- V3"", ""G- V4"", ""M- 200 / V20"", ""N- 200-220-3-50"", ""Q- V11"", ""Q- V5"", ""V- V7""]","[""1""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,REF,,false,3,11,6,"[""22- R1"", ""4S- MULT"", ""44- R7 / R8"", ""44- R7"", ""47- R3"", ""4A- R9""]","[""2""]",100.0,false
RUSSELL,Refrigeration Unit Coolers,TEMP RNG,,false,3,14,8,"[""L- Low"", ""E- EXTD MED"", ""H- HI"", ""M- MED"", ""0E- EXTD MED"", ""0L- Low"", ""0H- HI"", ""0M- MED""]","[""1"", ""2""]",100.0,false
THERMO-PRIDE,Furnace,Motor,,true,3,0,0,[],"[""1""]",100.0,false
THERMO-PRIDE,Oil Furnace,Burner,,false,3,12,4,"[""B- BB"", ""C- Carlin"", ""N- BB NX"", ""R- RB""]","[""1""]",100.0,false
THERMO-PRIDE,Oil Furnace,CONF,,false,3,12,4,"[""H- HB"", ""L- Lowboy"", ""D- Dual Poise"", ""C- DF / HORZ""]","[""1""]",100.0,false
THERMO-PRIDE,Oil Furnace,Flue,,false,3,6,2,"[""F- Front"", ""R- Rear""]","[""1""]",100.0,false
THERMO-PRIDE,Oil Furnace,Motor,,true,3,0,0,[],"[""1""]",100.0,false
THERMO-PRIDE,Oil Furnace,Oil Heat,,true,3,0,0,[],"[""3"", ""2""]",100.0,false
TRANE,Air Handler,Configure,,true,3,0,0,[],"[""1""]",100.0,false
TRANE,Air Handler,Refrigerant,Refrigerant,true,3,0,0,[],"[""1""]",100.0,true
TRANE,Air Handler,Trane Voltage,Voltage,true,3,0,0,[],"[""1""]",100.0,false
TRANE,Chiller,FPS,,false,3,15,15,"[""0- None"", ""1- 150 psi NEMA-1 (FS4-3) x 1"", ""2- 150 psi NEMA-1 (FS4-3) x 2"", ""4- 150 psi NEMA-4 (FS8-W) x 1"", ""5- 150 psi NEMA-4 (FS8-W) x 2"", ""T- FI FPS H2O"", ""U- FI FPS non H2O fluids"", ""N- None"", ""F- Nema-4 FPS - 150 psi(sealed)"", ""E- Nema-1 FPS - 150 psi"", ""X- None"", ""A- EVAP ( NEMA 1 )""]","[""1""]",100.0,false
TRANE,Chiller,MDL,,false,3,3,2,"[""RT- Rotary CHLR"", ""RTHD- WC Optimus CHLR""]","[""2"", ""4""]",100.0,false
TRANE,Chiller,SPL,,false,3,7,7,"[""O- None"", ""C- Denoted eleswhere"", ""S- Not denoted eleswhere"", ""X- STD unit CONF"", ""F- Ship to final finisher"", ""S- Unit has SPL order feature"", ""X- None""]","[""1""]",100.0,false
TRANE,Compressor,PWR,,false,3,14,14,"[""J- 200/230-60-3"", ""K- 460-60-3 or 380/415-50-3"", ""D- 575-60-3 or 500-50-3"", ""X- 380-60-3"", ""A- V17"", ""D- V5"", ""F- 220-3-50"", ""K- V14 / 400-3-50"", ""R- V3"", ""V- 346-3-50"", ""X- V12"", ""230- V9""]","[""1"", ""3""]",100.0,false
TRANE,Mini-Split,CONF,,false,3,8,8,"[""K- HP"", ""W- HI Wall Unit"", ""D- CLG CONC Unit"", ""C- CASS Unit"", ""F- FMU"", ""X- CONVT ( FMU / CLG ) MTD"", ""L- CASS PNL Cover"", ""U- SGL ODU""]","[""1""]",100.0,false
TRANE,Mini-Split,FAM,,false,3,4,4,"[""N- NV- SER"", ""P- PRO"", ""4- STD MDL"", ""P- P SER""]","[""1""]",100.0,false
TRANE,Mini-Split,Ingersoll Rand Brands,,true,3,0,0,[],"[""1"", ""2""]",100.0,false
TRANE,Package,HTG,,false,3,12,8,"[""O- None"", ""L- Low"", ""M- MED"", ""H- HI"", ""0- None"", ""1- ELEC W SGL STG"", ""2- ELEC W 2 STG"", ""4- ELEC W 4 STG""]","[""1""]",100.0,false
TRANE,Package,MDL,,false,3,3,3,"[""WCV- H2O Self-Contained VERT"", ""S- Self-Contained"", ""LPC- PKG Climate Changer""]","[""3"", ""1""]",100.0,false
TRANE,Package Rooftop Unit,ARF,,false,3,4,4,"[""D- DF"", ""H- HORZ"", ""C- CONVT"", ""H- SGL Zone""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,COMM,,false,3,20,15,"[""0- None"", ""4- NVC 3051 WO Zone SEN"", ""5- NVC 3051 INFC W DCV"", ""6- BNT INFC"", ""7- Trane Air-Fi INFC"", ""1- Trane INFC"", ""2- LCI"", ""3- NVC 2024"", ""1- Advance CTRL W BCI"", ""2- Advance CTRL W LCI"", ""3- Advance CTRL W Air-Fi COMM INFC"", ""0- NA""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,CONVO,,false,3,9,5,"[""B- PWR"", ""0- None"", ""A- UN- PWR"", ""0- NA"", ""A- Non PWR""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,CTRL,,false,3,20,17,"[""E- ELECM"", ""R- ReliaTel MPC"", ""S- Symbio -700"", ""K- European"", ""1- CV CTRL"", ""2- VAV SA TEMP CTRL WO Inlet Guide Vanes / CV DISC TEMP CTRL"", ""3- VAV SA TEMP CTRL W Inlet Guide Vanes"", ""4- Space PR CTRL W EXH VFD WO BP"", ""5- Space PR CTRL W EXH VFD + BP"", ""6- VAV SA TEMP CTRL W VFD WO BP"", ""7- VAV SA TEMP CTRL W VFD + BP"", ""8- SUP + EXH Fan W VFD WO BP""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,EFF,,false,3,7,4,"[""A- Ashrae 90.1-2010"", ""S- STD EFF"", ""H- HI EFF"", ""Z- Ultra HI EFF""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,HTG,,false,3,41,36,"[""O- None"", ""L- Low HT"", ""M- MED HT"", ""H- HI HT"", ""0- None"", ""A- 5KW / 36 KW"", ""B- 6 KW / 54 KW"", ""C- 9 KW / 72 KW"", ""D- 10 KW / 90 KW"", ""E- 12 KW / 108 KW"", ""F- 14 KW"", ""G- 18 KW""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,SMKD,,false,3,15,8,"[""A- RA"", ""B- SA"", ""D- PLM"", ""0- None"", ""C- SA + RA"", ""C- SA + RA + Symbio FA + INDR MOD"", ""0- NA"", ""C- RA SA""]","[""1""]",100.0,false
TRANE,Package Rooftop Unit,SUP Fan,,false,3,38,20,"[""0- STD DR"", ""1- OVS MTR"", ""2- OPT BD MTR"", ""3- HI EFF MTR"", ""4- MULT Zone VAV W STD MTR"", ""5- MULT Zone VAV W HI ST MTR"", ""6- SGL Zone VAV"", ""7- MULT SPD INDR Fan"", ""8- SGL Zone VAV OVS"", ""9- MULT SPD OVS MTR"", ""A- SGL Zone VAV STD W SGR"", ""B- MULT SPD STD W SGR""]","[""1""]",100.0,false
TRANE,Water Source HP,Cooling,,true,3,0,0,[],"[""3""]",100.0,false
TRANE,Water Source HP,Trane Voltage,Voltage,true,3,0,0,[],"[""1""]",100.0,false
TUTTOKOOL,Air Handler,Cooling,,true,3,0,0,[],"[""2""]",100.0,false
TUTTOKOOL,Air Handler,Energy Rating,,true,3,0,0,[],"[""1""]",100.0,false
TUTTOKOOL,Air Handler,Heat Kit,,true,3,0,0,[],"[""2""]",100.0,false
TUTTOKOOL,Air Handler,Motor,,true,3,0,0,[],"[""1""]",100.0,false
TUTTOKOOL,Air Handler,PDT DZN,,false,3,4,4,"[""T- R6 V2"", ""A- R2 V2"", ""T4- R6 V2"", ""A4- R2""]","[""2"", ""1""]",100.0,false
TUTTOKOOL,Air Handler,Revision,,true,3,0,0,[],"[""1""]",100.0,false
TUTTOKOOL,Air Handler,WD,,false,3,8,5,"[""A- 18 1/8 IN"", ""B- 19 5/8 IN"", ""C- 22 IN"", ""A- 20 1/2 IN"", ""B- 22 IN""]","[""1""]",100.0,false
UNICO INC,Air Handler,PTD,,false,3,3,1,"[""1- White""]","[""1""]",100.0,false
UNICO INC,Air Handler,PWR / MTR,,false,3,9,3,"[""ST2- 208/240-1-60 SGL SPD"", ""EC1- V1 VAR SPD"", ""EC2- 240-1-50/60 VAR SPD""]","[""3""]",100.0,false
WATER FURNACE,Multi,CAB CONF,,false,3,8,6,"[""V- VERT"", ""H- HORZ"", ""Z- INDR Split"", ""W- H2O to H2O"", ""S- Split ODR"", ""P- ODR PKG""]","[""1""]",100.0,false
WATER FURNACE,Multi,COMP Type,,false,3,9,6,"[""V- VAR SPD"", ""D- Dual STG"", ""S- SGL STG"", ""D- Dual CPTY"", ""S- SGL SPD"", ""E- Vapor Injection""]","[""1""]",100.0,false
WATER FURNACE,Multi,OPT,,false,3,9,5,"[""N- None"", ""A- ISTT Uncoated CL"", ""B- No ISTT AlumiSeal"", ""C- ISTT AlumiSeal"", ""S- STD""]","[""1""]",100.0,false
WESTINGHOUSE,Coil,PDT Type,,false,3,3,1,"[""C- CL""]","[""1""]",100.0,false
WESTINGHOUSE,Coil,Revision,,true,3,0,0,[],"[""1""]",100.0,false
WESTINGHOUSE,Furnace,CONF,,false,3,16,6,"[""A- 80% UF / HORZ"", ""C- 92.1% or 95.1% UF / HORZ"", ""K- 80% DF"", ""L- 92.1% or 95.1% DF"", ""Q- 96.4% UF / HORZ"", ""E- UF Condensing""]","[""1""]",100.0,false
WESTINGHOUSE,Furnace,Cabinet Width,,true,3,0,0,[],"[""1""]",100.0,false
WESTINGHOUSE,Furnace,Gas Heat,,true,3,0,0,[],"[""3""]",100.0,false
WHALEN,Air Handler,Brand,,false,3,3,1,"[""W- Whalen""]","[""1""]",100.0,false
WHALEN,Air Handler,CL DZN,,false,3,3,2,"[""F- Fixed"", ""R- Removable""]","[""1""]",100.0,false
WHALEN,Air Handler,Size,,false,3,13,13,"[""03- 300 CFM"", ""04- 400 CFM"", ""06- 600 CFM"", ""08- 800 CFM"", ""10- 1000 CFM"", ""12- 1200 CFM"", ""300- 300 CFM"", ""400- 400 CFM"", ""600- 600 CFM"", ""800- 800 CFM"", ""1000- 1000 CFM"", ""1200- 1200 CFM""]","[""2"", ""3"", ""4""]",100.0,false
WHIRLPOOL,Condenser,Brand,,false,3,3,1,"[""W- Whirlpool""]","[""1""]",100.0,false
WHIRLPOOL,Condenser,Class,,true,3,0,0,[],"[""1"", ""2""]",100.0,false
WHIRLPOOL,Condenser,Cooling,,true,3,0,0,[],"[""2""]",100.0,false
WHIRLPOOL,Condenser,Energy Rating,,true,3,0,0,[],"[""1""]",100.0,false
WHIRLPOOL,Condenser,PWR,,false,3,6,2,"[""A- V2"", ""B- V3""]","[""1""]",100.0,false
WHIRLPOOL,Condenser,Refrigerant,Refrigerant,true,3,0,0,[],"[""1""]",100.0,true
WHIRLPOOL,Furnace,Brand,,false,3,3,1,"[""W- Whirlpool""]","[""1""]",100.0,false
WHIRLPOOL,Furnace,Cabinet Width,,true,3,0,0,[],"[""1""]",100.0,false
WHIRLPOOL,Furnace,Type,,false,3,3,1,"[""F- FURN""]","[""1""]",100.0,false
WHIRLPOOL,Package,Revision,,true,3,0,0,[],"[""1""]",100.0,false
YORK/JCI,Air Handler,Configure,,true,3,0,0,[],"[""2"", ""1""]",100.0,false
YORK/JCI,Air Handler,York Brands,,true,3,0,0,[],"[""1""]",100.0,false
YORK/JCI,Coil,CL Type,,false,3,6,4,"[""A- AL Tube"", ""C- CU Tube"", ""A- A CL"", ""S- Slab""]","[""1""]",100.0,false
YORK/JCI,Coil,Configure,,true,3,0,0,[],"[""2""]",100.0,false
YORK/JCI,Coil,Metering,,false,3,22,22,"[""X- Flex CL"", ""X- No VAL"", ""BA- TXV"", ""BB- TXV"", ""BC- TXV"", ""BD- TXV"", ""BE- TXV"", ""BF- TXV"", ""BG- TXV"", ""BH- TXV"", ""BW- TXV"", ""E1- EEV""]","[""1"", ""2""]",100.0,false
YORK/JCI,Coil,Product Type,,false,3,3,2,"[""C- CL"", ""X- INDR CL""]","[""1""]",100.0,false
YORK/JCI,Condenser,ARF,,false,3,15,7,"[""A- STD MTR"", ""B- 1.5 h.p MTR"", ""C- 2.0 h.p MTR"", ""D- 3 h.p MTR"", ""E- 5 h.p MTR"", ""F- 7.5 h.p MTR"", ""N- None""]","[""1""]",100.0,false
YORK/JCI,Condenser,Configure,,true,3,0,0,[],"[""1""]",100.0,false
YORK/JCI,Condenser,SEER2,,false,3,3,1,"[""2- Yes""]","[""1""]",100.0,false
YORK/JCI,Furnace,Class,,true,3,0,0,[],"[""2"", ""1""]",100.0,false
YORK/JCI,Furnace,HTG,,false,3,20,7,"[""A- NA"", ""F- Fuel Oil"", ""G- NG"", ""L- LNOX NG"", ""N- NG"", ""P- LP"", ""V- VAR MTR""]","[""1""]",100.0,false
YORK/JCI,Furnace,Tier,,false,3,19,7,"[""G- General"", ""C- Echelon"", ""L- Acclimate"", ""M- MED"", ""Y- HI EFF"", ""P- PRM"", ""F- Style G HI EFF""]","[""1""]",100.0,false
YORK/JCI,Package,CAB Size,,false,3,6,2,"[""A- SML 35 x 51"", ""B- LRG 45 x 51""]","[""1""]",100.0,false
YORK/JCI,Package,CL OPT,,false,3,20,20,"[""A- STD INDR and ODR CL"", ""B- STD INDR and ElectroFin ODR CL"", ""C- E- CTD INDR and STD ODR CL"", ""D- E- CTD INDR and ODR CL"", ""E- STD INDR and ODR CL W RHT"", ""F- STD INDR CL and E- CTD ODR CL W RHT"", ""G- E- CTD INDR CL and STD ODR CL W RHT"", ""H- E- CTD INDR anc ODR CL W RHT"", ""1- STD INDR + ODR"", ""2- STD INDR + Electro Fin ODR"", ""3- EPC INDR + STD ODR"", ""4- EPC INDR + ODR""]","[""1""]",100.0,false
YORK/JCI,Package,Installation,,false,3,72,43,"[""B- DCN"", ""C- Non- PWR CONVO"", ""E- SMKD SA"", ""F- SMKD RA"", ""S- PWR CONVO"", ""A- No OPT INS"", ""D- DCN + Non- PWR CONVO"", ""G- DCN + SMKD SA"", ""H- DCN + SMKD RA"", ""J- DCN Non- PWR CONVO + SMKD SA"", ""K- DCN Non- PWR CONVO + SMKD RA"", ""L- DCN SMKD SA + SMKD RA""]","[""1""]",100.0,false
YORK/JCI,Package,SERV OPT,,false,3,36,31,"[""1- None"", ""2- DCN"", ""4- PWR CONVO"", ""6- DCN PWR CONVO"", ""8- SCCR DCN"", ""3- Non- PWR CONVO"", ""5- DCN Non- PWR CONVO"", ""7- HI SCCR"", ""9- SCCR DCN Non- PWR CONVO"", ""3- Non PWR CONVO"", ""5- DCN Non PWR CONVO"", ""7- SCCR""]","[""1""]",100.0,false
YORK/JCI,Package,Tonnage,,false,3,48,35,"[""A3- 3 Ton"", ""03- 3 Ton"", ""A4- 4 Ton"", ""04- 4 Ton"", ""A5- 5 Ton"", ""A6- 6 Ton"", ""06- 6.5 Ton"", ""07- 7.5 Ton"", ""08- 8.5 Ton"", ""10- 10.0 Ton"", ""12- 12.5 Ton"", ""15- 15 Ton""]","[""2"", ""3""]",100.0,false
YORK/JCI,Package,Type,,false,3,4,4,"[""S- Self Contained"", ""Z- AC"", ""X- HP"", ""A- ARCD""]","[""1""]",100.0,false
YORK/JCI,Package Rooftop Unit,HT Source,,false,3,19,18,"[""E- ELEC HT"", ""N- NG STG"", ""S- NG STG W SS HX"", ""D- NG MODU HT"", ""T- NG MODU HT W SS HX"", ""C- AC"", ""N- NG"", ""S- NG SS HX"", ""C- AC Only"", ""W- HH2O CL"", ""X- STM CL"", ""A- AC Only""]","[""1""]",100.0,false
AAON,Air Handler,COLG Type,,false,2,12,12,"[""00- NA"", ""10- EVAP SGL CKT"", ""16- EVAP SGL CKT Six Row"", ""50- EVAP Dual CKT"", ""56- EVAP Dual CKT Six Row"", ""20- CH H2O STD CL"", ""30- CH H2O OPT CL"", ""40- CH H2O OPT CL Six Row"", ""99- SPL CL SECT"", ""0- No AC"", ""1- R2 DX AC"", ""2- CH H2O AC""]","[""2"", ""1""]",100.0,false
AAON,Air Handler,CORR PROT,,false,2,10,10,"[""0- None"", ""A- INT CORR PROT"", ""O- No PTD"", ""A- INT"", ""B- EXT"", ""C- SHPG SHW"", ""D- INT + EXT"", ""E- INT + SHPG SHW"", ""F- EXT + SHPG SHW"", ""G- INT EXT + SHPG SHW""]","[""1""]",100.0,false
AAON,Air Handler,HTG DESN,,false,2,19,18,"[""0- No HTG"", ""H- 1 Row CL"", ""J- 2 Row CL"", ""1- 1 Row CL"", ""2- 2 Row CL"", ""A- 7 KW (5.3 KW @ 208V)"", ""B- 14 KW (10.5 KW @ 208V)"", ""C- 21 KW (15.8 KW @ 208V)"", ""D- 28 KW (21.0 KW @ 208V)"", ""E- 35 KW (26.3 KW @ 208V)"", ""F- 42 KW (31.5 KW @ 208V)"", ""G- 49 KW (37.0 KW @ 208V)""]","[""1""]",100.0,false
AAON,Air Handler,HTG Type,,false,2,17,16,"[""0- No HTG"", ""C- STM DIST STD CL"", ""D- STM DIST POLY EPC CL"", ""E- HH2O STD CL"", ""F- HH2O POLY EPC CL"", ""1- HH2O"", ""3- ELEC HTG"", ""4- STM DIST"", ""A- Open COMB NG HT"", ""B- SEPD COMB NG HT"", ""C- Open COMB LP GH"", ""D- SEPD COMB LP GH""]","[""1""]",100.0,false
AAON,Air Handler,SER + Generation,,false,2,3,3,"[""H3- HORZ - Back IA Front DISC"", ""V3- VERT - Back IA Top DISC"", ""M3- MOD AH""]","[""2""]",100.0,false
AAON,Air Handler,Type,,false,2,5,5,"[""O- INDR"", ""A- ODU"", ""O- NA"", ""U- SPL EXT PTD + SPL Pricing"", ""X- SPL Pricing + STD PTD""]","[""1""]",100.0,false
AAON,Chiller,Revision,,true,2,0,0,[],"[""2"", ""1""]",100.0,false
AAON,Condenser,Cooling,,true,2,0,0,[],"[""3""]",100.0,false
AAON,Condenser,Cooling Ton,,true,2,0,0,[],"[""3""]",100.0,false
AAON,Package Rooftop Unit,Revision,,true,2,0,0,[],"[""1""]",100.0,false
AAON,Water Source HP,Revision,,true,2,0,0,[],"[""1""]",100.0,false
ADP,Air Handler,BLO MTR,,false,2,6,3,"[""C- 3 SPD PSC"", ""V- VAR SPD ECM"", ""E- 5 SPD ECM""]","[""1""]",100.0,false
ADP,Air Handler,CL,,false,2,4,4,"[""M- AL"", ""K- CU"", ""C- CU"", ""A- AL""]","[""1""]",100.0,false
ADP,Air Handler,Type,,false,2,2,2,"[""S- S SER WALM"", ""C- CLG Mount""]","[""1""]",100.0,false
ADP,Coil,Cabinet Width,,true,2,0,0,[],"[""1"", ""3""]",100.0,false
ADP,Coil,Circuits,,true,2,0,0,[],"[""1""]",100.0,false
ADP,Coil,Class,,true,2,0,0,[],"[""2""]",100.0,false
ADP,Coil,Cooling Ton,,true,2,0,0,[],"[""1"", ""2""]",100.0,false
ADP,Coil,Refrigerant,Refrigerant,true,2,0,0,[],"[""1""]",100.0,true
ADP,Coil,Type,,false,2,4,2,"[""LA- LRG CPTY A CL"", ""LH- LRG CPTY HORZ CL""]","[""2""]",100.0,false
AIRE-FLO,Air Handler,Revision,,true,2,0,0,[],"[""1""]",100.0,false
AIRE-FLO,Furnace,AFUE,,true,2,0,0,[],"[""2""]",100.0,false
AIRE-FLO,Furnace,CFM Tons,,true,2,0,0,[],"[""2""]",100.0,false
AIRE-FLO,Furnace,CONF,,false,2,4,4,"[""T- UF / HORZ"", ""R- Counter-flow/ HORZ"", ""UH- UF / HORZ"", ""DF- DF""]","[""1"", ""2""]",100.0,false
AIRE-FLO,Furnace,Cabinet Width,,true,2,0,0,[],"[""1""]",100.0,false
AIRE-FLO,Furnace,Gas Heat,,true,2,0,0,[],"[""3""]",100.0,false
AIRE-FLO,Furnace,Motor,,true,2,0,0,[],"[""1""]",100.0,false
AIRE-FLO,Furnace,NOX,,false,2,4,3,"[""L- LNOX"", ""A- STD"", ""-- STD""]","[""1""]",100.0,false
AIRTEMP,Package,Connection,,true,2,0,0,[],"[""1""]",100.0,false
AIRTEMP,Package,Jacket Style,,false,2,2,2,"[""V- GALV Steel"", ""V- GALV Steel Polyester""]","[""1""]",100.0,false
AIRTEMP,Package,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
AIRTEMP,Package,Type,,false,2,4,2,"[""P- PKG AC"", ""Q- PKG HP""]","[""1""]",100.0,false
ALLIED,Air Handler,FAM,,false,2,2,2,"[""EL- T-Series Product Line"", ""ACB- Allied COM AH""]","[""2"", ""3""]",100.0,false
ALLIED,Air Handler,Lennox Voltage,Voltage,true,2,0,0,[],"[""1""]",100.0,false
ALLIED,Air Handler,Metering Device,,true,2,0,0,[],"[""1""]",100.0,false
ALLIED,Air Handler,Pieces,,true,2,0,0,[],"[""1""]",100.0,false
ALLIED,Condenser,Revision,,true,2,0,0,[],"[""2"", ""1""]",100.0,false
ALLIED,Oil Furnace,Oil Heat,,true,2,0,0,[],"[""3""]",100.0,false
