rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on
decode,American Best,Style 1: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
American Be",https://www.building-center.org/american-best-hvac-age/,2026-01-25T03:34:01Z
decode,Lennox,Style 1: 46 07 B 20058,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 5, ""end"": 5}}}","[""4607B20058""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 5 th position of the serial number (See chart below)",https://www.building-center.org/armstrong-air-hvac-age/,2026-01-25T03:34:23Z
decode,Lennox,Style 1: A14019 E L A,^[A]\d{5}[E][L][A]$,"{""year"": {""positions"": {""start"": 8, ""end"": 8}}, ""month"": {""positions"": {""start"": 7, ""end"": 7}}}","[""A14019ELA""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Month of manufacture can be determined by using the 7 th position of the serial number (See chart below)
Year of manufacture can be determined by using the 8 th position of the serial number (See char",https://www.building-center.org/armstrong-air-hvac-age/,2026-01-25T03:34:23Z
guidance,Aspen,Style 1: J 04 -0001762,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2015/10/Aspen-Date-of-Manufacture_Serial-Number-Nomenclature.png,"11 or 12-character serial number beginning with a letter and 2-digits, followed by a hyphen and the remaining sequence number.
Year of manufacture can be determined by using the 2 nd & 3 rd positions ",https://www.building-center.org/aspen-hvac-age/,2026-01-25T03:34:24Z
decode,Atherion,Style 1: 2001 08 AKG26241,^\d{6}[A][K][G]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""positions"": {""start"": 5, ""end"": 6}}}","[""200108AKG26241""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the first four positions of the serial number
Month of manufacture can be determined by using the 5 th & 6 t h positions of the serial number",https://www.building-center.org/atherion-hvac-age/,2026-01-25T03:34:25Z
decode,Atherion,Style 2: 97 J KGJ153,^\d{2}[J][K][G][J]\d{3}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""97JKGJ153""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position of the serial number (See chart below)",https://www.building-center.org/atherion-hvac-age/,2026-01-25T03:34:25Z
decode,Atherion,Style 3: AKEC0 87 01,^[A][K][E][C]\d{5}$,"{""year"": {""positions"": {""start"": 6, ""end"": 7}}, ""month"": {""positions"": {""start"": 8, ""end"": 9}}}","[""AKEC08701""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Month of manufacture can be determined by using the 8 th & 9 th position of the serial number
Atherion® Hi",https://www.building-center.org/atherion-hvac-age/,2026-01-25T03:34:25Z
guidance,Unknown,Style 1: 000 F 95 0926066-1,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BARD-Date-of-Manufacture-Serial-Number-Style-1.jpg,"Year of manufacture can be determined by using the 5 th & 6 th positions of the serial number
Month of manufacture can be determined by using the 4 th position (letter) of the serial number
Note: This",https://www.building-center.org/bard-hvac-age/,2026-01-25T03:34:31Z
guidance,Unknown,Style 2: 123 D A 45678,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BARD-Date-of-Manufacture-Serial-Number-Style-2.jpg,"Year of manufacture can be determined by using the 5 th position (2 nd letter) of the serial number
Month of manufacture can be determined by using the 4 th position (1 st letter) of the serial number",https://www.building-center.org/bard-hvac-age/,2026-01-25T03:34:31Z
guidance,Unknown,Style 3: 28193 M T,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,"Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BARD-Date-of-Manufacture-Serial-Number-Style-3-_-Data-Plate.jpg, https://www.building-center.org/wp-content/uploads/2016/04/BARD-Date-of-Manufacture-Serial-Number-Style-3.jpg","Year of manufacture can be determined by using the 5 th position (2 nd letter) of the serial number
Month of manufacture can be determined by using the 4 th position (1 st letter) of the serial number",https://www.building-center.org/bard-hvac-age/,2026-01-25T03:34:31Z
guidance,Unknown,Style 4: 36284 M 83,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BARD-Date-of-Manufacture-Serial-Number-Style-4.jpg,"Year of manufacture can be determined by using the last 2 digits of the serial number
Month of manufacture can be determined by using the letter preceding the last 2 digits of the serial number",https://www.building-center.org/bard-hvac-age/,2026-01-25T03:34:31Z
decode,Unknown,Style 5: 94 0128116,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}}","[""940128116""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions (digits) of the serial number
Bard® History¹
1914 - Dale Bard launches the Bryan Plumbing and Heating Company in Bryan, OH as a",https://www.building-center.org/bard-hvac-age/,2026-01-25T03:34:31Z
decode,BDP,Style 1: 07 09 G10932,^\d{4}[G]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0709G10932""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Ten (10) character Serial number begins with four (4) numerical digits followed by one (1) letter and ends with five (5) numerical digits.
Year of manufacture can be determined by using t",https://www.building-center.org/bdp-hvac-age/,2026-01-25T03:34:34Z
decode,BDP,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Nine (9) character all numerical serial number. This style was used primarily during the 1980's.
Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial num",https://www.building-center.org/bdp-hvac-age/,2026-01-25T03:34:34Z
guidance,BDP,Style 3: W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BRYANT-Serial-Number-Style-3.jpg,"Description: Eight (8) character serial number begins with one (1) letter followed by one (1) numerical digit and then six (6) more characters. This style was used from 1980 thru 1984.
CAUTION: Canada",https://www.building-center.org/bdp-hvac-age/,2026-01-25T03:34:34Z
guidance,BDP,Style 4: A 1 67890,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BRYANT-Serial-Number-Style-4.jpg,"Description: Seven (7) character serial number that begins with a letter and ends with six (6) numerical digits. This style was used from 1970 thru 1979.
Year of manufacture can be determined by using",https://www.building-center.org/bdp-hvac-age/,2026-01-25T03:34:34Z
guidance,BERNER,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/berner-hvac-age/,2026-01-25T03:34:39Z
decode,Bryant,Style 1: 07 09 G10932,^\d{4}[G]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0709G10932""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Ten (10) character Serial number begins with four (4) numerical digits followed by one (1) letter and ends with five (5) numerical digits.
Year of manufacture can be determined by using t",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
decode,Bryant,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Description: Nine (9) character all numerical serial number. This style was used primarily during the 1980's.
Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial num",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 3: W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BRYANT-Serial-Number-Style-3.jpg,"Description: Eight (8) character serial number begins with one (1) letter followed by one (1) numerical digit and then six (6) more characters. This style was used from 1980 thru 1984.
CAUTION: Canada",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
guidance,Bryant,Style 4: A 1 67890,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/BRYANT-Serial-Number-Style-4.jpg,"Description: Seven (7) character serial number that begins with a letter and ends with six (6) numerical digits. This style was used from 1970 thru 1979.
Year of manufacture can be determined by using",https://www.building-center.org/bryant-hvac-age/,2026-01-25T03:34:47Z
decode,Buderus,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/buderus-hvac-age/,2026-01-25T03:34:47Z
decode,Carrier/ICP,Style 1: 40 06 A17330,^\d{4}[A]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""week"": {""positions"": {""start"": 1, ""end"": 2}}}","[""4006A17330""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This is the newest style for Carrier brand (or subsidiary) systems, and the age can be determined by the first four numbers.
The serial number style has been used since 1980, and is formatted by 4 num",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 2: 85 03 04091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"This is a Bryant or BDP brand style number (merged with Carrier in 1955 and BDP created in 1974). The age can be determined by the first four numbers.
The serial number style was used primarily during",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 3: W 4 D14008 (U.S.) ~or~ 4 W D14008 (Canada),^[A-Z0-9]{2}[D]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""4WD14008"", ""W4D14008""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The serial number style was used exclusively from 1980-1984 and ONLY used letters M through Z to represent the month.
CAUTION: Canada units reverse the Year and Month positions from U.S. made serial n",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
decode,Carrier/ICP,Style 4: A 1 67890,^[A]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 2}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""A167890""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The serial number style was used exclusively from January 1, 1969 to December 31, 1979.
Description: Seven (7) character serial number started with letters from A to L .  Formatted by one (1) letter (",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Carrier/ICP,Style 5: 6 ###### (U.S.) ~or~ 6 #### (Canada),,"{""year"": {""positions"": {""start"": 1, ""end"": 1}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"The serial number style was used exclusively PRIOR to 1969
Description:
U.S. Only: Seven (7) character all numeric serial number.
Canada Only: Five (5) character all numeric serial number.
Year of manufacture can be determined by using the 1 st position of the serial number
This style of serial number was exclusively PRIOR to 1969.","The serial number style was used exclusively PRIOR to 1969
Description:
U.S. Only: Seven (7) character all numeric serial number.
Canada Only: Five (5) character all numeric serial number.
Year of man",https://www.building-center.org/carrier-hvac-age/,2026-01-25T03:34:54Z
guidance,Celsior,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/celsior-hvac-age/,2026-01-25T03:34:56Z
decode,Century,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}[N]$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183N""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Century,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
guidance,Century,Style 5: 92 A -C70097 (??? style - possibly ClimateMaster or original H.C.I.),,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2024/02/Heat-Controller-style-5.jpg,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position (letter) of the serial number
Note: This",https://www.building-center.org/century-hvac-age/,2026-01-25T03:34:57Z
decode,Chromalox,Style 2: 253000- 08065 -00040-77470007354,^\d{6}[A-Z0-9-]\d{5}[A-Z0-9-]\d{5}[A-Z0-9-]\d{11}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""day"": {""positions"": {""start"": 2, ""end"": 2}}}","[""253000-08065-00040-77470007354""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"The Year of Manufacture can be determined by using the 1st & 2nd numerical digit of the 2nd series of digits.
The Day of Manufacture can be determined by using the last three digits of the 2nd series ",https://www.building-center.org/chromalox-hvac-age/,2026-01-25T03:35:00Z
decode,ClimateWorx,Style 1: 03-1205/C03/01A,^\d{2}[A-Z0-9-]\d{4}[C]\d{4}[A]$,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""03-1205C0301A""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/climateworx-hvac-age/,2026-01-25T03:35:10Z
guidance,Cold Point,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Description:
Unfortunately we are unable to determine the date of manufacture or age of these units.  Perhaps you can assist us in our research with additional information.
Email us at [email protected]
Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag.  For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI).  For Canada, a common standard compliance is through the Canada Standards Association Group (CSA).  Many times both standards are listed.  Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or fo","Description:
Unfortunately we are unable to determine the date of manufacture or age of these units.  Perhaps you can assist us in our research with additional information.
Email us at [email protecte",https://www.building-center.org/cold-point-hvac-age/,2026-01-25T03:35:14Z
guidance,York/JCI,Style 1: W 0 K 5 896070,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,"Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-1-_-Data-Plate.jpg, https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-1.jpg","Year of manufacture can be determined by using the 2 nd & 4 th positions (digits) of the serial number combined
Month of manufacture can be determined by using the 3 rd position (letter separating the",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z
guidance,York/JCI,Style 2: W A K M011379,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,"Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-2-_-Data-Plate.jpg, https://www.building-center.org/wp-content/uploads/2016/04/COLEMAN-Date-of-Manufacture-Serial-Number-Style-2.jpg","Year of manufacture can be determined by using the 3 th position (letter) of the serial number
Month of manufacture can be determined by using the 2 nd position (letter) of the serial number
See Chart",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z
decode,York/JCI,Style 3: 99 06 97368,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""990697368""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
NOTE: This ",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z
decode,York/JCI,Style 4: 01 88 123456,^\d{10}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""positions"": {""start"": 1, ""end"": 2}}}","[""0188123456""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 3 rd & 4 th positions of the serial number
Month of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
NOTE: This ",https://www.building-center.org/coleman-hvac-age/,2026-01-25T03:35:15Z
decode,Comfort-Aire,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}[N]$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183N""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
decode,Comfort-Aire,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
decode,Comfort-Aire,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
decode,Comfort-Aire,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
guidance,Comfort-Aire,Style 5: 92 A -C70097 (Addison Products - APCO style),,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-5-1.jpg,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position (letter) of the serial number
Note: This",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z
guidance,Commercial-Pak,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/commercial-pak-hvac-age/,2026-01-25T03:35:20Z
guidance,Copper-fin,Style 1: KJ -1000130,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,Letter-based date mapping requires chart/manual mapping. Images: http://building-center.org/wp-content/uploads/2017/08/Lochinvar-Style-1_Serial-Number.png,"Year of manufacture can be determined by using the 1st letter digit.
Month of manufacture can be determined by using the 2nd letter digit.",https://www.building-center.org/copper-fin-hvac-age/,2026-01-25T03:35:26Z
decode,Copper-fin,Style 2: 1142 N012345,^\d{4}[N]\d{6}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1142N012345""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1st & 2nd numerical digits.
Week of manufacture can be determined by using the 3rd & 4th numerical digits.",https://www.building-center.org/copper-fin-hvac-age/,2026-01-25T03:35:26Z
guidance,Copper-fin,Style 3: J-93 0001,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,"Letter-based date mapping requires chart/manual mapping. Images: http://building-center.org/wp-content/uploads/2017/08/Lochinvar-Style-3_Serial-Number_slide-1.png, http://building-center.org/wp-content/uploads/2017/08/Lochinvar-Style-3_Serial-Number_slide-2.png","Month of manufacture can be determined by using the 1st letter digit.
Year of manufacture can be determined by using the 3rd & 4th (the 2nd digit is a dash) numerical digits.",https://www.building-center.org/copper-fin-hvac-age/,2026-01-25T03:35:26Z
guidance,Copper-fin,Style 4: A07 H00123456,,{},[],"{""is_ambiguous"": true, ""notes"": ""Mapping is letter-based but chart/text mapping not captured""}",chart_required,"Letter-based date mapping requires chart/manual mapping. Images: http://building-center.org/wp-content/uploads/2017/08/Lochinvar-Style-4_Serial-Number_slide-1.png, http://building-center.org/wp-content/uploads/2017/08/Lochinvar-Style-4_Serial-Number_slide-2.png","Month of manufacture can be determined by using the 1st letter digit.
Year of manufacture can be determined by using the 2nd & 3rd numerical digits.",https://www.building-center.org/copper-fin-hvac-age/,2026-01-25T03:35:26Z
