Source.Name,Building,EquipmentType,Area Served,Unit ID,QTY,"Operational
 Status",Make,ModelNumber,SerialNumber,KnownManufactureYear,KnownCapacityTons,"Cooling Capacity 
(Unit)","Cooling Efficiency
(Value)","Cooling Efficiency 
(Rating)","Heating Capacity 
(Input)","Heating Capacity 
(Unit)","Heating Efficiency
(Value)","Heating Efficiency 
(Rating)",Heating Fuel,Extras / Accessories / Configuration,"Fan 
(HP)","Fan Flow
(CFM)","Fan Static 
Pressure
(in. wc)",Extras / Accessories / Configuration2,"Pump 
(HP)","Pump Flow
(GPM)","Head
(Ft Head)","System Pressure
(PSI)",Extras / Accessories / Configuration3,"DHW 
Heating Capacity
(Value)","DHW 
Heating Capacity
(Unit)","DHW Efficiency
(Value)","DHW Efficiency 
(Rating)","DHW Storage Capacity
(Gallons)",Extras / Accessories / Configuration4,Refrigerant,"Voltage 
(Volt-Phase)",Amp,"Unit 
Weight
(lbs)",Column1
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060A300A0,D02221727,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060A300A0,D02221770,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060A300A0,D02221748,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Packaged Unit,Cafetiria,,1,Operational,Trane,YCD240B3HAFB,P30103297D,1999,20,,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,150,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Packaged Unit,Cafetiria,,1,Operational,Trane,YCD240B3HAFB,P30103248D,1999,20,,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,150,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Packaged Unit,Cafetiria,,1,Operational,Trane,YCD150C3HABB,P30103229D,1999,12.5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,80,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Ductless Split System,school,DSS - Condenser,1,Operational,EMI,SHC18DE000AA0A,1-99-J-7068-40,1999,1.5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Ductless Split System,school,DSS - Condenser,1,Operational,EMI,SHC12DA0000AA0A,1-99-J-6662-40,1999,1,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Ductless Split System,school,DSS - Condenser,1,Operational,EMI,SHC18DE0000AA0A,1-99-J-3237-38,1999,1.5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Ductless Split System,school,DSS - Condenser,1,Operational,EMI,SHC09DA0000AA0A,1-99-E-2553-21,1999,0.75,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060A300A0,D02221725,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060A300A0,D02221732,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060A300A1,D02221702,1989,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060D300A0,R025RJG2F,2000,5,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Cooling Condensing Unit,auditorium,,1,Operational,Trane,RAUCC50ECT1300DF0000,C99Ga2488M,1999,50,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Air Handling Unit,231,,1,Operational,Trane,TUVA - rest unlegible,S89C19909,1989,,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maury Middle School,Air Handling Unit,auditorium,,1,Operational,Trane,MCCA025GAW0ABA000H0CCA00BoA0000AC000D00000000,K99G32828N,1999,,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA024S2DN1P,5608D11105,2008,2,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA024S2DN1P,5608E16650,2008,2,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01984,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,MAU,School,FAU-2,1,Not Functioning,AAON,RM-025-3-0-AB02-14A,200806-AMER12027,2008,25,Ton,,,40,kW,,,Electric,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,80,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608E21393,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01989,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01996,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01995,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01986,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01992,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,MAU,School,FAU-1,1,Not Functioning,AAON,RM-020-3-0-AB02-14A,200806-AMEP12026,2008,20,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,80,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA060B2DN1G,5608F01712,2008,5,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA060B2DN1G,5608F01713,2008,5,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA060B2DN1G,5608D11372,2008,5,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01987,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Ductless Split System,School,,2,Operational,DAIKIN,RXB09AXVJU,K038BR11,2021,0.75,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01990,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,MAU,School,FAU-4,1,Operational,AAON,RM-015-3-0-AB02-13A,200806-AMEL12019,2008,15,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,60,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01993,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01988,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA072S2BN1G,5608E11941,2008,6,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA072S2BN1G,5608F06877,2008,6,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA036D400A0,2214NCW4F,2002,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA030C400A1,2223R8J4F,2002,2.5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA030C400A1,2212WG94F,2002,2.5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA030C400A1,2223S3D4F,2002,2.5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,CARRIER,50TJQ005---611BD,4099G20183,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,CARRIER,50TJQ005---611BD,4099G20185,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,CARRIER,50TJQ005---611BD,4099G20182,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,CARRIER,50TJQ005---611BD,4099G20184,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,CARRIER,50TCQA07A2A6A0A0A0,3416C75862,2016,5.1,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Ductless Split System,School,2 ZONES,1,Operational,EMI,MC2D9900AA0000J,1-99-K-9235-44,1999,1.5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA036D400A0,2214NBB4F,2002,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,MAU,,,1,Operational,AAON,RK-06-3-E0-1B2,200205-AKE07446,2002,6,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,40,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,CARRIER,50TJQ005---611BD,4099G20186,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA036D400A0,2214M9N4F,2002,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01985,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01976,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01980,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA060B2DN1G,5608D11367,2008,5,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,MAU,School,FAU-3,1,Not Functioning,AAON,RM-025-3-0-AB02-14A,200806-AMER12028,2008,25,Ton,,,40,kW,,,Electric,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,80,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01978,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01977,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA036B2DN1G,5608F01981,2008,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA240S2BN,5608E10602,2008,20,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA180S2BN1G,5608B09743,2008,15,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA060B2DN1G,5608D01650,2008,5,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA060B2DN1G,5608D06453,2008,5,Ton,1,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA072S2BN1G,,2008,6,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA048B2DN1G,5608E16306,2008,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,School,,1,Operational,Lenox,THA120S2BN2G,5608C14414,2008,10,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Unit Heater,GYM,,4,Operational,STERLING,QVF-125,d96292777003,1994,,,,,125000,BTU/hr,,,,,,,,,,,,,,,,,,,,,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,GYM,,1,Operational,TRANE,ECC240A4E0A0907,23033078JA,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,GYM,,1,Operational,TRANE,ECC240A4E0A1DQI,23033084JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Rush Strong Grammar School,Packaged Unit,school,,1,Operational,Lenox,THA090S2BN2G,5608E01230,2008,7.5,Ton,,,15,kW,,,,,,,,,,,,,,,,,,,,,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Ductless Split System,,,1,Operational,Heat Controller Inc. - Inverter,A-VMH27TC-1,,,27000,BTU/hr,,,28000,BTU/hr,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Ductless Split System,,,1,Operational,Heat Controller Inc. - Inverter,A-VMH09SC-1,,,9000,BTU/hr,,,10000,BTU/hr,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Ductless Split System,,,1,Operational,Heat Controller Inc. - Inverter,A-VMH12SB,,,12000,BTU/hr,,,15500,BTU/hr,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Ductless Split System,,Serves Mezz,1,Operational,SAMSUNG,UH070CAV,E6ISP3CCB00020M,2012,24000,BTU/hr,,,27000,BTU/hr,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Ductless Split System,,,1,Operational,Carrier,38MGQD27--3,0916V10480,,25000,BTU/hr,22,SEER,32000,BTU/hr,,,,,,,,,,,,,,,,,,,,,208V/230V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Ductless Split System,,,1,Operational,Heat Controller Inc. - Inverter,A-VMH09SD-1,,,9000,BTU/hr,,,11500,BTU/hr,,,,,,,,,,,,,,,,,,,,,208V/230V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,Maintenance Garage,Unit Heater,Wearhouse,,1,Operational,DAYTON,3E232D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,WSHP,classroom 208/207,,1,Operational,Climate Master,TCV060AFC30CRTS,W13315902,2018,5,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,R-410A,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,WSHP,classroom 204/205,,1,Operational,Friedrich,803060FUSFRTCOA,85EU 1701,1985,5,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,WSHP,classroom 202/203,,1,Operational,Friedrich,803060FUSFRTCOA,85HU 1173,1985,5,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Air Handling Unit,Classroom 104,EVAP COIL,1,Operational,Trane,4TXCD008DS3HCAA,21262W9NCG,2021,,,,,,,,,,,,,,,,,,,,,,,,,tr,R-410A,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Furnace,Classroom 104,,1,Operational,Carrier,58MXA120-20,0700A20370,2000,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,120 V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Furnace,Classroom 106,,1,Operational,Carrier,58MXA120-20,0700A20370,2000,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,120 V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Air Handling Unit,classroom 106,EVAP COIL,1,Operational,Carrier,CT7860-C245,6000C04842,2000,,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Air Handling Unit,classroom 105,EVAP COIL,1,Operational,Carrier,CT7860-C245,6000C04843,2000,,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Furnace,classroom 105,,1,Operational,Carrier,58MXA120-20,5200A2370,2000,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,120 V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Furnace,classroom 103,,1,Operational,Carrier,58MXA120-20,,2000,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,120 V - Single Phase,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Air Handling Unit,classroom 103,EVAP COIL,1,Operational,Carrier,CT7860-C245,6099E06439,1999,,,,,,,,,,,,,,,,,,,,,,,,,,R-22,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Air Handling Unit,Classroom 101,EVAP COIL,1,Operational,Trane,4TXCD008DS3HCAA,21262W97CG,2021,,,,,,,,,,,,,,,,,,,,,,,,,tr,R-410A,,,,
Copy of Survey_Detail&Info_v1.1-Jefferson County Schools - jeh rev.xlsm,White Pine School,Furnace,Classroom 101,,1,Operational,Carrier,58MXA120-20,,2000,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,120 V - Single Phase,,,
