BrandNormalized,EquipmentType,AttributeName,RuleModelRegex,RuleStartPos,RuleEndPos,Code,SupportN,MostCommonTons,MostCommonTonsN,PurityPct,UniqueTruthTonsN,TruthTonsValuesJson
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{11}$,5,6,30,15,5,5,33.3,7,"{""10"": 1, ""10.833"": 1, ""2.5"": 2, ""3"": 3, ""3.5"": 1, ""4"": 2, ""5"": 5}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{11}$,5,6,40,3,1.5,1,33.3,3,"{""1.5"": 1, ""2"": 1, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{11}$,5,6,48,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{8}$,5,6,30,1,2.5,1,100.0,1,"{""2.5"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:A|S|V|Z)",5,6,00,1,100,1,100.0,1,"{""100"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:A|S|V|Z)",5,6,30,1,3,1,100.0,1,"{""3"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:A|S|V|Z)",5,6,40,3,1.5,1,33.3,3,"{""1.5"": 1, ""2"": 1, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,5,6,30,14,5,5,35.7,7,"{""10"": 1, ""10.833"": 1, ""2.5"": 2, ""3"": 2, ""3.5"": 1, ""4"": 2, ""5"": 5}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,5,6,48,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingTonCode,^[A-Z0-9-]{11}$,4,6,130,15,5,5,33.3,7,"{""10"": 1, ""10.833"": 1, ""2.5"": 2, ""3"": 3, ""3.5"": 1, ""4"": 2, ""5"": 5}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_CoolingTonCode,^[A-Z0-9-]{11}$,4,6,140,3,1.5,1,33.3,3,"{""1.5"": 1, ""2"": 1, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{11}$,9,9,1,11,5,3,27.3,7,"{""1.5"": 1, ""10"": 1, ""10.833"": 1, ""2"": 1, ""2.5"": 2, ""3"": 2, ""5"": 3}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{11}$,9,9,3,7,4,3,42.9,4,"{""3"": 1, ""3.5"": 1, ""4"": 3, ""5"": 2}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{12}$,10,10,0,2,5,2,100.0,1,"{""5"": 2}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{12}$,10,10,1,3,2,2,66.7,2,"{""2"": 2, ""3"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{12}$,10,10,3,3,4,1,33.3,3,"{""3"": 1, ""4"": 1, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{8}$,8,8,0,1,2.5,1,100.0,1,"{""2.5"": 1}"
GOODMAN/AMANA/DAIKIN,Ductless Split System,HVACExport_CFMTonsCode,^[A-Z0-9-]{10}$,4,5,09,6,0.75,6,100.0,1,"{""0.75"": 6}"
GOODMAN/AMANA/DAIKIN,Ductless Split System,HVACExport_CFMTonsCode,^[A-Z0-9-]{10}$,4,5,12,6,1,6,100.0,1,"{""1"": 6}"
GOODMAN/AMANA/DAIKIN,Evaporator Coil,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|F|R)",5,6,36,1,3,1,100.0,1,"{""3"": 1}"
GOODMAN/AMANA/DAIKIN,Evaporator Coil,HVACExport_CoolingMaxCode,"^(?=.{8,}$)(?:C)",7,8,36,1,3,1,100.0,1,"{""3"": 1}"
GOODMAN/AMANA/DAIKIN,Evaporator Coil,HVACExport_CoolingMinCode,"^(?=.{6,}$)(?:C)",5,6,36,1,3,1,100.0,1,"{""3"": 1}"
GOODMAN/AMANA/DAIKIN,Evaporator Coil,HVACExport_TonsCFMCode,^[A-Z0-9-]{12}$,10,10,6,1,3,1,100.0,1,"{""3"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{11}$,5,6,30,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{11}$,5,6,40,3,4,2,66.7,2,"{""4"": 2, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,5,6,30,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,5,6,40,3,4,2,66.7,2,"{""4"": 2, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_CoolingTonCode,^[A-Z0-9-]{11}$,4,6,130,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_CoolingTonCode,^[A-Z0-9-]{11}$,4,6,140,3,4,2,66.7,2,"{""4"": 2, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{11}$,9,9,1,3,4,2,66.7,2,"{""4"": 2, ""5"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{11}$,9,9,4,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Heat Pump Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{12}$,10,10,4,2,3,2,100.0,1,"{""3"": 2}"
GOODMAN/AMANA/DAIKIN,Packaged Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,4,6,144,1,4,1,100.0,1,"{""4"": 1}"
GOODMAN/AMANA/DAIKIN,Packaged Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{11}$,9,9,0,1,3.5,1,100.0,1,"{""3.5"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{10,}$)(?:EL|ML|SL)",8,10,048,1,4,1,100.0,1,"{""4"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,4,6,541,1,3,1,100.0,1,"{""3"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,4,6,551,1,4,1,100.0,1,"{""4"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,4,6,603,1,3,1,100.0,1,"{""3"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,4,6,604,2,4,2,100.0,1,"{""4"": 2}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,4,6,904,4,4,4,100.0,1,"{""4"": 4}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{11}$,4,6,907,1,6,1,100.0,1,"{""6"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{12}$,4,6,965,3,5,3,100.0,1,"{""5"": 3}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{13}$,5,7,413,1,3,1,100.0,1,"{""3"": 1}"
LENNOX,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{16}$,7,9,059,1,5,1,100.0,1,"{""5"": 1}"
LENNOX,Furnace,HVACExport_CoolingCode,"^(?=.{8,}$)(?:C|S)",7,8,51,1,45500,1,100.0,1,"{""45500"": 1}"
LENNOX,Furnace,HVACExport_CoolingMinCode,"^(?=.{7,}$)(?:C)",6,7,51,1,45500,1,100.0,1,"{""45500"": 1}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,024,6,2,6,100.0,1,"{""2"": 6}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,030,26,2.5,26,100.0,1,"{""2.5"": 26}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,036,70,3,70,100.0,1,"{""3"": 70}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,048,10,4,9,90.0,2,"{""3.958"": 1, ""4"": 9}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,060,23,5,23,100.0,1,"{""5"": 23}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,072,24,6,24,100.0,1,"{""6"": 24}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,090,4,7.5,4,100.0,1,"{""7.5"": 4}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,092,7,7.6,6,85.7,2,"{""7.5"": 1, ""7.6"": 6}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,120,5,10,5,100.0,1,"{""10"": 5}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,180,3,15,3,100.0,1,"{""15"": 3}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,240,4,20,4,100.0,1,"{""20"": 4}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,300,6,25,6,100.0,1,"{""25"": 6}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:K|L|S|T|Z)",4,6,360,1,30,1,100.0,1,"{""30"": 1}"
LENNOX,Packaged Unit,HVACExport_CoolingCode,"^(?=.{9,}$)(?:CHA|CHP|GCS|GHP)",8,9,24,2,2,2,100.0,1,"{""2"": 2}"
LENNOX,Packaged Unit,HVACExport_CoolingMinCode,"^(?=.{7,}$)(?:C)",6,7,02,2,2,2,100.0,1,"{""2"": 2}"
LG,Ductless Split System,HVACExport_CoolingHundredsCode,"^(?=.{6,}$)(?:L)",4,6,090,1,0.75,1,100.0,1,"{""0.75"": 1}"
LG,Ductless Split System,HVACExport_CoolingHundredsCode,"^(?=.{6,}$)(?:L)",4,6,181,2,1.5,2,100.0,1,"{""1.5"": 2}"
LG,Ductless Split System,HVACExport_CoolingHundredsCode,"^(?=.{6,}$)(?:L)",4,6,240,1,2,1,100.0,1,"{""2"": 1}"
MCQUAY,WSHP,HVACExport_CoolingCode,"^(?=.{8,}$)(?:W)",6,8,042,4,3.5,4,100.0,1,"{""3.5"": 4}"
PANASONIC,Ductless Split System,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C)",6,7,24,1,2,1,100.0,1,"{""2"": 1}"
REZNOR,Packaged Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:R)",5,7,105,1,4.167,1,100.0,1,"{""4.167"": 1}"
REZNOR,Packaged Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:R)",5,7,114,1,9.5,1,100.0,1,"{""9.5"": 1}"
REZNOR,Packaged Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:R)",5,7,126,1,10.5,1,100.0,1,"{""10.5"": 1}"
REZNOR,Packaged Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:R)",5,7,144,1,9.5,1,100.0,1,"{""9.5"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,00,1,12.043,1,100.0,1,"{""12.043"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,01,1,24.384,1,100.0,1,"{""24.384"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,02,2,31.075,1,50.0,2,"{""31.075"": 1, ""31.567"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,03,2,61.508,1,50.0,2,"{""61.508"": 1, ""76.042"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,05,2,100,2,100.0,1,"{""100"": 2}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,08,1,10.683,1,100.0,1,"{""10.683"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,12,1,17.25,1,100.0,1,"{""17.25"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,14,2,25,1,50.0,2,"{""25"": 1, ""27"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,036,1,3,1,100.0,1,"{""3"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,048,2,4,2,100.0,1,"{""4"": 2}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,060,30,5,30,100.0,1,"{""5"": 30}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,090,6,7.5,6,100.0,1,"{""7.5"": 6}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,180,4,15,4,100.0,1,"{""15"": 4}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{8,}$)(?:N|P)",7,8,01,1,25.75,1,100.0,1,"{""25.75"": 1}"
TRANE,Air Handling Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,010,1,5,1,100.0,1,"{""5"": 1}"
TRANE,Air Handling Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,3,7,3,6,85.7,2,"{""3"": 6, ""5"": 1}"
TRANE,Air Handling Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,4,16,4,15,93.8,2,"{""2.5"": 1, ""4"": 15}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,02,1,25,1,100.0,1,"{""25"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,05,4,400,2,50.0,3,"{""400"": 2, ""500"": 1, ""52"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,06,1,60,1,100.0,1,"{""60"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,07,1,750,1,100.0,1,"{""750"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,09,1,90,1,100.0,1,"{""90"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,12,1,125,1,100.0,1,"{""125"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,14,1,140,1,100.0,1,"{""140"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,15,4,150,2,50.0,2,"{""150"": 2, ""155"": 2}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,18,1,185,1,100.0,1,"{""185"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,21,1,200,1,100.0,1,"{""200"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,25,1,25,1,100.0,1,"{""25"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,27,2,275,2,100.0,1,"{""275"": 2}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,30,2,300,2,100.0,1,"{""300"": 2}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,40,1,450,1,100.0,1,"{""450"": 1}"
TRANE,Chiller,HVACExport_CoolingCode,"^(?=.{6,}$)(?:C|R|T)",5,6,80,1,15,1,100.0,1,"{""15"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:CCA|CGW)",5,7,025,1,25,1,100.0,1,"{""25"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:CG)",5,7,052,1,52,1,100.0,1,"{""52"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:CG)",5,7,060,1,60,1,100.0,1,"{""60"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:CG)",5,7,090,1,90,1,100.0,1,"{""90"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,125,1,125,1,100.0,1,"{""125"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,140,1,140,1,100.0,1,"{""140"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,155,4,150,2,50.0,2,"{""150"": 2, ""155"": 2}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,185,1,185,1,100.0,1,"{""185"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,215,1,200,1,100.0,1,"{""200"": 1}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,275,2,275,2,100.0,1,"{""275"": 2}"
TRANE,Chiller,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:RT)",5,7,300,2,300,2,100.0,1,"{""300"": 2}"
TRANE,Chiller,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,1,25,1,100.0,1,"{""25"": 1}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,018,3,1.5,3,100.0,1,"{""1.5"": 3}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,024,1,2,1,100.0,1,"{""2"": 1}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,030,86,2.5,86,100.0,1,"{""2.5"": 86}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,036,50,3,50,100.0,1,"{""3"": 50}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,042,25,3.5,25,100.0,1,"{""3.5"": 25}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,048,96,4,96,100.0,1,"{""4"": 96}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,060,157,5,157,100.0,1,"{""5"": 157}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,090,19,7.5,19,100.0,1,"{""7.5"": 19}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,120,9,10,9,100.0,1,"{""10"": 9}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,150,2,12.5,2,100.0,1,"{""12.5"": 2}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,180,4,15,4,100.0,1,"{""15"": 4}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,024,1,2,1,100.0,1,"{""2"": 1}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,030,4,2.5,4,100.0,1,"{""2.5"": 4}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,036,3,3,2,66.7,2,"{""3"": 2, ""5"": 1}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,042,2,3.5,1,50.0,2,"{""2.5"": 1, ""3.5"": 1}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,048,3,4,2,66.7,2,"{""2.5"": 1, ""4"": 2}"
TRANE,Cooling Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,060,17,5,17,100.0,1,"{""5"": 17}"
TRANE,Cooling Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,30,5,18,60.0,6,"{""2"": 1, ""2.5"": 6, ""3"": 2, ""3.5"": 1, ""4"": 2, ""5"": 18}"
TRANE,Ductless Split System,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,3,1,3,100.0,1,"{""1"": 3}"
TRANE,Fan Coil / Unit Vent,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,090,1,7.5,1,100.0,1,"{""7.5"": 1}"
TRANE,Fan Coil / Unit Vent,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,1,2.5,1,100.0,1,"{""2.5"": 1}"
TRANE,Furnace,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,064,27,5,27,100.0,1,"{""5"": 27}"
TRANE,Furnace,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,120,27,5,27,100.0,1,"{""5"": 27}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,060,31,5,31,100.0,1,"{""5"": 31}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,072,1,6,1,100.0,1,"{""6"": 1}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,018,5,1.5,4,80.0,2,"{""1.5"": 4, ""2.5"": 1}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,024,2,2,2,100.0,1,"{""2"": 2}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,030,90,2.5,90,100.0,1,"{""2.5"": 90}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,036,10,3,10,100.0,1,"{""3"": 10}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,048,18,4,18,100.0,1,"{""4"": 18}"
TRANE,Heat Pump Condensing Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,060,2,5,2,100.0,1,"{""5"": 2}"
TRANE,Heat Pump Condensing Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,127,2.5,91,71.7,6,"{""1.5"": 4, ""2"": 2, ""2.5"": 91, ""3"": 10, ""4"": 18, ""5"": 2}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,018,1,1.5,1,100.0,1,"{""1.5"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,036,4,3,4,100.0,1,"{""3"": 4}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,048,15,4,15,100.0,1,"{""4"": 15}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,060,7,5,7,100.0,1,"{""5"": 7}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,075,4,6.25,4,100.0,1,"{""6.25"": 4}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,090,2,7.5,2,100.0,1,"{""7.5"": 2}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,102,1,8.5,1,100.0,1,"{""8.5"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,120,2,10,2,100.0,1,"{""10"": 2}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,121,1,10,1,100.0,1,"{""10"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,150,9,12.5,9,100.0,1,"{""12.5"": 9}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,151,3,12.583,2,66.7,2,"{""12.5"": 1, ""12.583"": 2}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,180,1,15,1,100.0,1,"{""15"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,210,12,17.5,12,100.0,1,"{""17.5"": 12}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,240,19,20,19,100.0,1,"{""20"": 19}"
