Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Solid Blend Technologies,SOLID BLEND TECHNOLOGIES,Commercial Services,Industrial services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Soltech,SOLTECH,Commercial Services,Technology/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
South Western Communications,SOUTH WESTERN COMMUNICATIONS,Commercial Services,Telecom/services (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Southern Tennesee Regional,SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,TRUE,4
Spohn Global Enterprises,SPOHN GLOBAL ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sssb,SSSB,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Step Resources,STEP RESOURCES,Commercial Services,Energy/resources (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Stoermeranderson,STOERMERANDERSON,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Stoermer-Anderson, Inc')",,,FALSE,1
Stratford,STRATFORD,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sumlex Investments,SUMLEX INVESTMENTS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Sumlex Investments Llc'),,,FALSE,1
Summit Express Powell,SUMMIT EXPRESS POWELL,Commercial Services,Retail/service location (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Sunbelt Rentals 1466,SUNBELT RENTALS 1466,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Sunbelt Rentals, Inc #1466')",,,FALSE,1
Swaggertys Sausage,SWAGGERTYS SAUSAGE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Swaggertys Sausage Co Inc'),,,FALSE,1
Systecon,SYSTECON,Commercial Services,Consulting/engineering (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
T Rex Arms,T REX ARMS,Commercial Services,Retail (ambiguous),,AI Analyst Research,Queued,Low,Queued for AI analyst research,Hospitality,,FALSE,1
Tallulah,TALLULAH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tallulah Llc'),,,FALSE,1
Tammie Price,TAMMIE PRICE,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tammie Price'),,,FALSE,1
Tamsah Enterprises,TAMSAH ENTERPRISES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tamsah Enterprises'),,,FALSE,1
Taylored Fmi,TAYLORED FMI,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Taylored Fmi Llc.'),,,FALSE,1
Techmah Cmf,TECHMAH CMF,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Tenbarge,TENBARGE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Tera Data,TERA DATA,Commercial Services,Technology (unclear entity string),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Thermatronx,THERMATRONX,Manufacturing,Industrial equipment (unclear),,AI Analyst Research,Queued,Low,Queued for AI analyst research,,,FALSE,1
Thoma and Sutton Ofc,THOMA AND SUTTON OFC,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Thoma & Sutton Corporation Ofc'),,,FALSE,1
Thomas Clark Solutions,THOMAS CLARK SOLUTIONS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Thomas Clark Solutions Llc'),,,FALSE,1
Thoth,THOTH,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Thoth Llc'),,,FALSE,1
Three Bond International,THREE BOND INTERNATIONAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Three Bond International Inc.'),,,FALSE,1
Tipton Interest,TIPTON INTEREST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tipton Interest Inc'),,,TRUE,2
Tipton Mills Foods,TIPTON MILLS FOODS,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tipton Mills Foods Llc'),,,FALSE,1
Tolsma Legacy Trust,TOLSMA LEGACY TRUST,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tolsma Legacy Trust'),,,FALSE,1
Tomz,TOMZ,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Tomz Corp'),,,FALSE,1
Top Seed Tennis Club,TOP SEED TENNIS CLUB,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Top Seed Tennis Club'),,,FALSE,1
Topy America,TOPY AMERICA,Unknown / Needs Review,,,Unclassified,,Low,"Insufficient information (evidence: 'Topy America, Inc.')",,,FALSE,1
Town and Country Industries,TOWN AND COUNTRY INDUSTRIES,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Town & Country Industries'),,,FALSE,1
Toyo Automotive Parts USA,TOYO AUTOMOTIVE PARTS USA,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Toyo Automotive Parts Usa Inc'),,,FALSE,1
Toyota Tsusho,TOYOTA TSUSHO,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Toyota Tsusho'),,,TRUE,2
Trade Mark Industrial,TRADE MARK INDUSTRIAL,Unknown / Needs Review,,,Unclassified,,Low,Insufficient information (evidence: 'Trade Mark Industrial Llc'),,,FALSE,1
