Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
DCM PRODUCTS,Manufacturing,Plastic & Industrial Component Manufacturing,326,AI Analyst Research,Final,,https://www.dcmproducts.com,Imported from Batch_20260118_Batch13.md
DEACONESS MEMORIAL,Healthcare / Senior Living,Hospital,622110,AI Analyst Research,Final,,deaconess.com,Imported from Batch_20260118_Batch5.md
DEARRINGER BUILDINGS,Commercial Real Estate,Property/building entity,5311,Rule-Based,Final,,,Imported from Batch4.md
DEBRAKUEMPEL,Construction,Mechanical Contractor,238220,AI Analyst Research,Final,,debra-kuempel.com,Imported from Batch_20260118_Batch5.md
DECEUNINCK NORTH AMERICA,Manufacturing,PVC Window/Door Systems,326199,AI Analyst Research,Final,,deceuninckna.com,Imported from Batch_20260118_Batch5.md
DELTA HOTELS ASHLAND DOWNTOWN,Commercial Services,Hotel,721110,AI Analyst Research,Final,,marriott.com,Imported from Batch_20260118_Batch5.md
DELUXE NAILS BILLING,Commercial Services,Nail Salon,812113,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch5.md
DEMING ENTERPRISE,Construction,General Contractor,236220,AI Analyst Research,Final,,demingenterprises.net,Imported from Batch_20260118_Batch5.md
DENHAMBLYTHE,Construction,Design-Build Construction,236220,AI Analyst Research,Final,,denhamblythe.com,Imported from Batch_20260118_Batch5.md
DENNIS GROUP,Construction,Food Facility Design-Build,541330,AI Analyst Research,Final,,dennisgroup.com,Imported from Batch_20260118_Batch5.md
DENT CROSSING,Commercial Real Estate,Retail property/site,5311,Heuristic,Final,,,Imported from Batch4.md
DENTAL PARTNERS SOUTH KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'DENTAL PARTNERS SOUTH KNOXVILLE'
DEPARTMENT OF PUBLIC WORKS,Municipal / Local Government,Municipal public works,9211,Rule-Based,Final,,,Imported from Batch4.md
DEPARTMENT OF VETERANS SERVICES,Municipal / Local Government,Government veterans services,9231,Rule-Based,Final,,,Imported from Batch4.md
DEPENDABLE SUPPLY CHAIN SERVICES,Commercial Services,Logistics & Warehousing,488510,AI Analyst Research,Final,,gowithdependable.com,Imported from Batch_20260118_Batch5.md
DERMATOLOGY ASSOC OF KY PSC,Healthcare / Senior Living,Dermatology practice,6211,Rule-Based,Final,,,Imported from Batch4.md
DET BEVERAGES,Commercial Services,Beverage Distribution & Wholesale,424,Heuristic + Location,Final,,,Imported from Batch_20260118_Batch13.md
DEX IMAGING,Commercial Services,Office Equipment & Services,423420,AI Analyst Research,Final,,deximaging.com,Imported from Batch_20260118_Batch5.md
DHL,Commercial Services,Logistics & Express Delivery,492110,AI Analyst Research,Final,,dhl.com,Imported from Batch_20260118_Batch5.md
DICKEYS BARBECUE PIT,Commercial Services,Restaurant,7225,Entity Inference,Final,Hospitality,,Imported from Batch4.md
DIGITAL FUTURES OFFICE 2,Commercial Real Estate,Office Building,531120,AI Analyst Research,Final,,digitalfuturescomplex.com,Imported from Batch_20260118_Batch5.md
DIOCESE OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'DIOCESE OF KNOXVILLE'
DIRECTOR OF CHOICE GRANTS TENNESSE DEPARTMENT OF EDUCATION,Municipal / Local Government,State Education Dept,923110,AI Analyst Research,Final,,tn.gov,Imported from Batch_20260118_Batch5.md
DIRECTOR OF CHOICE GRANTS TN DOE,Public Schools (K–12),State education program,9231,Heuristic,Final,,,Imported from Batch4.md; unresolved master canonical 'DIRECTOR OF CHOICE GRANTS TN DOE'
DISABLED AMERICAN VETERANS,Non-Profit / Religious,Veterans nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
DISTRIBUTION INTERNATIONAL,Commercial Services,Insulation Distribution,423330,AI Analyst Research,Final,,distributioninternational.com,Imported from Batch_20260118_Batch5.md
DIVERSIFIED GAS AND OIL,Energy Services,Oil & Gas Production,2111,AI Analyst Research,Final,,div.energy,Imported from Batch_20260118_Batch5.md
DIXON BAYCO,Manufacturing,Valves & Fittings Mfg,332919,AI Analyst Research,Final,,dixonvalve.com,Imported from Batch_20260118_Batch5.md
DMAC STATIONARY DEVELOPMENTS,Commercial Real Estate,Development entity,5311,Rule-Based,Final,,,Imported from Batch4.md
DNU IN MOTION ORTHOPAEDICS,Healthcare / Senior Living,Orthopedic Practice,621111,AI Analyst Research,Final,,motionorthodocs.com,Imported from Batch_20260118_Batch5.md
DNU LIFETIME PRODUCTS,Manufacturing,Consumer Goods Manufacturing,339999,AI Analyst Research,Final,,lifetime.com,Imported from Batch_20260118_Batch5.md
DO IT RIGHT EXCAVATING,Construction,Excavation Contractor,238910,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch5.md
DO NOT USE,Individual / Misc,Invalid Record,,Manual Override,Final,,,Imported from Batch_20260118_Batch6.md
DO NOT USE KNOXVILLE PROPERTIES PARTNERSHIP2CS,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'DO NOT USE KNOXVILLE PROPERTIES PARTNERSHIP2CS'
DOLE FRESH VEGETABLES,Manufacturing,Food Processing,311422,AI Analyst Research,Final,,dole.com,Imported from Batch_20260118_Batch6.md
DOLLAR GENERAL,Commercial Services,Discount retail,4523,Entity Inference,Final,Hospitality,,Imported from Batch4.md
DOLLYWOOD,Commercial Services,Theme park,7131,Entity Inference,Final,Hospitality,,Imported from Batch4.md
DOMESTIC UNIFORM RENTAL,Commercial Services,Uniform Rental,812332,AI Analyst Research,Final,,domesticuniform.com,Imported from Batch_20260118_Batch6.md
DOMINICAN FATHERS PROVINCE OF ST JOSEPH,Non-Profit / Religious,Religious Organization,813110,AI Analyst Research,Final,,opeast.org,Imported from Batch_20260118_Batch6.md
DOMINIUM,Commercial Real Estate,Multifamily developer/property,5311,Entity Inference,Final,,,Imported from Batch4.md
DONALDSON,Manufacturing,Filtration Systems Mfg,333999,AI Analyst Research,Final,,donaldson.com,Imported from Batch_20260118_Batch6.md
DORMAN PRODUCTS,Manufacturing,Automotive Parts Mfg,336390,AI Analyst Research,Final,,dormanproducts.com,Imported from Batch_20260118_Batch6.md
DOUG NEWBERRY,Individual / Misc,Individual,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch6.md
DOWNTIME REBUILD,Manufacturing,Industrial Equipment Repair & Rebuild Services,8113,AI Analyst Research,Final,,https://www.downtimerebuild.com,Imported from Batch_20260118_Batch13.md
DOWNTOWN WEST VILLAGE II OWNERS ASSOCIATION,Commercial Real Estate,HOA/owners association,8139,Rule-Based,Final,,,Imported from Batch4.md
DPSG,Manufacturing,Beverage Manufacturing,312111,AI Analyst Research,Final,,keurigdrpepper.com,Imported from Batch_20260118_Batch6.md
DR ELI KARAM PHD,Healthcare / Senior Living,Therapy Practice,621330,AI Analyst Research,Final,,elikaram.com,Imported from Batch_20260118_Batch6.md
DR MONICA NEWBY,Healthcare / Senior Living,Orthodontist,621210,AI Analyst Research,Final,,newbyorthodontics.com,Imported from Batch_20260118_Batch6.md
DR NEWBY,Healthcare / Senior Living,Orthodontist,621210,AI Analyst Research,Final,,newbyorthodontics.com,Imported from Batch_20260118_Batch6.md
DREAM LOGISTICS,Commercial Services,Logistics,488510,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch6.md
DTWP,Commercial Real Estate,Property entity (coded),5311,Heuristic,Final,,,Imported from Batch4.md
DTWPH2,Commercial Real Estate,Property entity (coded),5311,Heuristic,Final,,,Imported from Batch4.md
DTWPH2 DTWP,Commercial Real Estate,Property entity (coded),5311,Heuristic,Final,,,Imported from Batch4.md; unresolved master canonical 'DTWPH2 DTWP'
DUCK DONUTS KNOXVILLE,Commercial Services,Restaurant/food service,7225,Entity Inference,Final,Hospitality,,Imported from Batch4.md
DUGAN AND MEYERS,Construction,Construction Contractor,236220,AI Analyst Research,Final,,dugan-meyers.com,Imported from Batch_20260118_Batch6.md
DUNNHUMBY,Commercial Services,Data Science & Marketing,541910,AI Analyst Research,Final,,dunnhumby.com,Imported from Batch_20260118_Batch6.md
DURO DYNE,Manufacturing,HVAC Accessories Mfg,332322,AI Analyst Research,Final,,durodyne.com,Imported from Batch_20260118_Batch6.md
E BEAM,Manufacturing,Electron Beam Processing,332811,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch6.md
EAGLE COMPOSITES,Manufacturing,Aerospace Composites Mfg,336413,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch6.md
EAST TENNESSEE PUBLIC TELEVISION,Municipal / Local Government,Public broadcasting,5151,Heuristic,Final,,,Imported from Batch4.md
EASTWAY SUPPLIES,Commercial Services,Plumbing Distribution,423720,AI Analyst Research,Final,,eastwaysupplies.com,Imported from Batch_20260118_Batch6.md
EBAY ENTERPRISE,Commercial Services,E-commerce Services,541511,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch6.md
EBY BROWN,Commercial Services,Wholesale Convenience Dist.,424410,AI Analyst Research,Final,,eby-brown.com,Imported from Batch_20260118_Batch6.md
EC SHAW,Commercial Services,Prepress & Platemaking,323120,AI Analyst Research,Final,,ecshaw.com,Imported from Batch_20260118_Batch6.md
ECL CORBIN DBA THE MINT GAMING HALL,Commercial Services,Casino & Gaming,713210,AI Analyst Research,Final,,themintgaming.com,"Imported from Batch_20260118_Batch6.md; expanded tokens ['MINT', 'GAMING', 'HALL'] -> 'ECL CORBIN DBA THE MINT GAMING HALL'"
ECO TEC ENGINEERING,Construction,Mechanical / Energy Engineering Services,5413,AI Analyst Research,Final,,https://www.ecotecengineering.com,Imported from Batch_20260118_Batch13.md
ECS CENTRAL PLLC KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'ECS CENTRAL PLLC KNOXVILLE'
ED BULLARD,Manufacturing,Safety Equipment Mfg,339113,AI Analyst Research,Final,,bullard.com,Imported from Batch_20260118_Batch6.md
EDFINANCIAL SERVICES BILLING,Financial Services,Student Loan Servicing,522390,AI Analyst Research,Final,,edfinancial.com,Imported from Batch_20260118_Batch6.md
EGC,Manufacturing,Industrial Seals/Heaters,339991,AI Analyst Research,Final,,egcgraphite.com,Imported from Batch_20260118_Batch6.md
EI CERAMICS,Manufacturing,Ceramic Manufacturing,327110,AI Analyst Research,Final,,eiceramics.com,Imported from Batch_20260118_Batch6.md
ELEMENT MATERIALS TECHNOLOGY,Commercial Services,Materials Testing Labs,541380,AI Analyst Research,Final,,element.com,Imported from Batch_20260118_Batch6.md
ELITAIRE,Commercial Services,HVAC Equipment Rep,423730,AI Analyst Research,Final,,elitaire.com,Imported from Batch_20260118_Batch6.md
ELLISON TECHNOLOGIES,Commercial Services,Machine Tool Distributor,423830,AI Analyst Research,Final,,ellisontechnologies.com,Imported from Batch_20260118_Batch6.md
ELMINGTON CAPITAL GROUP,Commercial Real Estate,Real Estate Investment,531110,AI Analyst Research,Final,,elmington.com,Imported from Batch_20260118_Batch6.md
EMBASSY SUITES CHARLESTON,Commercial Services,Hotel,721110,AI Analyst Research,Final,,hilton.com,Imported from Batch_20260118_Batch6.md
EMBRAER AIRCRAFT MAINTENANCE,Commercial Services,Aircraft MRO,488190,AI Analyst Research,Final,,embraer.com,Imported from Batch_20260118_Batch6.md
EMCOR FACILITY SERVICES,Commercial Services,Facility Management,561210,AI Analyst Research,Final,,emcorfacilities.com,Imported from Batch_20260118_Batch6.md
EMERGENCY RADIO SERVICES,Commercial Services,Comm Systems,517312,AI Analyst Research,Final,,erswireless.com,Imported from Batch_20260118_Batch6.md
EMERSON HERMETIC MOTOR,Manufacturing,Electric Motor Mfg,335312,AI Analyst Research,Final,,emerson.com,Imported from Batch_20260118_Batch6.md
EMJ,Manufacturing,Metals Service Center,423510,AI Analyst Research,Final,,emjmetals.com,Imported from Batch_20260118_Batch6.md
EMPLOYERS RESOURCE ASSOCIATION,Non-Profit / Religious,HR Association,813910,AI Analyst Research,Final,,hrxperts.org,Imported from Batch_20260118_Batch6.md
ENABLE INJECTIONS,Manufacturing,Medical Device Mfg,339112,AI Analyst Research,Final,,enableinjections.com,Imported from Batch_20260118_Batch6.md
ENDRESS AND HAUSER,Manufacturing,Industrial Instrumentation,334513,AI Analyst Research,Final,,endress.com,Imported from Batch_20260118_Batch7.md
ENERGY OPTIMIZERS USA,Construction,Energy Efficiency Contractor,238220,AI Analyst Research,Final,,energyoptusa.com,Imported from Batch_20260118_Batch7.md
ENERGY SOLUTIONSDURATEK,Energy Services,Nuclear Waste Services,562211,AI Analyst Research,Final,,energysolutions.com,Imported from Batch_20260118_Batch7.md
ENERGY SYSTEMS GROUP,Energy Services,Energy Service Company (ESCO),541330,AI Analyst Research,Final,,energysystemsgroup.com,Imported from Batch_20260118_Batch7.md
ENGINEERS CLUB OF DAYTON,Non-Profit / Religious,Membership org,8134,Rule-Based,Final,,,Imported from Batch4.md
ENGINEERS OF TOMORROW KY 2783,Non-Profit / Religious,Youth/education nonprofit,8134,Heuristic,Final,,,Imported from Batch4.md
ENPROTEC,Energy Services,Mineral Processing Solutions,213113,AI Analyst Research,Final,,enprotec.com,Imported from Batch_20260118_Batch7.md
ENVIRONMENTAL AIR PRODUCTS,Commercial Services,HVAC Equipment Rep,423730,AI Analyst Research,Final,,eapnet.com,Imported from Batch_20260118_Batch7.md
ENVISIONAIRE,Commercial Services,Design Studio,541430,AI Analyst Research,Final,,envisionaire.com,Imported from Batch_20260118_Batch7.md
ENZO BUILDING AND DESIGN,Construction,General Contractor,236118,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch7.md
EPHRAIM MCDOWELL HEATH,Healthcare / Senior Living,Hospital System,622110,AI Analyst Research,Final,,emhealth.org,Imported from Batch_20260118_Batch7.md
EPISCOPAL SCHOOL OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'EPISCOPAL SCHOOL OF KNOXVILLE'
EPSON AMERICA,Manufacturing,Electronics & Printers,334118,AI Analyst Research,Final,,epson.com,Imported from Batch_20260118_Batch7.md
EQM GATHERING OPCO,Energy Services,Natural Gas Midstream,486210,AI Analyst Research,Final,,equitransmidstream.com,Imported from Batch_20260118_Batch7.md
EQT,Energy Services,Natural Gas Production,211130,AI Analyst Research,Final,,eqt.com,Imported from Batch_20260118_Batch7.md
EQUIPMENT DEPOT OHIO,Commercial Services,Equipment Rental,532490,AI Analyst Research,Final,,eqdepot.com,Imported from Batch_20260118_Batch7.md
EQUITRANS MIDSTREAM,Energy Services,Natural Gas Transmission,486210,AI Analyst Research,Final,,equitransmidstream.com,Imported from Batch_20260118_Batch7.md
EQUITY,Commercial Real Estate,Real Estate,531110,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch7.md
EQUITY GROUP FIVE,Commercial Services,Equity Compensation Research,541910,AI Analyst Research,Final,,groupfiveinc.com,Imported from Batch_20260118_Batch7.md
EQUITY GROUP FOUR,Commercial Real Estate,Real Estate,531110,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch7.md
EQUIVIS NORA,Commercial Real Estate,Industrial Property Ownership & Management,531,AI Analyst Research,Final,,https://www.equivis.com,Imported from Batch_20260118_Batch13.md
ERIC PANNER,Individual / Misc,Individual,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch7.md
ESCAPE GAME,Commercial Services,Entertainment Venue,713990,AI Analyst Research,Final,,theescapegame.com,Imported from Batch_20260118_Batch7.md
ESI CONSTRUCTORS,Construction,Construction,236220,AI Analyst Research,Final,,esiconstruction.com,Imported from Batch_20260118_Batch7.md
ESKOLA,Construction,Roofing Contractor,238160,AI Analyst Research,Final,,eskola.com,Imported from Batch_20260118_Batch7.md
ESPACES KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'ESPACES KNOXVILLE'
ESSITY OPERATIONS WAUSAU US31HA,Manufacturing,Paper Products Mfg,322121,AI Analyst Research,Final,,essity.com,Imported from Batch_20260118_Batch7.md; resolved 'ESSITY OPERATIONS WAUSAU' -> 'ESSITY OPERATIONS WAUSAU US31HA'
ETHOS LABORATORIES,Healthcare / Senior Living,Clinical Laboratory,621511,AI Analyst Research,Final,,ethos-labs.com,Imported from Batch_20260118_Batch7.md
EUBEL BRADY AND SUTTMAN,Financial Services,Asset Management,523930,AI Analyst Research,Final,,ebsinvests.com,Imported from Batch_20260118_Batch7.md
EUROPEAN WAX CENTERS,Commercial Services,Personal Care Services,812199,AI Analyst Research,Final,,waxcenter.com,Imported from Batch_20260118_Batch7.md
EUROSTAMPA,Manufacturing,Label Manufacturing,323111,AI Analyst Research,Final,,eurostampa.com,Imported from Batch_20260118_Batch7.md
EVANS ENERGY,Energy Services,Energy Services,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch7.md
EVENFLO,Manufacturing,Juvenile Products Mfg,339999,AI Analyst Research,Final,,evenflo.com,Imported from Batch_20260118_Batch7.md
EW SCRIPPS,Commercial Services,Broadcasting & Media,515120,AI Analyst Research,Final,,scripps.com,Imported from Batch_20260118_Batch7.md
EXCEL CLIPS,Manufacturing,Industrial Fasteners & Metal Components,332,AI Analyst Research,Final,,https://www.excelclips.com,Imported from Batch_20260118_Batch13.md
EXCHANGE RIGHT NET LEASED PORTFOLIO 29 DST,Commercial Real Estate,Net lease DST portfolio,5311,Rule-Based,Final,,,Imported from Batch4.md
EXECUTIVE HOTEL MANAGEMENT DBA CROWNE PLAZA KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'EXECUTIVE HOTEL MANAGEMENT DBA CROWNE PLAZA KNOXVILLE'
EXETER 1415 COLLINS LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,,,Imported from Batch4.md
EXETER 55015599 WEST 74TH ST IN,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
EXETER 7555 WOODLAND,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
EZ IRON SERIVCE,Construction,Structural Steel & Iron Services,2381,Heuristic + Location,Final,,,Imported from Batch_20260118_Batch13.md; resolved 'EZ IRON SERVICE' -> 'EZ IRON SERIVCE'
FACILITY GATEWAY,Commercial Services,UPS & Data Center Services,811212,AI Analyst Research,Final,,facilitygateway.com,Imported from Batch_20260118_Batch7.md
FAMILY NURTURING,Non-Profit / Religious,Social Services Nonprofit,624190,AI Analyst Research,Final,,familynurture.org,Imported from Batch_20260118_Batch7.md
FAST OF NORTHWEST OHIO,Non-Profit / Religious,Workforce Development & Employment Services,813,AI Analyst Research,Final,,https://www.fastnwo.org,Imported from Batch_20260118_Batch13.md
FAZIO CDBA VOODOO BREWING,Commercial Services,Brewpub / Hospitality,722511,AI Analyst Research,Final,,voodoobrewery.com,Imported from Batch_20260118_Batch7.md
FECON,Manufacturing,Forestry Equipment Mfg,333120,AI Analyst Research,Final,,fecon.com,Imported from Batch_20260118_Batch7.md
FEDERATED LOGISTICS,Commercial Services,Logistics,488510,AI Analyst Research,Final,,fedlogistics.com,Imported from Batch_20260118_Batch7.md
FEINTOOL CINCINNATI,Manufacturing,Metal Forming & Stamping,332119,AI Analyst Research,Final,,feintool.com,Imported from Batch_20260118_Batch7.md
FERGUSON BATH AND KITCHEN GALLERY,Commercial Services,Plumbing Fixtures Retail,444190,AI Analyst Research,Final,,ferguson.com,Imported from Batch_20260118_Batch7.md
FESTO,Manufacturing,Automation Technology,335314,AI Analyst Research,Final,,festo.com,Imported from Batch_20260118_Batch8.md
FIERA CAPITAL,Financial Services,Investment Management,523930,AI Analyst Research,Final,,fieracapital.com,Imported from Batch_20260118_Batch8.md
FILLAUER LAND TENNESSEE AND CORNERSTONE COMMERCIAL REAL EST,Commercial Real Estate,Real Estate,531110,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch8.md
FINNEGAN AND JAMES,Commercial Services,Marketing & Brand Strategy Consulting,5418,AI Analyst Research,Final,,https://www.finneganandjames.com,Imported from Batch_20260118_Batch13.md
FIRESTONE DIVERSIFIED PRODUCTS,Manufacturing,Air Springs Mfg,336390,AI Analyst Research,Final,,firestoneairide.com,Imported from Batch_20260118_Batch8.md
FIRESTONE INDUSTRIAL PRODUCTS,Manufacturing,Air Springs Mfg,336390,AI Analyst Research,Final,,firestoneairide.com,Imported from Batch_20260118_Batch8.md
FIRST HIGHLAND GROUP,Commercial Real Estate,Real Estate Investment,531110,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch8.md
FIRST STUDENT,Commercial Services,School Bus Transportation,485410,AI Analyst Research,Final,,firststudentinc.com,Imported from Batch_20260118_Batch8.md
FISHER AUTO PARTS,Commercial Services,Auto Parts Distribution,441310,AI Analyst Research,Final,,fisherautoparts.com,Imported from Batch_20260118_Batch8.md
FISHER SCIENTIFIC,Commercial Services,Laboratory Supplies,423490,AI Analyst Research,Final,,fishersci.com,Imported from Batch_20260118_Batch8.md
FITHIAN ETOWAH SPE,Commercial Real Estate,Property SPE,5311,Rule-Based,Final,,,Imported from Batch4.md
FIVE BELOW,Commercial Services,Specialty Retail,452210,AI Analyst Research,Final,,fivebelow.com,Imported from Batch_20260118_Batch8.md
FIVES,Manufacturing,Industrial Engineering,333249,AI Analyst Research,Final,,fivesgroup.com,Imported from Batch_20260118_Batch8.md
FIVES INTRALOGISTICS,Manufacturing,Automated Material Handling,333922,AI Analyst Research,Final,,fivesgroup.com,Imported from Batch_20260118_Batch8.md
FLEX N GATE,Manufacturing,Automotive plastics,326199,Entity Inference,Final,,,Imported from Batch Process 1.md; resolved 'FLEXNGATE' -> 'FLEX N GATE'
FLEXPAC,Commercial Services,Packaging Distribution,424130,AI Analyst Research,Final,,flexpac.com,Imported from Batch_20260118_Batch8.md
FLINT GROUP,Manufacturing,Printing Inks & Coatings,325910,AI Analyst Research,Final,,flintgrp.com,Imported from Batch_20260118_Batch8.md
FLORIM USA,Manufacturing,Ceramic Tile Mfg,327120,AI Analyst Research,Final,,milestonetiles.com,Imported from Batch_20260118_Batch8.md
FLOWERS BAKERY,Manufacturing,Commercial Bakery,311812,AI Analyst Research,Final,,flowersfoods.com,Imported from Batch_20260118_Batch8.md
FLOWERS BAKING CROSSVILLE,Manufacturing,Commercial Bakery,311812,AI Analyst Research,Final,,flowersfoods.com,Imported from Batch_20260118_Batch8.md
FLOWERS BAKING OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'FLOWERS BAKING OF KNOXVILLE'
FLUID HANDLING TECHNOLOGY,Manufacturing,"Pumps, Valves & Fluid Systems Manufacturing",333,AI Analyst Research,Final,,https://www.fluidhandlingtechnology.com,Imported from Batch_20260118_Batch13.md
FLUTES HANNA AVE,Manufacturing,Corrugated Packaging,322211,AI Analyst Research,Final,,flutescorrugated.com,Imported from Batch_20260118_Batch8.md
FOCALPOINT COMMUNICATIONS,Commercial Services,Printing & Marketing,541810,AI Analyst Research,Final,,focalpointcommunications.com,Imported from Batch_20260118_Batch8.md
FORREST BURDETTE UMC,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch4.md
FORUM AT THE CROSSING,Commercial Real Estate,Property/site entity,5311,Heuristic,Final,,,Imported from Batch4.md
FOUNDATION DENTAL PARTNERS MANAGEMENT DBA KNOXVILLE DENTAL,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'FOUNDATION DENTAL PARTNERS MANAGEMENT DBA KNOXVILLE DENTAL'
FOUR STAR MECHANICAL,Construction,Mechanical Contractor,238220,AI Analyst Research,Final,,fourstarmechanical.com,Imported from Batch_20260118_Batch8.md
FOX 56 NEWS WDKY,Commercial Services,Television Station,515120,AI Analyst Research,Final,,fox56lexington.com,Imported from Batch_20260118_Batch8.md
FRANKLIN BRAZING AND METAL TREATMENT,Manufacturing,Metal Treatment,332811,AI Analyst Research,Final,,franklinbrazing.com,Imported from Batch_20260118_Batch8.md
FREEMAN EXPOSITIONS,Commercial Services,Event/Trade Show Services,561920,AI Analyst Research,Final,,freeman.com,Imported from Batch_20260118_Batch8.md
FREEMAN SCHWABE,Manufacturing,Industrial Machinery,333249,AI Analyst Research,Final,,freemanschwabe.com,Imported from Batch_20260118_Batch8.md
FRONTIER COMMUNICATIONS,Commercial Services,Telecommunications,517111,AI Analyst Research,Final,,frontier.com,Imported from Batch_20260118_Batch8.md
FRYE MECHANICAL,Construction,Mechanical Contractor,238220,AI Analyst Research,Final,,fryehvac.com,Imported from Batch_20260118_Batch8.md
FT SCOTT HOA,Individual / Misc,Homeowners Association,813990,AI Analyst Research,Final,,ftscotthoa.com,Imported from Batch_20260118_Batch8.md
FULL BEAUTY BRANDS,Commercial Services,Apparel Retail,448120,AI Analyst Research,Final,,fullbeauty.com,Imported from Batch_20260118_Batch8.md
FURLONG BUILDING,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
FURLONG BUILDING ENTERPRISES,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
FUZZY ZOELLERS GOLF COURSES,Commercial Services,Golf Course / Hospitality,713910,AI Analyst Research,Final,,fuzzygolf.com,Imported from Batch_20260118_Batch8.md
G AND D CHILLERS,Manufacturing,Industrial Chillers,333415,AI Analyst Research,Final,,gdchillers.com,Imported from Batch_20260118_Batch8.md
G AND J PEPSI,Manufacturing,Beverage Manufacturing,312111,AI Analyst Research,Final,,gjpepsi.com,Imported from Batch_20260118_Batch8.md
GAIAM,Manufacturing,Health & Wellness Products,339920,AI Analyst Research,Final,,gaiam.com,Imported from Batch_20260118_Batch8.md
GALATIANS TOO,Non-Profit / Religious,Faith-Based Thrift & Community Support Organization,813,AI Analyst Research,Final,,https://galatianstoo.org,Imported from Batch_20260118_Batch14.md
GALATIANS TOO III IV,Non-Profit / Religious,Faith-Based Thrift & Community Support Organization,813,AI Analyst Research,Final,,https://galatianstoo.org,Imported from Batch_20260118_Batch14.md
GALLANT BUILDING SOLUTIONS,Construction,Construction & Facilities,236220,AI Analyst Research,Final,,egallant.com,Imported from Batch_20260118_Batch8.md
GAMES AND THINGS,Commercial Services,Recreational Equipment Retail,451120,AI Analyst Research,Final,,ourgameroom.com,Imported from Batch_20260118_Batch8.md
GANDY SEAFOOD MARKET,Commercial Services,Seafood Retail/Wholesale,445220,AI Analyst Research,Final,,gandyseafoodco.com,Imported from Batch_20260118_Batch8.md
GARDNER BUSINESS MEDIA,Commercial Services,Publishing & Marketing,511120,AI Analyst Research,Final,,gardnerweb.com,Imported from Batch_20260118_Batch8.md
GARY BOWERS RESIDENCE,Individual / Misc,Individual,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch9.md
GARY FULTHEIM,Individual / Misc,Individual,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch9.md
GASLIGHT COURT,Commercial Real Estate,Property entity,5311,Heuristic,Final,,,Imported from Batch4.md
GATE OF HEAVEN CEMETERY,Non-Profit / Religious,Cemetery,8122,Rule-Based,Final,,,Imported from Batch4.md
GBBN ARCHITECTS,Commercial Services,Architecture,541310,AI Analyst Research,Final,,gbbn.com,Imported from Batch_20260118_Batch9.md
GC CONTRACTING,Construction,General Contractor,236220,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch9.md
GCP APPLIED TECHNOLOGIES,Manufacturing,Specialty Chemicals,325998,AI Analyst Research,Final,,gcpat.com,Imported from Batch_20260118_Batch9.md
