Customer Key,Customer Number,Original Name,Master Customer Name,Master Customer Name Canonical,Segment Source Name,IsMerge,MergeGroupSize,Source,Last Billing Date (Any Stream)
CONLANMECH_GP,CONLAN,Conlan Company,Conlan,CONLAN,Conlan Company,FALSE,1,MECH_GP,2025-07-01 00:00:00
NV00043SERV_GP,NV00043,Connors Steak & Seafood,Connors Steak and Seafood,CONNORS STEAK AND SEAFOOD,Connors Steak & Seafood,FALSE,1,SERV_GP,2022-09-05 00:00:00
NV00164SERV_GP,NV00164,Constellium Bowling Green,Constellium Bowling Green,CONSTELLIUM BOWLING GREEN,Constellium Bowling Green,FALSE,1,SERV_GP,2021-11-19 00:00:00
TN991695SERV_GP,TN991695,Construction Edge Inc,Construction Edge,CONSTRUCTION EDGE,Construction Edge Inc,FALSE,1,SERV_GP,2024-05-23 00:00:00
CMTMECH_GP,CMT,Construction Management Technology,Construction Management Technology,CONSTRUCTION MANAGEMENT TECHNOLOGY,Construction Management Technology,FALSE,1,MECH_GP,2015-03-01 00:00:00
CONTECH CONSTMECH_GP,CONTECH CONST,Contech Construction Products,Contech Construction Products,CONTECH CONSTRUCTION PRODUCTS,Contech Construction Products,FALSE,1,MECH_GP,2009-01-01 00:00:00
CONTEGRACONSTMECH_GP,CONTEGRACONST,Contegra Construction,Contegra Construction,CONTEGRA CONSTRUCTION,Contegra Construction,FALSE,1,MECH_GP,2026-01-01 00:00:00
CONTINENTAL WEBMECH_GP,CONTINENTAL WEB,Continental Web Press,Continental Web Press,CONTINENTAL WEB PRESS,Continental Web Press,FALSE,1,MECH_GP,2009-01-01 00:00:00
CONTROL WORKSMECH_GP,CONTROL WORKS,Control Works,Control Works,CONTROL WORKS,Control Works,FALSE,1,MECH_GP,2006-11-01 00:00:00
TN992236SERV_GP,TN992236,Conviron,Conviron,CONVIRON,Conviron,FALSE,1,SERV_GP,2025-10-14 00:00:00
LX990359SERV_GP,LX990359,Cooper Standard Automotive,Cooper Standard Automotive,COOPER STANDARD AUTOMOTIVE,Cooper Standard Automotive,FALSE,1,SERV_GP,2025-10-30 00:00:00
NV00121SERV_GP,NV00121,Cooper'S Steel Fabricators,Coopers Steel Fabricators,COOPERS STEEL FABRICATORS,Cooper'S Steel Fabricators,FALSE,1,SERV_GP,2025-11-01 00:00:00
CORE CONSTMECH_GP,CORE CONST,Core Construction,Core Construction,CORE CONSTRUCTION,Core Construction,TRUE,2,MECH_GP,2023-11-01 00:00:00
CORE CONST INDYMECH_GP,CORE CONST INDY,"Core Construction Indiana, Llc",Core Construction,CORE CONSTRUCTION,Core Construction,TRUE,2,MECH_GP,2025-09-01 00:00:00
TN992054SERV_GP,TN992054,Core Group,Core Group,CORE GROUP,Core Group,FALSE,1,SERV_GP,2025-12-16 00:00:00
LV990451SERV_GP,LV990451,Core Of Scottsville,Core of Scottsville,CORE OF SCOTTSVILLE,Core Of Scottsville,FALSE,1,SERV_GP,2024-06-21 00:00:00
CORE RESOURCESMECH_GP,CORE RESOURCES,Core Resources,Core Resources,CORE RESOURCES,Core Resources,FALSE,1,MECH_GP,2015-03-01 00:00:00
CORE5MECH_GP,CORE5,Core5 Industrial Partners,CORE5 Industrial Partners,CORE5 INDUSTRIAL PARTNERS,Core5 Industrial Partners,FALSE,1,MECH_GP,2024-10-01 00:00:00
LV990450SERV_GP,LV990450,Corken Steel,Corken Steel,CORKEN STEEL,Corken Steel,FALSE,1,SERV_GP,2022-07-01 00:00:00
CORKENMECH_GP,CORKEN,Corken Steel Products Company,Corken Steel Products,CORKEN STEEL PRODUCTS,Corken Steel Products Company,FALSE,1,MECH_GP,2019-05-01 00:00:00
CORNAMECH_GP,CORNA,Corna/Kokosing Construction Co,Cornakokosing Construction,CORNAKOKOSING CONSTRUCTION,Corna/Kokosing Construction Co,FALSE,1,MECH_GP,2012-10-01 00:00:00
TN991447SERV_GP,TN991447,Cornerstone Academy,Cornerstone Academy,CORNERSTONE ACADEMY,Cornerstone Academy,FALSE,1,SERV_GP,2021-08-06 00:00:00
DY990946SERV_GP,DY990946,Cornerstone Baptist Temple,Cornerstone Baptist Temple,CORNERSTONE BAPTIST TEMPLE,Cornerstone Baptist Temple,FALSE,1,SERV_GP,2023-04-26 00:00:00
IN990017SERV_GP,IN990017,Cornerstone Companies Inc,Cornerstone Companies,CORNERSTONE COMPANIES,Cornerstone Companies Inc,FALSE,1,SERV_GP,2025-06-01 00:00:00
TN991977SERV_GP,TN991977,Cornerstone Ii - Northshore Specialty Eyecare,Cornerstone II Northshore Specialty Eyecare,CORNERSTONE II NORTHSHORE SPECIALTY EYECARE,Cornerstone Ii - Northshore Specialty Eyecare,FALSE,1,SERV_GP,2021-01-08 00:00:00
CORNERSTONECHUMECH_GP,CORNERSTONECHU,Cornerstone Lutheran Church,Cornerstone Lutheran Church,CORNERSTONE LUTHERAN CHURCH,Cornerstone Lutheran Church,TRUE,2,MECH_GP,2021-02-01 00:00:00
IN990329SERV_GP,IN990329,Cornerstone Lutheran Church,Cornerstone Lutheran Church,CORNERSTONE LUTHERAN CHURCH,Cornerstone Lutheran Church,TRUE,2,SERV_GP,2024-04-22 00:00:00
TN992169SERV_GP,TN992169,Cornerstone Owners Association C/O Providence Commercial Real,Providence Commercial Real Estate,PROVIDENCE COMMERCIAL REAL ESTATE,Providence Commercial Real Estate,TRUE,5,SERV_GP,2025-11-01 00:00:00
CORNERSTONEMECH_GP,CORNERSTONE,"Cornerstone Services, Inc.",Cornerstone Services,CORNERSTONE SERVICES,"Cornerstone Services, Inc.",FALSE,1,MECH_GP,2014-04-01 00:00:00
TN992208SERV_GP,TN992208,Corporate Square L.P. C/O Commercial And Investment Properties,Corporate Square LP,CORPORATE SQUARE LP,Corporate Square L.P. C/O Commercial And Investment Properties,FALSE,1,SERV_GP,2025-09-22 00:00:00
CORPOREX MANAGEMECH_GP,CORPOREX MANAGE,Corporex Developemen & Const.Management,Corporex Developemen and Constmanagement,CORPOREX DEVELOPEMEN AND CONSTMANAGEMENT,Corporex Developemen & Const.Management,FALSE,1,MECH_GP,2026-01-01 00:00:00
CORPMECH_GP,CORP,Corporex Development Services,Corporex Development Services,CORPOREX DEVELOPMENT SERVICES,Corporex Development Services,FALSE,1,MECH_GP,2005-06-01 00:00:00
CN992146SERV_GP,CN992146,Corporex Mgmt & Leasing,Corporex Mgmt and Leasing,CORPOREX MGMT AND LEASING,Corporex Mgmt & Leasing,FALSE,1,SERV_GP,2022-10-21 00:00:00
NV00057SERV_GP,NV00057,Corsicana,Corsicana,CORSICANA,Corsicana,FALSE,1,SERV_GP,2021-02-01 00:00:00
COTTINGHAMMECH_GP,COTTINGHAM,Cottingham Retirement Community,Cottingham Retirement Community,COTTINGHAM RETIREMENT COMMUNITY,Cottingham Retirement Community,FALSE,1,MECH_GP,2012-03-01 00:00:00
CN992158SERV_GP,CN992158,Couch'S Rv Nation,Couchs Rv Nation,COUCHS RV NATION,Couch'S Rv Nation,FALSE,1,SERV_GP,2025-09-01 00:00:00
CN992316SERV_GP,CN992316,Countryside Ymca,Countryside Ymca,COUNTRYSIDE YMCA,Countryside Ymca,FALSE,1,SERV_GP,2025-11-01 00:00:00
LX990456SERV_GP,LX990456,Courtesy Acura,Courtesy Acura,COURTESY ACURA,Courtesy Acura,FALSE,1,SERV_GP,2023-10-02 00:00:00
CN991400SERV_GP,CN991400,Courts For Sports,Courts for Sports,COURTS FOR SPORTS,Courts For Sports,FALSE,1,SERV_GP,2025-11-01 00:00:00
CN991850SERV_GP,CN991850,Courtyard By Marriott Cincinnati Midtown/Rookwood,Courtyard By Marriott Cincinnati Midtownrookwood,COURTYARD BY MARRIOTT CINCINNATI MIDTOWNROOKWOOD,Courtyard By Marriott Cincinnati Midtown/Rookwood,FALSE,1,SERV_GP,2025-12-15 00:00:00
COUSIN CONSTMECH_GP,COUSIN CONST,Cousin Construction Co,Cousin Construction,COUSIN CONSTRUCTION,Cousin Construction Co,FALSE,1,MECH_GP,2017-11-01 00:00:00
CN991280SERV_GP,CN991280,Covedale Theater,Covedale Theater,COVEDALE THEATER,Covedale Theater,FALSE,1,SERV_GP,2025-11-01 00:00:00
LX990378SERV_GP,LX990378,Covington Air Systems Inc,Covington Air Systems,COVINGTON AIR SYSTEMS,Covington Air Systems Inc,FALSE,1,SERV_GP,2021-03-04 00:00:00
TN992218SERV_GP,TN992218,Cp Vi Llv,Cp VI Llv,CP VI LLV,Cp Vi Llv,FALSE,1,SERV_GP,2025-11-01 00:00:00
TN992153SERV_GP,TN992153,Cpiii Gp C/O Commercial & Investment Properties Inc,Cpiii Gp,CPIII GP,Cpiii Gp C/O Commercial & Investment Properties Inc,FALSE,1,SERV_GP,2024-02-02 00:00:00
IN990362SERV_GP,IN990362,Cps Inc,Cps,CPS,Cps Inc,FALSE,1,SERV_GP,2022-07-01 00:00:00
DY991151SERV_GP,DY991151,Creative Images Institute Of Cosmetology,Creative Images Institute of Cosmetology,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,Creative Images Institute Of Cosmetology,FALSE,1,SERV_GP,2025-11-06 00:00:00
LX990397SERV_GP,LX990397,Creative Liquid Coatings Inc,Creative Liquid Coatings,CREATIVE LIQUID COATINGS,Creative Liquid Coatings Inc,FALSE,1,SERV_GP,2025-11-01 00:00:00
TN991454SERV_GP,TN991454,Creative Structures Inc,Creative Structures,CREATIVE STRUCTURES,Creative Structures Inc,FALSE,1,SERV_GP,2026-01-01 00:00:00
CRESCENTMECH_GP,CRESCENT,"Crescent Building Group, Inc.",Crescent Building Group,CRESCENT BUILDING GROUP,"Crescent Building Group, Inc.",FALSE,1,MECH_GP,2014-02-01 00:00:00
LX990055SERV_GP,LX990055,Crestwood Christian Church,Crestwood Christian Church,CRESTWOOD CHRISTIAN CHURCH,Crestwood Christian Church,FALSE,1,SERV_GP,2021-08-11 00:00:00
IN990414SERV_GP,IN990414,Crew Hq C/O Alo Property Management,Crew Hq,CREW HQ,Crew Hq C/O Alo Property Management,FALSE,1,SERV_GP,2025-10-21 00:00:00
CROCSMECH_GP,CROCS,Crocs,Crocs,CROCS,Crocs,TRUE,2,MECH_GP,2023-05-01 00:00:00
DY991125SERV_GP,DY991125,Crocs Inc,Crocs,CROCS,Crocs Inc,TRUE,2,SERV_GP,2025-11-11 00:00:00
CN992293SERV_GP,CN992293,Cross Keys Condo Association,Cross Keys Condo Association,CROSS KEYS CONDO ASSOCIATION,Cross Keys Condo Association,FALSE,1,SERV_GP,2025-07-01 00:00:00
NV00011SERV_GP,NV00011,Crosspoint Church,Crosspoint Church,CROSSPOINT CHURCH,Crosspoint Church,FALSE,1,SERV_GP,2025-11-20 00:00:00
CROSSROADSMECH_GP,CROSSROADS,Crossroads,Crossroads,CROSSROADS,Crossroads,FALSE,1,MECH_GP,2014-11-01 00:00:00
CRO001SERV_GP,CRO001,Crossroads Medical Group,Crossroads Medical Group,CROSSROADS MEDICAL GROUP,Crossroads Medical Group,FALSE,1,SERV_GP,2025-11-19 00:00:00
IN990252SERV_GP,IN990252,Crossroads Orthopedics Arthrex,Crossroads Orthopedics Arthrex,CROSSROADS ORTHOPEDICS ARTHREX,Crossroads Orthopedics Arthrex,FALSE,1,SERV_GP,2020-10-01 00:00:00
CROSSVIEWMECH_GP,CROSSVIEW,Crossview Christian Church,Crossview Christian Church,CROSSVIEW CHRISTIAN CHURCH,Crossview Christian Church,FALSE,1,MECH_GP,2009-06-01 00:00:00
DY991142SERV_GP,DY991142,Crown Lift Trucks,Crown Lift Trucks,CROWN LIFT TRUCKS,Crown Lift Trucks,FALSE,1,SERV_GP,2025-10-30 00:00:00
CN992250SERV_GP,CN992250,Crown Packaging Corp,Crown Packaging,CROWN PACKAGING,Crown Packaging Corp,FALSE,1,SERV_GP,2025-10-01 00:00:00
IN990444SERV_GP,IN990444,Crowne Plaza Union Station,Crowne Plaza Union Station,CROWNE PLAZA UNION STATION,Crowne Plaza Union Station,FALSE,1,SERV_GP,2024-11-01 00:00:00
CN990936SERV_GP,CN990936,Cs Leasing Llc,Cs Leasing,CS LEASING,Cs Leasing Llc,FALSE,1,SERV_GP,2026-01-09 00:00:00
LX990357SERV_GP,LX990357,Cta Acoustics,Cta Acoustics,CTA ACOUSTICS,Cta Acoustics,FALSE,1,SERV_GP,2025-12-12 00:00:00
NV00150SERV_GP,NV00150,Ctdi,Ctdi,CTDI,Ctdi,FALSE,1,SERV_GP,2025-05-01 00:00:00
LX990243SERV_GP,LX990243,"Curtis-Maruyasu America, Inc",Curtismaruyasu America,CURTISMARUYASU AMERICA,"Curtis-Maruyasu America, Inc",FALSE,1,SERV_GP,2025-12-10 00:00:00
DY990960SERV_GP,DY990960,Cushman & Wakefield,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2021-11-15 00:00:00
IN990202SERV_GP,IN990202,Cushman & Wakefield,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2020-11-18 00:00:00
WV990253SERV_GP,WV990253,Cushman & Wakefield,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2022-10-31 00:00:00
CN992074SERV_GP,CN992074,Cushman & Wakefield Billing,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-08-30 00:00:00
LX990386SERV_GP,LX990386,Cushman & Wakefield C/O Gainwell Tech,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2022-06-24 00:00:00
CN992188SERV_GP,CN992188,Cushman & Wakefield Critical Solutions,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-05-08 00:00:00
CN992157SERV_GP,CN992157,Cushman & Wakefield Fidelity,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-05-01 00:00:00
DY991051SERV_GP,DY991051,Cushman & Wakefield Fidelity,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-05-01 00:00:00
IN990412SERV_GP,IN990412,Cushman & Wakefield Fidelity,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-06-06 00:00:00
LV990446SERV_GP,LV990446,Cushman & Wakefield Fidelity,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-03-24 00:00:00
LV990440SERV_GP,LV990440,Cushman & Wakefield Humana,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-06-21 00:00:00
CN992030SERV_GP,CN992030,Cushman & Wakefield Monroe,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2024-12-04 00:00:00
DY991059SERV_GP,DY991059,"Cushman & Wakefield U.S., Inc.",Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-09-06 00:00:00
NV00050SERV_GP,NV00050,Cushman & Wakefield Us Inc,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2025-03-01 00:00:00
CUSHMAN & WAKEFMECH_GP,CUSHMAN & WAKEF,Cushman & Wakefield/Cornerstone,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,MECH_GP,2015-06-01 00:00:00
LV990415SERV_GP,LV990415,Cushman & Wakefiled Us Inc - Humana,Cushman and Wakefield,CUSHMAN AND WAKEFIELD,Cushman and Wakefield,TRUE,19,SERV_GP,2023-02-13 00:00:00
IN990215SERV_GP,IN990215,Custom Med Apothecary,Custom Med Apothecary,CUSTOM MED APOTHECARY,Custom Med Apothecary,FALSE,1,SERV_GP,2025-09-01 00:00:00
TN992192SERV_GP,TN992192,Cutting Crew,Cutting Crew,CUTTING CREW,Cutting Crew,FALSE,1,SERV_GP,2025-07-01 00:00:00
TN991914SERV_GP,TN991914,Cyclebar,Cyclebar,CYCLEBAR,Cyclebar,FALSE,1,SERV_GP,2025-11-01 00:00:00
DER DEVELMECH_GP,DER DEVEL,D.E.R. Development,Der Development,DER DEVELOPMENT,D.E.R. Development,TRUE,2,MECH_GP,2010-11-01 00:00:00
NV15042SERV_GP,NV15042,Dae Il Usa Inc,Dae IL USA,DAE IL USA,Dae Il Usa Inc,FALSE,1,SERV_GP,2023-10-20 00:00:00
IN990149SERV_GP,IN990149,Daleville Community Schools,Daleville Community Schools,DALEVILLE COMMUNITY SCHOOLS,Daleville Community Schools,FALSE,1,SERV_GP,2025-12-18 00:00:00
NV15020SERV_GP,NV15020,Daltile Corporation,Daltile,DALTILE,Daltile Corporation,FALSE,1,SERV_GP,2024-07-10 00:00:00
LX990400SERV_GP,LX990400,Dam Holdings Llc,Dam Holdings,DAM HOLDINGS,Dam Holdings Llc,FALSE,1,SERV_GP,2022-05-27 00:00:00
CN991988SERV_GP,CN991988,Dan Beard Council Bsoa,Dan Beard Council Bsoa,DAN BEARD COUNCIL BSOA,Dan Beard Council Bsoa,FALSE,1,SERV_GP,2024-02-20 00:00:00
LX200412SERV_GP,LX200412,Dana Danville,Dana Danville,DANA DANVILLE,Dana Danville,FALSE,1,SERV_GP,2025-11-01 00:00:00
LV200403SERV_GP,LV200403,Dana Louisville,Dana Louisville,DANA LOUISVILLE,Dana Louisville,FALSE,1,SERV_GP,2025-12-16 00:00:00
LX990429SERV_GP,LX990429,Danimer Scientific Kentucky,Danimer Scientific Kentucky,DANIMER SCIENTIFIC KENTUCKY,Danimer Scientific Kentucky,FALSE,1,SERV_GP,2023-04-24 00:00:00
DANISMECH_GP,DANIS,Danis,Danis,DANIS,Danis,FALSE,1,MECH_GP,2025-07-01 00:00:00
DANIMECH_GP,DANI,Danis Building,Danis Building,DANIS BUILDING,Danis Building,FALSE,1,MECH_GP,2020-01-01 00:00:00
CN991587SERV_GP,CN991587,Data Tech Depot - Hamilton,Data Tech Depot Hamilton,DATA TECH DEPOT HAMILTON,Data Tech Depot - Hamilton,FALSE,1,SERV_GP,2021-12-07 00:00:00
TN991904SERV_GP,TN991904,Dave Agricola,Dave Agricola,DAVE AGRICOLA,Dave Agricola,FALSE,1,SERV_GP,2024-01-04 00:00:00
CN992289SERV_GP,CN992289,David Agricola,David Agricola,DAVID AGRICOLA,David Agricola,FALSE,1,SERV_GP,2025-06-26 00:00:00
IN990220SERV_GP,IN990220,Davis Distribution Systems,Davis Distribution Systems,DAVIS DISTRIBUTION SYSTEMS,Davis Distribution Systems,FALSE,1,SERV_GP,2025-05-01 00:00:00
WV990210SERV_GP,WV990210,Davis Memorial Hospital,Davis Memorial Hospital,DAVIS MEMORIAL HOSPITAL,Davis Memorial Hospital,FALSE,1,SERV_GP,2021-11-30 00:00:00
WV990235SERV_GP,WV990235,Davis Memorial Presbyterian Church,Davis Memorial Presbyterian Church,DAVIS MEMORIAL PRESBYTERIAN CHURCH,Davis Memorial Presbyterian Church,FALSE,1,SERV_GP,2023-09-28 00:00:00
WV990134SERV_GP,WV990134,Davita Health Care West Virginia,Davita Health Care West Virginia,DAVITA HEALTH CARE WEST VIRGINIA,Davita Health Care West Virginia,FALSE,1,SERV_GP,2025-11-01 00:00:00
DY990880SERV_GP,DY990880,Dayton Art Institute,Dayton Art Institute,DAYTON ART INSTITUTE,Dayton Art Institute,FALSE,1,SERV_GP,2025-10-12 00:00:00
DY991031SERV_GP,DY991031,Dayton Board Of Education,Dayton Board of Education,DAYTON BOARD OF EDUCATION,Dayton Board Of Education,FALSE,1,SERV_GP,2025-06-19 00:00:00
DY990996SERV_GP,DY990996,Dayton Masonic Center,Dayton Masonic Center,DAYTON MASONIC CENTER,Dayton Masonic Center,FALSE,1,SERV_GP,2022-06-01 00:00:00
DY990726SERV_GP,DY990726,Dayton Public Schools,Dayton Public Schools,DAYTON PUBLIC SCHOOLS,Dayton Public Schools,TRUE,2,SERV_GP,2025-11-01 00:00:00
DAYTON SCHOOLSMECH_GP,DAYTON SCHOOLS,Dayton Public Schools District,Dayton Public Schools,DAYTON PUBLIC SCHOOLS,Dayton Public Schools,TRUE,2,MECH_GP,2026-01-01 00:00:00
CN991983SERV_GP,CN991983,"Dcm Products, Inc.",Dcm Products,DCM PRODUCTS,"Dcm Products, Inc.",FALSE,1,SERV_GP,2025-12-19 00:00:00
CN990724SERV_GP,CN990724,Dcp Holding Company,Dcp Holding,DCP HOLDING,Dcp Holding Company,FALSE,1,SERV_GP,2023-10-01 00:00:00
DCT PROPERTYMECH_GP,DCT PROPERTY,"Dct Property Management, Llc",Dct Property Management,DCT PROPERTY MANAGEMENT,"Dct Property Management, Llc",FALSE,1,MECH_GP,2019-05-01 00:00:00
TN991885SERV_GP,TN991885,Ddc Dowell Springs Llc C/O Realty Trust Group Llc,Ddc Dowell Springs,DDC DOWELL SPRINGS,Ddc Dowell Springs Llc C/O Realty Trust Group Llc,FALSE,1,SERV_GP,2025-02-19 00:00:00
DEACONESSMECH_GP,DEACONESS,Deaconess Long Term Care Of Oh,Deaconess Memorial,DEACONESS MEMORIAL,Deaconess Memorial,TRUE,2,MECH_GP,2013-03-01 00:00:00
LV990535SERV_GP,LV990535,Deaconess Memorial Medical Center,Deaconess Memorial,DEACONESS MEMORIAL,Deaconess Memorial,TRUE,2,SERV_GP,2025-10-01 00:00:00
IN990331SERV_GP,IN990331,Dearringer Buildings Llc,Dearringer Buildings,DEARRINGER BUILDINGS,Dearringer Buildings Llc,FALSE,1,SERV_GP,2021-01-01 00:00:00
DEBRA KUEMPELMECH_GP,DEBRA KUEMPEL,Debra-Kuempel,Debrakuempel,DEBRAKUEMPEL,Debra-Kuempel,FALSE,1,MECH_GP,2026-01-01 00:00:00
CN992320SERV_GP,CN992320,Deceuninck North America,Deceuninck North America,DECEUNINCK NORTH AMERICA,Deceuninck North America,FALSE,1,SERV_GP,2026-01-05 00:00:00
CN992271SERV_GP,CN992271,Decoach Recovery Centre,Decoach Recovery Centre,DECOACH RECOVERY CENTRE,Decoach Recovery Centre,FALSE,1,SERV_GP,2025-06-12 00:00:00
CN991800SERV_GP,CN991800,Deerfield Township,Deerfield Township,DEERFIELD TOWNSHIP,Deerfield Township,TRUE,2,SERV_GP,2025-11-25 00:00:00
CN991876SERV_GP,CN991876,Deerfield Township Fire Department #58,Deerfield Township,DEERFIELD TOWNSHIP,Deerfield Township,TRUE,2,SERV_GP,2025-11-13 00:00:00
WV990294SERV_GP,WV990294,Delta Hotels Ashland Downtown,Delta Hotels Ashland Downtown,DELTA HOTELS ASHLAND DOWNTOWN,Delta Hotels Ashland Downtown,FALSE,1,SERV_GP,2025-01-28 00:00:00
LX950069SERV_GP,LX950069,Delta Natural Gas,Delta Natural Gas,DELTA NATURAL GAS,Delta Natural Gas,FALSE,1,SERV_GP,2025-12-26 00:00:00
CN992075SERV_GP,CN992075,Deluxe Nails Billing,Deluxe Nails Billing,DELUXE NAILS BILLING,Deluxe Nails Billing,FALSE,1,SERV_GP,2022-10-21 00:00:00
DEMINGMECH_GP,DEMING,Deming Enterprise Inc,Deming Enterprise,DEMING ENTERPRISE,Deming Enterprise Inc,FALSE,1,MECH_GP,2021-09-01 00:00:00
DENHMECH_GP,DENH,"Denham-Blythe Company, Inc.",Denhamblythe,DENHAMBLYTHE,"Denham-Blythe Company, Inc.",FALSE,1,MECH_GP,2013-08-01 00:00:00
DENIER ELECTRICMECH_GP,DENIER ELECTRIC,"Denier Electric Co., Inc.",Denier Electric,DENIER ELECTRIC,"Denier Electric Co., Inc.",FALSE,1,MECH_GP,2015-06-01 00:00:00
DENISON UNIVERSMECH_GP,DENISON UNIVERS,Denision University,Denision University,DENISION UNIVERSITY,Denision University,FALSE,1,MECH_GP,2013-11-01 00:00:00
TN991214SERV_GP,TN991214,Denso Manufacturing,Denso Manufacturing,DENSO MANUFACTURING,Denso Manufacturing,FALSE,1,SERV_GP,2025-11-01 00:00:00
CN992103SERV_GP,CN992103,Dent Crossing,Dent Crossing,DENT CROSSING,Dent Crossing,FALSE,1,SERV_GP,2023-12-04 00:00:00
DENTAL CAREMECH_GP,DENTAL CARE,Dental Care Plus,Dental Care Plus,DENTAL CARE PLUS,Dental Care Plus,FALSE,1,MECH_GP,2007-03-01 00:00:00
TN991850SERV_GP,TN991850,Dental Partners South Knoxville,Dental Partners South Knoxville,DENTAL PARTNERS SOUTH KNOXVILLE,Dental Partners South Knoxville,FALSE,1,SERV_GP,2023-07-01 00:00:00
IN990467SERV_GP,IN990467,Department Of Public Works,Department of Public Works,DEPARTMENT OF PUBLIC WORKS,Department Of Public Works,FALSE,1,SERV_GP,2025-02-20 00:00:00
DEPT OF VETERANMECH_GP,DEPT OF VETERAN,Department Of Veterans Services,Department of Veterans Services,DEPARTMENT OF VETERANS SERVICES,Department Of Veterans Services,FALSE,1,MECH_GP,2014-09-01 00:00:00
IN990523SERV_GP,IN990523,Dependable Supply Chain Services,Dependable Supply Chain Services,DEPENDABLE SUPPLY CHAIN SERVICES,Dependable Supply Chain Services,FALSE,1,SERV_GP,2025-12-12 00:00:00
CN992214SERV_GP,CN992214,Der Development Llc,Der Development,DER DEVELOPMENT,Der Development Llc,TRUE,2,SERV_GP,2023-01-20 00:00:00
LX990383SERV_GP,LX990383,Dermatology Assoc Of Ky C/O Haymaker Property Management,Dermatology Assoc of KY,DERMATOLOGY ASSOC OF KY,Dermatology Assoc Of Ky C/O Haymaker Property Management,FALSE,1,SERV_GP,2024-11-11 00:00:00
LX990076SERV_GP,LX990076,Dermatology Assoc Of Ky Psc,Dermatology Assoc of KY Psc,DERMATOLOGY ASSOC OF KY PSC,Dermatology Assoc Of Ky Psc,FALSE,1,SERV_GP,2025-12-01 00:00:00
DESIGN BUILD SOMECH_GP,DESIGN BUILD SO,Design Build Solutions,Design Build Solutions,DESIGN BUILD SOLUTIONS,Design Build Solutions,FALSE,1,MECH_GP,2021-10-01 00:00:00
NV00041SERV_GP,NV00041,Det Beverages Llc,Det Beverages,DET BEVERAGES,Det Beverages Llc,FALSE,1,SERV_GP,2025-12-16 00:00:00
DEVITTMECH_GP,DEVITT,Devitt & Associates,Devitt and Associates,DEVITT AND ASSOCIATES,Devitt & Associates,FALSE,1,MECH_GP,2005-06-01 00:00:00
TN992186SERV_GP,TN992186,Dex Imaging,Dex Imaging,DEX IMAGING,Dex Imaging,FALSE,1,SERV_GP,2025-11-01 00:00:00
CN992236SERV_GP,CN992236,Dhl Cvg,Dhl,DHL,Dhl,TRUE,8,SERV_GP,2023-10-10 00:00:00
DHL EXPRESSMECH_GP,DHL EXPRESS,Dhl Express,Dhl,DHL,Dhl,TRUE,8,MECH_GP,2025-09-01 00:00:00
CN940262SERV_GP,CN940262,Dhl Express Inc,Dhl,DHL,Dhl,TRUE,8,SERV_GP,2025-11-01 00:00:00
CN991598SERV_GP,CN991598,Dhl Global,Dhl,DHL,Dhl,TRUE,8,SERV_GP,2023-08-01 00:00:00
DHL SUPPLY CHAIMECH_GP,DHL SUPPLY CHAI,Dhl Supply Chain,Dhl,DHL,Dhl,TRUE,8,MECH_GP,2024-04-01 00:00:00
CN992061SERV_GP,CN992061,Dhl Supply Chain - Cost Center - 1377,Dhl,DHL,Dhl,TRUE,8,SERV_GP,2025-09-10 00:00:00
DY991049SERV_GP,DY991049,Dhl Supply Chain - Cost Center - 5815,Dhl,DHL,Dhl,TRUE,8,SERV_GP,2026-01-02 00:00:00
DY991081SERV_GP,DY991081,Dhl Supply Chain Cc5473,Dhl,DHL,Dhl,TRUE,8,SERV_GP,2026-01-02 00:00:00
