Building,Unit ID,EquipmentType,Make,BrandNormalized,ModelNumber,SDI_Refrigerant,SDI_VoltageVoltPhase,SDI_KnownCapacityTons,Decoded_Refrigerant,Decoded_VoltageVoltPhaseHz,Decoded_NominalCapacityTons,Norm_SDI_Refrigerant,Norm_Decoded_Refrigerant,Norm_SDI_Voltage,Norm_Decoded_Voltage,CapacityResult,RefrigerantResult,VoltageResult,RefrigerantRuleEquipmentTypes,RefrigerantRuleModelRegex,RefrigerantRuleStartPos,RefrigerantRuleEndPos,RefrigerantRuleSource,VoltageRuleEquipmentTypes,VoltageRuleModelRegex,VoltageRuleStartPos,VoltageRuleEndPos,VoltageRuleSource,CapacityRuleEquipmentTypes,CapacityRuleModelRegex,CapacityRuleStartPos,CapacityRuleEndPos,CapacityRuleSource
Mount Horeb Elementary schools,RTU-12,Packaged Unit,Trane,TRANE,YSC036E4RMA1DB,R-410A,480V - Three Phase,3,R-454B,,,R-410A,R-454B,480-3-60,,no_decode,mismatch,no_decode,[],^[A-Z0-9-]{14}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{14}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Mount Horeb Elementary schools,RTU-13,Packaged Unit,Trane,TRANE,YCD150F4LOBA,R-410A,480V - Three Phase,12.5,,460-3-60,,R-410A,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:DC|TC|TF|WC|WF|YC|YF),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Mount Horeb Elementary schools,RTU-14,Packaged Unit,Trane,TRANE,4YCC3018A1040AB,R-410A,208V/230V - Single Phase,1.5,R-410A,208/230-1-60,,R-410A,R-410A,208/230-1-60,208/230-1-60,no_decode,match,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Mount Horeb Elementary schools,RTU-15,Packaged Unit,Trane,TRANE,4YCC3030B1075AA,R-410A,208V/230V - Single Phase,2.5,R-410A,208/230-1-60,,R-410A,R-410A,208/230-1-60,208/230-1-60,no_decode,match,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Mount Horeb Elementary schools,RTU-16,Packaged Unit,Trane,TRANE,4YCC3030B1075AA,R-410A,208V/230V - Single Phase,2.5,R-410A,208/230-1-60,,R-410A,R-410A,208/230-1-60,208/230-1-60,no_decode,match,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Mount Horeb Elementary schools,EF-1,Exhaust Fan,Greenheck,GREENHECK,GB-071-6,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-2,Exhaust Fan,Greenheck,GREENHECK,GB-081-6,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-3A,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-3B,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-4,Exhaust Fan,Greenhech,GREENHECH,GB-121-4,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-5,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-6A,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-6B,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-7,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-8,Exhaust Fan,Greenheck,GREENHECK,GB-071-6,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-9A,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-9B,Exhaust Fan,Greenheck,GREENHECK,SP-B150,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-11,Exhaust Fan,Greenheck,GREENHECK,GB-091-6,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-12,Exhaust Fan,Greenheck,GREENHECK,GB-071-6,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,EF-13,Exhaust Fan,Greenheck,GREENHECK,GB-121-6,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Mount Horeb Elementary schools,DEF-14,Exhaust Fan,Greenheck,GREENHECK,CUBE-101 HP,,120 V - Single Phase,,,,,,,120-1-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Talbott School,,Domestic Water Heater,Bradford,BRADFORD,DM80T1993N,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,York,YORK/JCI,B1CH180E05446ECB,R-22,480V - Three Phase,15,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,2FF8-562Q,Packaged Unit,York,YORK/JCI,B1CH180E05446ECB,R-22,480V - Three Phase,15,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,MAU,AAON,AAON,RK-05-3-1B2: ZA0AK00DJ00PCX,R-22,480V - Three Phase,5,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,2FVA-WJ8T,Packaged Unit,York,YORK/JCI,B1CH240E07246ECC,R-22,480V - Three Phase,20,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,York,YORK/JCI,B1CH180E05446ECB,R-22,480V - Three Phase,15,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA030C400A1,R-22,480V - Three Phase,2.5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA030C400A1,R-22,480V - Three Phase,2.5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA030C400A1,R-22,480V - Three Phase,2.5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,2TTA0030A4000AA,R-22,480V - Three Phase,2.5,R-22,460-3-60,,R-22,R-22,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA036D400A0,R-22,480V - Three Phase,3,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Heat Pump Condensing Unit,Trane,TRANE,4TWA4048A4000AC,R-410A,480V - Three Phase,4,R-410A,460-3-60,,R-410A,R-410A,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA036D400A0,R-22,480V - Three Phase,3,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA030C400A1,R-22,480V - Three Phase,2.5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA030C400A1,R-22,480V - Three Phase,2.5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Cooling Condensing Unit,Trane,TRANE,TTA036D400A0,R-22,480V - Three Phase,3,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Heat Pump Condensing Unit,American Standard,AMERICAN STANDARD,4A6C4048A4000AA,R-410A,480V - Three Phase,4,R-410A,460-3-60,,R-410A,R-410A,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Heat Pump Condensing Unit,Trane,TRANE,4TWA3048A4000CA,R-410A,480V - Three Phase,4,R-410A,460-3-60,,R-410A,R-410A,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Heat Pump Condensing Unit,Trane,TRANE,4TWA4036A4000AC,R-410A,480V - Three Phase,3,R-410A,460-3-60,,R-410A,R-410A,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Heat Pump Condensing Unit,Trane,TRANE,4TWA4048A4000AC,R-410A,480V - Three Phase,4,R-410A,460-3-60,,R-410A,R-410A,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Heat Pump Condensing Unit,Trane,TRANE,4TWA4048A4000AC,R-410A,480V - Three Phase,4,R-410A,460-3-60,,R-410A,R-410A,480-3-60,460-3-60,no_decode,match,mismatch,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Trane,TRANE,TEM4A0C48S41SCA,R-410A,208V/230V - Single Phase,4,R-22,208/230-1-60,,R-410A,R-22,208/230-1-60,208/230-1-60,no_decode,mismatch,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Trane,TRANE,TEM4A0B36S31SCA,R-410A,208V/230V - Single Phase,3,R-22,208/230-1-60,,R-410A,R-22,208/230-1-60,208/230-1-60,no_decode,mismatch,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Trane,TRANE,TEM4A0C48S41SCA,R-410A,208V/230V - Single Phase,4,R-22,208/230-1-60,,R-410A,R-22,208/230-1-60,208/230-1-60,no_decode,mismatch,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Trane,TRANE,TEM3A0C48S41SAA,R-410A,208V/230V - Single Phase,4,R-22,208/230-1-60,,R-410A,R-22,208/230-1-60,208/230-1-60,no_decode,mismatch,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Trane,TRANE,TEM4A0C48S41SCA,R-410A,208V/230V - Single Phase,4,R-22,208/230-1-60,,R-410A,R-22,208/230-1-60,208/230-1-60,no_decode,mismatch,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Trane,TRANE,TEM4A0C48S41SAA,R-410A,208V/230V - Single Phase,4,R-22,208/230-1-60,,R-410A,R-22,208/230-1-60,208/230-1-60,no_decode,mismatch,match,[],^[A-Z0-9-]{15}$,1,1,hvacexport:2026-01-24_v3.84_enriched2,[],^[A-Z0-9-]{15}$,10,10,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,36-HBAX-3,R-22,208V/230V - Single Phase,3,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,30-HBAX,R-22,208V/230V - Single Phase,2.5,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,36-HBAX-3,R-22,208V/230V - Single Phase,3,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,30-HBAX,R-22,208V/230V - Single Phase,2.5,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,30-HBAX,R-22,208V/230V - Single Phase,2.5,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,30-HBAX,R-22,208V/230V - Single Phase,2.5,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,30-HBAX,R-22,208V/230V - Single Phase,2.5,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,30-HBAX,R-22,208V/230V - Single Phase,2.5,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Air Handling Unit,Magic Aire,MAGIC AIRE,36-HBAX-3,R-22,208V/230V - Single Phase,3,,,,R-22,,208/230-1-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,York,YORK/JCI,B3CH036A46E30,R-22,480V - Three Phase,3,R-410A,,,R-22,R-410A,480-3-60,,no_decode,mismatch,no_decode,[],^[A-Z0-9-]{13}$,9,9,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Talbott School,,Packaged Unit,York,YORK/JCI,B3CH060A46C,R-22,480V - Single Phase,5,R-454B,,,R-22,R-454B,480-1-60,,no_decode,mismatch,no_decode,[],^[A-Z0-9-]{11}$,4,4,hvacexport:2026-01-24_v3.84_enriched2,,,,,,,,,,
Talbott School,,MAU,AAON,AAON,RK-04-E0-1A1,R-22,,4,,,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,Trane,TRANE,GBC060A4EMB09,R-410A,,5,,,,R-410A,,,,no_decode,no_decode,truth_missing,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,Trane,TRANE,GBC060A4EMB09,R-410A,,5,,,,R-410A,,,,no_decode,no_decode,truth_missing,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,Trane,TRANE,GBC060A4EMB09,R-410A,,5,,,,R-410A,,,,no_decode,no_decode,truth_missing,,,,,,,,,,,,,,,
Talbott School,,Packaged Unit,Trane,TRANE,GBC060A4EMB09,R-410A,,5,,,,R-410A,,,,no_decode,no_decode,truth_missing,,,,,,,,,,,,,,,
Dandridge Elementary School,,Cooling Condensing Unit,Trane,TRANE,TTA060C400A0,R-22,480V - Three Phase,5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Cooling Condensing Unit,Trane,TRANE,TTA060C400A0,R-22,480V - Three Phase,5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Cooling Condensing Unit,Trane,TRANE,TTA060C400A0,R-22,480V - Three Phase,5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Cooling Condensing Unit,Trane,TRANE,TTA060C400A0,R-22,480V - Three Phase,5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Cooling Condensing Unit,Trane,TRANE,TTA060C400A0,R-22,480V - Three Phase,5,,460-3-60,,R-22,,480-3-60,460-3-60,no_decode,no_decode,mismatch,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Domestic Water Heater,RHEEM,RHEEM/RUUD,G91-200-1,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Dandridge Elementary School,,Boiler,CleverBrooks,CLEVERBROOKS,CPC-4?,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Dandridge Elementary School,,Pump,Armstrong,ARMSTRONG,44,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,Pump,Armstrong,ARMSTRONG,4030,,480V - Three Phase,,,,,,,480-3-60,,truth_missing,truth_missing,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,Fluid Cooler,EVAPCO,EVAPCO,LSW-87A,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Dandridge Elementary School,,WSHP,Friedrich,FRIEDRICH,803036FUSFRTCOA,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,WSHP,Friedrich,FRIEDRICH,803060FUSFRTCOA,R-22,480V - Three Phase,5,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,WSHP,ClimateMaster,CLIMATEMASTER,TCV036AFC30CLTS,R-410A,480V - Three Phase,3,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,WSHP,Friedrich,FRIEDRICH,803060FUSFRTCOA,R-22,480V - Three Phase,5,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,WSHP,Friedrich,FRIEDRICH,803060FUSFRTCOA,R-22,480V - Three Phase,5,,,,R-22,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,WSHP,ClimateMaster,CLIMATEMASTER,TCV060AFC30CLTS,R-410A,480V - Three Phase,5,,,,R-410A,,480-3-60,,no_decode,no_decode,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,PTHP-1,PTAC,McQuay,MCQUAY,MQR009C0145S,,277V - Single Phase,8800,,,,,,277-1-60,,no_decode,truth_missing,no_decode,,,,,,,,,,,,,,,
Dandridge Elementary School,,Domestic Water Heater,,UNKNOWN,MO 9 NE ASME X NSF,,,,,,,,,,,truth_missing,truth_missing,truth_missing,,,,,,,,,,,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,EVAP COIL,Furnace,Trane,TRANE,TXC064E5HPAD,R-22,,5,,575-3-60,,R-22,,,,no_decode,no_decode,truth_missing,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TJX120C980BO,,120 V - Single Phase,5,,120-1-60,,,,120-1-60,120-1-60,no_decode,truth_missing,match,,,,,,[],^(?=.{12}$)(?:T),8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TUX120C960A,,277V - Single Phase,,,120-1-60,,,,277-1-60,120-1-60,truth_missing,truth_missing,mismatch,,,,,,"[""Furnace""]",^[A-Z0-9-]{11}$,8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TUX120C960A,,277V - Single Phase,,,120-1-60,,,,277-1-60,120-1-60,truth_missing,truth_missing,mismatch,,,,,,"[""Furnace""]",^[A-Z0-9-]{11}$,8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
Dandridge Elementary School,,Furnace,Trane,TRANE,TUX120C960A,,277V - Single Phase,,,120-1-60,,,,277-1-60,120-1-60,truth_missing,truth_missing,mismatch,,,,,,"[""Furnace""]",^[A-Z0-9-]{11}$,8,8,hvacexport:2026-01-24_v3.84_enriched2,,,,,
