Customer Key,Original Name,Master Customer Name,Segment,Source
TN992236SERV_GP,Conviron,CONVIRON,Other,SERV_GP
LX990359SERV_GP,Cooper Standard Automotive,COOPER STANDARD AUTOMOTIVE,Industrial,SERV_GP
NV00121SERV_GP,Cooper'S Steel Fabricators,COOPERS STEEL FABRICATORS,Industrial,SERV_GP
CORE CONSTMECH_GP,Core Construction,CORE CONSTRUCTION,Industrial,MECH_GP
CORE CONST INDYMECH_GP,"Core Construction Indiana, Llc",CORE CONSTRUCTION INDIANA,Industrial,MECH_GP
TN992054SERV_GP,Core Group,CORE GROUP,Other,SERV_GP
LV990451SERV_GP,Core Of Scottsville,CORE OF SCOTTSVILLE,Other,SERV_GP
CORE RESOURCESMECH_GP,Core Resources,CORE RESOURCES,Other,MECH_GP
CORE5MECH_GP,Core5 Industrial Partners,CORE5 INDUSTRIAL PARTNERS,Industrial,MECH_GP
LV990450SERV_GP,Corken Steel,CORKEN STEEL,Industrial,SERV_GP
CORKENMECH_GP,Corken Steel Products Company,CORKEN STEEL PRODUCTS,Industrial,MECH_GP
CORNAMECH_GP,Corna/Kokosing Construction Co,CORNAKOKOSING CONSTRUCTION,Industrial,MECH_GP
TN991447SERV_GP,Cornerstone Academy,CORNERSTONE ACADEMY,Private Schools,SERV_GP
DY990946SERV_GP,Cornerstone Baptist Temple,CORNERSTONE BAPTIST TEMPLE,Religious,SERV_GP
IN990017SERV_GP,Cornerstone Companies Inc,CORNERSTONE COMPANIES,Other,SERV_GP
TN991977SERV_GP,Cornerstone Ii - Northshore Specialty Eyecare,CORNERSTONE II NORTHSHORE SPECIALTY EYECARE,Other,SERV_GP
CORNERSTONECHUMECH_GP,Cornerstone Lutheran Church,CORNERSTONE LUTHERAN CHURCH,Religious,MECH_GP
IN990329SERV_GP,Cornerstone Lutheran Church,CORNERSTONE LUTHERAN CHURCH,Religious,SERV_GP
CORNERSTONEMECH_GP,"Cornerstone Services, Inc.",CORNERSTONE SERVICES,Other,MECH_GP
TN992208SERV_GP,Corporate Square L.P. C/O Commercial And Investment Properties,CORPORATE SQUARE LP,Office,SERV_GP
CORPOREX MANAGEMECH_GP,Corporex Developemen & Const.Management,CORPOREX DEVELOPEMEN AND CONSTMANAGEMENT,Other,MECH_GP
CORPMECH_GP,Corporex Development Services,CORPOREX DEVELOPMENT SERVICES,Other,MECH_GP
CN992146SERV_GP,Corporex Mgmt & Leasing,CORPOREX MGMT AND LEASING,Other,SERV_GP
NV00057SERV_GP,Corsicana,CORSICANA,Other,SERV_GP
COTTINGHAMMECH_GP,Cottingham Retirement Community,COTTINGHAM RETIREMENT COMMUNITY,Other,MECH_GP
CN992158SERV_GP,Couch'S Rv Nation,COUCHS RV NATION,Other,SERV_GP
CN992316SERV_GP,Countryside Ymca,COUNTRYSIDE YMCA,Other,SERV_GP
LX990456SERV_GP,Courtesy Acura,COURTESY ACURA,Other,SERV_GP
CN991400SERV_GP,Courts For Sports,COURTS FOR SPORTS,Other,SERV_GP
CN991850SERV_GP,Courtyard By Marriott Cincinnati Midtown/Rookwood,COURTYARD BY MARRIOTT CINCINNATI MIDTOWNROOKWOOD,Hospitality,SERV_GP
COUSIN CONSTMECH_GP,Cousin Construction Co,COUSIN CONSTRUCTION,Industrial,MECH_GP
CN991280SERV_GP,Covedale Theater,COVEDALE THEATER,Other,SERV_GP
LX990378SERV_GP,Covington Air Systems Inc,COVINGTON AIR SYSTEMS,Industrial,SERV_GP
TN992218SERV_GP,Cp Vi Llv,CP VI LLV,Other,SERV_GP
TN992153SERV_GP,Cpiii Gp C/O Commercial & Investment Properties Inc,CPIII GP,Office,SERV_GP
IN990362SERV_GP,Cps Inc,CPS,Other,SERV_GP
DY991151SERV_GP,Creative Images Institute Of Cosmetology,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,Other,SERV_GP
LX990397SERV_GP,Creative Liquid Coatings Inc,CREATIVE LIQUID COATINGS,Other,SERV_GP
TN991454SERV_GP,Creative Structures Inc,CREATIVE STRUCTURES,Other,SERV_GP
CRESCENTMECH_GP,"Crescent Building Group, Inc.",CRESCENT BUILDING GROUP,Other,MECH_GP
LX990055SERV_GP,Crestwood Christian Church,CRESTWOOD CHRISTIAN CHURCH,Religious,SERV_GP
IN990414SERV_GP,Crew Hq C/O Alo Property Management,CREW HQ,Office,SERV_GP
CROCSMECH_GP,Crocs,CROCS,Other,MECH_GP
DY991125SERV_GP,Crocs Inc,CROCS,Other,SERV_GP
CN992293SERV_GP,Cross Keys Condo Association,CROSS KEYS CONDO ASSOCIATION,Other,SERV_GP
NV00011SERV_GP,Crosspoint Church,CROSSPOINT CHURCH,Religious,SERV_GP
CROSSROADSMECH_GP,Crossroads,CROSSROADS,Other,MECH_GP
CRO001SERV_GP,Crossroads Medical Group,CROSSROADS MEDICAL GROUP,Medical,SERV_GP
IN990252SERV_GP,Crossroads Orthopedics Arthrex,CROSSROADS ORTHOPEDICS ARTHREX,Other,SERV_GP
CROSSVIEWMECH_GP,Crossview Christian Church,CROSSVIEW CHRISTIAN CHURCH,Religious,MECH_GP
DY991142SERV_GP,Crown Lift Trucks,CROWN LIFT TRUCKS,Other,SERV_GP
CN992250SERV_GP,Crown Packaging Corp,CROWN PACKAGING,Industrial,SERV_GP
IN990444SERV_GP,Crowne Plaza Union Station,CROWNE PLAZA UNION STATION,Other,SERV_GP
CN990936SERV_GP,Cs Leasing Llc,CS LEASING,Other,SERV_GP
LX990357SERV_GP,Cta Acoustics,CTA ACOUSTICS,Other,SERV_GP
NV00150SERV_GP,Ctdi,CTDI,Other,SERV_GP
LX990243SERV_GP,"Curtis-Maruyasu America, Inc",CURTISMARUYASU AMERICA,Other,SERV_GP
CN992315SERV_GP,Cincy Childrens Medical Hospital Ctr C/O Cushman & Wakefield,CUSHMAN AND WAKEFIELD,Office,SERV_GP
DY990960SERV_GP,Cushman & Wakefield,CUSHMAN AND WAKEFIELD,Office,SERV_GP
IN990202SERV_GP,Cushman & Wakefield,CUSHMAN AND WAKEFIELD,Office,SERV_GP
WV990253SERV_GP,Cushman & Wakefield,CUSHMAN AND WAKEFIELD,Office,SERV_GP
CN992074SERV_GP,Cushman & Wakefield Billing,CUSHMAN AND WAKEFIELD,Office,SERV_GP
LX990386SERV_GP,Cushman & Wakefield C/O Gainwell Tech,CUSHMAN AND WAKEFIELD,Office,SERV_GP
CN992188SERV_GP,Cushman & Wakefield Critical Solutions,CUSHMAN AND WAKEFIELD,Office,SERV_GP
CN992157SERV_GP,Cushman & Wakefield Fidelity,CUSHMAN AND WAKEFIELD,Office,SERV_GP
DY991051SERV_GP,Cushman & Wakefield Fidelity,CUSHMAN AND WAKEFIELD,Office,SERV_GP
IN990412SERV_GP,Cushman & Wakefield Fidelity,CUSHMAN AND WAKEFIELD,Office,SERV_GP
LV990446SERV_GP,Cushman & Wakefield Fidelity,CUSHMAN AND WAKEFIELD,Office,SERV_GP
LV990440SERV_GP,Cushman & Wakefield Humana,CUSHMAN AND WAKEFIELD,Office,SERV_GP
CN992030SERV_GP,Cushman & Wakefield Monroe,CUSHMAN AND WAKEFIELD,Office,SERV_GP
DY991059SERV_GP,"Cushman & Wakefield U.S., Inc.",CUSHMAN AND WAKEFIELD,Office,SERV_GP
NV00050SERV_GP,Cushman & Wakefield Us Inc,CUSHMAN AND WAKEFIELD,Office,SERV_GP
CUSHMAN & WAKEFMECH_GP,Cushman & Wakefield/Cornerstone,CUSHMAN AND WAKEFIELD,Office,MECH_GP
LV990415SERV_GP,Cushman & Wakefiled Us Inc - Humana,CUSHMAN AND WAKEFIELD,Office,SERV_GP
DY991008SERV_GP,Thompson Logistics Assets Llc  C/O Cushman & Wakefield,CUSHMAN AND WAKEFIELD,Office,SERV_GP
NV00169SERV_GP,Uscif Elam Farms Dc Llc C/O Cushman & Wakefiled Inc,CUSHMAN AND WAKEFIELD,Office,SERV_GP
IN990385SERV_GP,Zionsville Realty Partners Llc C/O Cushman & Wakefield,CUSHMAN AND WAKEFIELD,Office,SERV_GP
IN990215SERV_GP,Custom Med Apothecary,CUSTOM MED APOTHECARY,Other,SERV_GP
TN992192SERV_GP,Cutting Crew,CUTTING CREW,Other,SERV_GP
CN992234SERV_GP,The C.W. Zumbiel Company,CW ZUMBIEL,Other,SERV_GP
TN991914SERV_GP,Cyclebar,CYCLEBAR,Other,SERV_GP
NV15042SERV_GP,Dae Il Usa Inc,DAE IL USA,Other,SERV_GP
IN990149SERV_GP,Daleville Community Schools,DALEVILLE COMMUNITY SCHOOLS,Public Schools,SERV_GP
NV15020SERV_GP,Daltile Corporation,DALTILE,Other,SERV_GP
LX990400SERV_GP,Dam Holdings Llc,DAM HOLDINGS,Other,SERV_GP
CN991988SERV_GP,Dan Beard Council Bsoa,DAN BEARD COUNCIL BSOA,Other,SERV_GP
LX200412SERV_GP,Dana Danville,DANA DANVILLE,Other,SERV_GP
LV200403SERV_GP,Dana Louisville,DANA LOUISVILLE,Other,SERV_GP
LX990429SERV_GP,Danimer Scientific Kentucky,DANIMER SCIENTIFIC KENTUCKY,Other,SERV_GP
DANISMECH_GP,Danis,DANIS,Other,MECH_GP
DANIMECH_GP,Danis Building,DANIS BUILDING,Other,MECH_GP
CN991587SERV_GP,Data Tech Depot - Hamilton,DATA TECH DEPOT HAMILTON,Other,SERV_GP
TN991904SERV_GP,Dave Agricola,DAVE AGRICOLA,Other,SERV_GP
CN992289SERV_GP,David Agricola,DAVID AGRICOLA,Other,SERV_GP
IN990220SERV_GP,Davis Distribution Systems,DAVIS DISTRIBUTION SYSTEMS,Industrial,SERV_GP
WV990210SERV_GP,Davis Memorial Hospital,DAVIS MEMORIAL HOSPITAL,Medical,SERV_GP
WV990235SERV_GP,Davis Memorial Presbyterian Church,DAVIS MEMORIAL PRESBYTERIAN CHURCH,Religious,SERV_GP
WV990134SERV_GP,Davita Health Care West Virginia,DAVITA HEALTH CARE WEST VIRGINIA,Medical,SERV_GP
DY990880SERV_GP,Dayton Art Institute,DAYTON ART INSTITUTE,Other,SERV_GP
DY991031SERV_GP,Dayton Board Of Education,DAYTON BOARD OF EDUCATION,Other,SERV_GP
DY990996SERV_GP,Dayton Masonic Center,DAYTON MASONIC CENTER,Other,SERV_GP
DY990726SERV_GP,Dayton Public Schools,DAYTON PUBLIC SCHOOLS,Public Schools,SERV_GP
DAYTON SCHOOLSMECH_GP,Dayton Public Schools District,DAYTON PUBLIC SCHOOLS DISTRICT,Public Schools,MECH_GP
CN991983SERV_GP,"Dcm Products, Inc.",DCM PRODUCTS,Other,SERV_GP
CN990724SERV_GP,Dcp Holding Company,DCP HOLDING,Office,SERV_GP
DCT PROPERTYMECH_GP,"Dct Property Management, Llc",DCT PROPERTY MANAGEMENT,Other,MECH_GP
TN991885SERV_GP,Ddc Dowell Springs Llc C/O Realty Trust Group Llc,DDC DOWELL SPRINGS,Office,SERV_GP
DEACONESSMECH_GP,Deaconess Long Term Care Of Oh,DEACONESS LONG TERM CARE OF OH,Medical,MECH_GP
LV990535SERV_GP,Deaconess Memorial Medical Center,DEACONESS MEMORIAL MEDICAL CENTER,Medical,SERV_GP
IN990331SERV_GP,Dearringer Buildings Llc,DEARRINGER BUILDINGS,Other,SERV_GP
DEBRA KUEMPELMECH_GP,Debra-Kuempel,DEBRAKUEMPEL,Other,MECH_GP
CN992320SERV_GP,Deceuninck North America,DECEUNINCK NORTH AMERICA,Other,SERV_GP
CN992271SERV_GP,Decoach Recovery Centre,DECOACH RECOVERY CENTRE,Medical,SERV_GP
CN991800SERV_GP,Deerfield Township,DEERFIELD TOWNSHIP,Municipal,SERV_GP
CN991876SERV_GP,Deerfield Township Fire Department #58,DEERFIELD TOWNSHIP FIRE DEPARTMENT 58,Municipal,SERV_GP
WV990294SERV_GP,Delta Hotels Ashland Downtown,DELTA HOTELS ASHLAND DOWNTOWN,Other,SERV_GP
LX950069SERV_GP,Delta Natural Gas,DELTA NATURAL GAS,Other,SERV_GP
CN992075SERV_GP,Deluxe Nails Billing,DELUXE NAILS BILLING,Other,SERV_GP
DEMINGMECH_GP,Deming Enterprise Inc,DEMING ENTERPRISE,Other,MECH_GP
DENHMECH_GP,"Denham-Blythe Company, Inc.",DENHAMBLYTHE,Other,MECH_GP
DENIER ELECTRICMECH_GP,"Denier Electric Co., Inc.",DENIER ELECTRIC,Other,MECH_GP
DENISON UNIVERSMECH_GP,Denision University,DENISION UNIVERSITY,College/University,MECH_GP
DENNIS GROUPMECH_GP,"The Dennis Group, Llc",DENNIS GROUP,Other,MECH_GP
TN991214SERV_GP,Denso Manufacturing,DENSO MANUFACTURING,Industrial,SERV_GP
CN992103SERV_GP,Dent Crossing,DENT CROSSING,Other,SERV_GP
DENTAL CAREMECH_GP,Dental Care Plus,DENTAL CARE PLUS,Medical,MECH_GP
TN991850SERV_GP,Dental Partners South Knoxville,DENTAL PARTNERS SOUTH KNOXVILLE,Medical,SERV_GP
IN990467SERV_GP,Department Of Public Works,DEPARTMENT OF PUBLIC WORKS,Industrial,SERV_GP
DEPT OF VETERANMECH_GP,Department Of Veterans Services,DEPARTMENT OF VETERANS SERVICES,Other,MECH_GP
IN990523SERV_GP,Dependable Supply Chain Services,DEPENDABLE SUPPLY CHAIN SERVICES,Industrial,SERV_GP
DER DEVELMECH_GP,D.E.R. Development,DER DEVELOPMENT,Other,MECH_GP
CN992214SERV_GP,Der Development Llc,DER DEVELOPMENT,Other,SERV_GP
LX990383SERV_GP,Dermatology Assoc Of Ky C/O Haymaker Property Management,DERMATOLOGY ASSOC OF KY,Other,SERV_GP
LX990076SERV_GP,Dermatology Assoc Of Ky Psc,DERMATOLOGY ASSOC OF KY PSC,Other,SERV_GP
DESIGN BUILD SOMECH_GP,Design Build Solutions,DESIGN BUILD SOLUTIONS,Other,MECH_GP
NV00041SERV_GP,Det Beverages Llc,DET BEVERAGES,Other,SERV_GP
DEVITTMECH_GP,Devitt & Associates,DEVITT AND ASSOCIATES,Office,MECH_GP
TN992186SERV_GP,Dex Imaging,DEX IMAGING,Other,SERV_GP
CN992236SERV_GP,Dhl Cvg,DHL CVG,Other,SERV_GP
DHL EXPRESSMECH_GP,Dhl Express,DHL EXPRESS,Other,MECH_GP
CN940262SERV_GP,Dhl Express Inc,DHL EXPRESS,Other,SERV_GP
CN991598SERV_GP,Dhl Global,DHL GLOBAL,Other,SERV_GP
DHL SUPPLY CHAIMECH_GP,Dhl Supply Chain,DHL SUPPLY CHAIN,Industrial,MECH_GP
DY991081SERV_GP,Dhl Supply Chain Cc5473,DHL SUPPLY CHAIN CC5473,Industrial,SERV_GP
CN992061SERV_GP,Dhl Supply Chain - Cost Center - 1377,DHL SUPPLY CHAIN COST CENTER 1377,Industrial,SERV_GP
DY991049SERV_GP,Dhl Supply Chain - Cost Center - 5815,DHL SUPPLY CHAIN COST CENTER 5815,Industrial,SERV_GP
WV990172SERV_GP,Diamond Electric Manufacturing,DIAMOND ELECTRIC MANUFACTURING,Industrial,SERV_GP
TN992080SERV_GP,Dickey'S Barbecue Pit,DICKEYS BARBECUE PIT,Other,SERV_GP
CN992259SERV_GP,Digital Futures Office 2 Llc,DIGITAL FUTURES OFFICE 2,Other,SERV_GP
DIOCESE OF COVMECH_GP,Diocese Of Covington,DIOCESE OF COVINGTON,Other,MECH_GP
TN991427SERV_GP,Diocese Of Knoxville,DIOCESE OF KNOXVILLE,Other,SERV_GP
TN992129SERV_GP,Director Of Choice Grants Tennesse Department Of Education,DIRECTOR OF CHOICE GRANTS TENNESSE DEPARTMENT OF EDUCATION,Other,SERV_GP
CN992149SERV_GP,Disabled American Veterans,DISABLED AMERICAN VETERANS,Other,SERV_GP
CN992284SERV_GP,Distribution International,DISTRIBUTION INTERNATIONAL,Industrial,SERV_GP
DCGMECH_GP,Diversified Construction Group,DIVERSIFIED CONSTRUCTION GROUP,Industrial,MECH_GP
WV990242SERV_GP,Diversified Gas & Oil,DIVERSIFIED GAS AND OIL,Other,SERV_GP
CN992187SERV_GP,Diversified Management Plus,DIVERSIFIED MANAGEMENT PLUS,Other,SERV_GP
CN992059SERV_GP,Dixon Bayco,DIXON BAYCO,Other,SERV_GP
LX990399SERV_GP,Dmac Stationary  Developments Llc,DMAC STATIONARY DEVELOPMENTS,Other,SERV_GP
IN990260SERV_GP,Dnu In Motion Orthopaedics,DNU IN MOTION ORTHOPAEDICS,Other,SERV_GP
TN992003SERV_GP,"Dnu - Lifetime Products, Inc.",DNU LIFETIME PRODUCTS,Other,SERV_GP
DOITRIGHTEXCAVAMECH_GP,"Do It Right Excavating, Llc",DO IT RIGHT EXCAVATING,Other,MECH_GP
TN991961SERV_GP,Do Not Use,DO NOT USE,Other,SERV_GP
CN992352SERV_GP,Do Not Use 45Ninety Construction Inc,DO NOT USE 45NINETY CONSTRUCTION,Industrial,SERV_GP
TN992030SERV_GP,Do Not Use Knoxville Properties Partnership-2Cs C/O Avison Young,DO NOT USE KNOXVILLE PROPERTIES PARTNERSHIP2CS,Office,SERV_GP
DOLE VEGETABLEMECH_GP,"Dole Fresh Vegetables, Inc.",DOLE FRESH VEGETABLES,Other,MECH_GP
CN992198SERV_GP,Dollar General,DOLLAR GENERAL,Other,SERV_GP
TN991806SERV_GP,Dollywood,DOLLYWOOD,Other,SERV_GP
TN992051SERV_GP,Dollywoods Dream More Resort,DOLLYWOODS DREAM MORE RESORT,Hospitality,SERV_GP
IN990330SERV_GP,Domestic Uniform Rental,DOMESTIC UNIFORM RENTAL,Other,SERV_GP
DOMINICAN FATHEMECH_GP,Dominican Fathers Province Of St Joseph,DOMINICAN FATHERS PROVINCE OF ST JOSEPH,Other,MECH_GP
CN950215SERV_GP,"Dominium, Inc.",DOMINIUM,Other,SERV_GP
DONALDSONMECH_GP,"Donaldson Company, Inc.",DONALDSON,Other,MECH_GP
LV990520SERV_GP,Dorman Products,DORMAN PRODUCTS,Other,SERV_GP
CN991944SERV_GP,Doug Newberry,DOUG NEWBERRY,Other,SERV_GP
CN991958SERV_GP,Downtime Rebuild,DOWNTIME REBUILD,Other,SERV_GP
NV15057SERV_GP,Downtown Property Solutions Llc,DOWNTOWN PROPERTY SOLUTIONS,Other,SERV_GP
TN992205SERV_GP,Downtown West Village Ii Owners Association Inc C/O Blue Ridge R,DOWNTOWN WEST VILLAGE II OWNERS ASSOCIATION,Other,SERV_GP
DY990985SERV_GP,Dpsg,DPSG,Other,SERV_GP
LV990424SERV_GP,Dr Eli Karam  Phd,DR ELI KARAM PHD,Other,SERV_GP
CN991288SERV_GP,Dr. Monica Newby,DR MONICA NEWBY,Other,SERV_GP
DR NEWBYMECH_GP,Dr Newby,DR NEWBY,Other,MECH_GP
LV990474SERV_GP,Dream Logistics,DREAM LOGISTICS,Industrial,SERV_GP
DRKMECH_GP,Drk Construction Services,DRK CONSTRUCTION SERVICES,Industrial,MECH_GP
DRY CREEK WWTPMECH_GP,Dry Creek Waste Water Treatment,DRY CREEK WASTE WATER TREATMENT,Other,MECH_GP
TN992069SERV_GP,Dsh & Associates Llc,DSH AND ASSOCIATES,Office,SERV_GP
TN992200SERV_GP,Dtwp C/O Nai,DTWP,Office,SERV_GP
TN992195SERV_GP,Dtwph2 C/O Nai,DTWPH2,Office,SERV_GP
TN992130SERV_GP,Duck Donuts Knoxville,DUCK DONUTS KNOXVILLE,Other,SERV_GP
DUGANMECH_GP,Dugan & Meyers,DUGAN AND MEYERS,Other,MECH_GP
DUKE WEEKSMECH_GP,Duke Construction L.P.,DUKE CONSTRUCTION LP,Industrial,MECH_GP
DUKE REALTYMECH_GP,Duke Realty,DUKE REALTY,Office,MECH_GP
DUNNHUMBYMECH_GP,Dunnhumby,DUNNHUMBY,Other,MECH_GP
DURODYNEMECH_GP,Duro Dyne Corp,DURO DYNE,Other,MECH_GP
TN991889SERV_GP,E&E Manufacturing Of Tn Llc,E AND E MANUFACTURING OF TN,Industrial,SERV_GP
E BEAMMECH_GP,E Beam,E BEAM,Other,MECH_GP
TN992083SERV_GP,Eagle Bend Manufacturing,EAGLE BEND MANUFACTURING,Industrial,SERV_GP
CN992004SERV_GP,Eagle Composites,EAGLE COMPOSITES,Other,SERV_GP
DY991089SERV_GP,Eagle Dayton Properties Llc,EAGLE DAYTON PROPERTIES,Office,SERV_GP
EAGLE REALTYMECH_GP,Eagle Realty Group,EAGLE REALTY GROUP,Office,MECH_GP
IN990051SERV_GP,Eagle Realty Group,EAGLE REALTY GROUP,Office,SERV_GP
TN200305SERV_GP,East Tennessee Public Television,EAST TENNESSEE PUBLIC TELEVISION,Other,SERV_GP
DY991067SERV_GP,Eastway Supplies Inc,EASTWAY SUPPLIES,Other,SERV_GP
EBAYMECH_GP,"Ebay Enterprise, Inc",EBAY ENTERPRISE,Other,MECH_GP
EBY BROWNMECH_GP,Eby Brown,EBY BROWN,Other,MECH_GP
IN990145SERV_GP,Eby Brown,EBY BROWN,Other,SERV_GP
CN992218SERV_GP,E.C. Shaw,EC SHAW,Other,SERV_GP
IN990499SERV_GP,Echo Electric,ECHO ELECTRIC,Other,SERV_GP
WV990308SERV_GP,Echo Power Llc,ECHO POWER,Other,SERV_GP
LX990482SERV_GP,Ecl Corbin Llc Dba The Mint Gaming Hall,ECL CORBIN DBA THE MINT GAMING HALL,Other,SERV_GP
ECO TEC ENGINEEMECH_GP,Eco Tec Engineering,ECO TEC ENGINEERING,Industrial,MECH_GP
TN991689SERV_GP,Ecs Central Pllc - Knoxville,ECS CENTRAL PLLC KNOXVILLE,Other,SERV_GP
LX990411SERV_GP,E.D. Bullard Co.,ED BULLARD,Other,SERV_GP
TN992016SERV_GP,Edfinancial Services - Billing,EDFINANCIAL SERVICES BILLING,Other,SERV_GP
CN991253SERV_GP,Edison State Community College,EDISON STATE COMMUNITY COLLEGE,College/University,SERV_GP
EGCMECH_GP,E.G.C. Corporation,EGC,Other,MECH_GP
CN990656SERV_GP,Ei Ceramics Llc,EI CERAMICS,Other,SERV_GP
TN992078SERV_GP,El Tequlia Bar & Grill,EL TEQULIA BAR AND GRILL,Other,SERV_GP
TN991272SERV_GP,Electric Power Research Institute,ELECTRIC POWER RESEARCH INSTITUTE,Other,SERV_GP
ELEMENT MATLMECH_GP,Element Materials Technology,ELEMENT MATERIALS TECHNOLOGY,Other,MECH_GP
ELITAIREMECH_GP,Elitaire,ELITAIRE,Other,MECH_GP
IN990093SERV_GP,Ellison Technologies,ELLISON TECHNOLOGIES,Other,SERV_GP
NV00111SERV_GP,Elmington Capital Group,ELMINGTON CAPITAL GROUP,Other,SERV_GP
WV990264SERV_GP,Embassy Suites Charleston,EMBASSY SUITES CHARLESTON,Hospitality,SERV_GP
EMB001SERV_GP,Embraer Aircraft Maintenance,EMBRAER AIRCRAFT MAINTENANCE,Other,SERV_GP
EMCORMECH_GP,Emcor Facility Services,EMCOR FACILITY SERVICES,Other,MECH_GP
IN200066SERV_GP,Emergency Radio Services,EMERGENCY RADIO SERVICES,Other,SERV_GP
NV00141SERV_GP,Emerson Hermetic Motor,EMERSON HERMETIC MOTOR,Other,SERV_GP
EMILY LICHMECH_GP,"Emily Lichtenberg Construction, Inc.",EMILY LICHTENBERG CONSTRUCTION,Industrial,MECH_GP
LICHTENBERGMECH_GP,"Emily Lichtenberg Construction, Inc.",EMILY LICHTENBERG CONSTRUCTION,Industrial,MECH_GP
LV990458SERV_GP,Emj Corporation,EMJ,Other,SERV_GP
CN992209SERV_GP,Employers Resource Association,EMPLOYERS RESOURCE ASSOCIATION,Other,SERV_GP
CN991893SERV_GP,Enable Injections,ENABLE INJECTIONS,Other,SERV_GP
ENABLEMECH_GP,Enable Medical,ENABLE MEDICAL,Medical,MECH_GP
WV200401SERV_GP,Encompass Health Corporation,ENCOMPASS HEALTH,Medical,SERV_GP
ENDRESS HAUSERMECH_GP,"Endress & Hauser, Inc.",ENDRESS AND HAUSER,Other,MECH_GP
IN980005SERV_GP,Endress + Hauser,ENDRESS AND HAUSER,Other,SERV_GP
ENERGY OPTIMIZEMECH_GP,"Energy Optimizers, Usa",ENERGY OPTIMIZERS USA,Industrial,MECH_GP
TN950321SERV_GP,"Energy Solutions/Duratek, Inc.",ENERGY SOLUTIONSDURATEK,Industrial,SERV_GP
ENERGY SYSTEMSMECH_GP,Energy Systems Group,ENERGY SYSTEMS GROUP,Industrial,MECH_GP
TN992184SERV_GP,"Engert, Llc",ENGERT,Other,SERV_GP
DY990983SERV_GP,Engineers Club Of Dayton,ENGINEERS CLUB OF DAYTON,Other,SERV_GP
LV990462SERV_GP,Engineers Of Tomorrow Ky 2783,ENGINEERS OF TOMORROW KY 2783,Other,SERV_GP
ENPROTECMECH_GP,Enprotec,ENPROTEC,Other,MECH_GP
TN992179SERV_GP,Enrichment Federal Credit Union,ENRICHMENT FEDERAL CREDIT UNION,Other,SERV_GP
EAPMECH_GP,Environmental Air Products,ENVIRONMENTAL AIR PRODUCTS,Other,MECH_GP
CN991834SERV_GP,Envisionaire,ENVISIONAIRE,Other,SERV_GP
CN991841SERV_GP,Enzo Building & Design,ENZO BUILDING AND DESIGN,Other,SERV_GP
ENZOMECH_GP,"Enzo Building & Design, Llc",ENZO BUILDING AND DESIGN,Other,MECH_GP
LX990379SERV_GP,Enzo Building And Design,ENZO BUILDING AND DESIGN,Other,SERV_GP
TN992178SERV_GP,Ephant Hospitality Holiday Inn,EPHANT HOSPITALITY HOLIDAY INN,Hospitality,SERV_GP
LX990437SERV_GP,Ephraim Mcdowell Heath Inc,EPHRAIM MCDOWELL HEATH,Other,SERV_GP
TN991696SERV_GP,Episcopal School Of Knoxville,EPISCOPAL SCHOOL OF KNOXVILLE,Private Schools,SERV_GP
NV00131SERV_GP,Episcopal School Of Nashville,EPISCOPAL SCHOOL OF NASHVILLE,Private Schools,SERV_GP
IN990360SERV_GP,Epson America,EPSON AMERICA,Other,SERV_GP
WV990222SERV_GP,Eqm Gathering Opco Llc,EQM GATHERING OPCO,Other,SERV_GP
WV990299SERV_GP,Eqt,EQT,Other,SERV_GP
CN990126SERV_GP,"Equipment Depot Ohio, Inc.",EQUIPMENT DEPOT OHIO,Other,SERV_GP
WV990223SERV_GP,"Equitrans, Lp",EQUITRANS LP,Other,SERV_GP
WV990289SERV_GP,Equitrans Midstream,EQUITRANS MIDSTREAM,Other,SERV_GP
WV990131SERV_GP,Equitrans Midstream Corporation,EQUITRANS MIDSTREAM,Other,SERV_GP
DY991035SERV_GP,Equity Llc,EQUITY,Office,SERV_GP
CN991853SERV_GP,The Equity Group Five,EQUITY GROUP FIVE,Office,SERV_GP
EQUITY GROUP 4MECH_GP,"Equity Group Four, Llc",EQUITY GROUP FOUR,Office,MECH_GP
CN991019SERV_GP,The Equity Group Four,EQUITY GROUP FOUR,Office,SERV_GP
IN990448SERV_GP,Equivis Nora Llc,EQUIVIS NORA,Other,SERV_GP
WV990297SERV_GP,Eric Panner,ERIC PANNER,Other,SERV_GP
CN992200SERV_GP,Erm Real Estate,ERM REAL ESTATE,Office,SERV_GP
THEESCAPEGAMEMECH_GP,The Escape Game,ESCAPE GAME,Other,MECH_GP
ESI CONSTRUCTORMECH_GP,Esi Constructors,ESI CONSTRUCTORS,Other,MECH_GP
TN992125SERV_GP,Eskola Llc,ESKOLA,Other,SERV_GP
TN992190SERV_GP,Espaces Knoxville,ESPACES KNOXVILLE,Other,SERV_GP
LX990377SERV_GP,Essity Operations Wausau Llc - Us31Ha,ESSITY OPERATIONS WAUSAU US31HA,Other,SERV_GP
CN992130SERV_GP,Ethos Laboratories,ETHOS LABORATORIES,Other,SERV_GP
DY991085SERV_GP,Eubel Brady & Suttman,EUBEL BRADY AND SUTTMAN,Other,SERV_GP
DY991170SERV_GP,European Wax Centers,EUROPEAN WAX CENTERS,Other,SERV_GP
