SnapshotId,OptionId,SegmentId,RecordId,SegmentOrdinal,OptionOrdinal,OPText
2026-01-24_v3.84_enriched1,r00275_s006_o008,r00275_s006,r00275,6,8,19- 1½ Tons
2026-01-24_v3.84_enriched1,r00275_s006_o009,r00275_s006,r00275,6,9,24- 2 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o010,r00275_s006,r00275,6,10,25- 2 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o011,r00275_s006,r00275,6,11,29- 2 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o012,r00275_s006,r00275,6,12,30- 2½ Tons
2026-01-24_v3.84_enriched1,r00275_s006_o013,r00275_s006,r00275,6,13,31- 2½ Tons
2026-01-24_v3.84_enriched1,r00275_s006_o014,r00275_s006,r00275,6,14,36- 3 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o015,r00275_s006,r00275,6,15,37- 3 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o016,r00275_s006,r00275,6,16,42- 3½ Tons
2026-01-24_v3.84_enriched1,r00275_s006_o017,r00275_s006,r00275,6,17,43- 3½ Tons
2026-01-24_v3.84_enriched1,r00275_s006_o018,r00275_s006,r00275,6,18,48- 4 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o019,r00275_s006,r00275,6,19,49- 4 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o020,r00275_s006,r00275,6,20,60- 5 Tons
2026-01-24_v3.84_enriched1,r00275_s006_o021,r00275_s006,r00275,6,21,61- 5 Tons
2026-01-24_v3.84_enriched1,r00276_s003_o001,r00276_s003,r00276,3,1,U- UPTD
2026-01-24_v3.84_enriched1,r00276_s003_o002,r00276_s003,r00276,3,2,P- PTD
2026-01-24_v3.84_enriched1,r00276_s003_o003,r00276_s003,r00276,3,3,N- UCAS
2026-01-24_v3.84_enriched1,r00276_s005_o001,r00276_s005,r00276,5,1,C- CMNT COPB
2026-01-24_v3.84_enriched1,r00277_s003_o001,r00277_s003,r00277,3,1,U- UPTD
2026-01-24_v3.84_enriched1,r00277_s003_o002,r00277_s003,r00277,3,2,P- PTD
2026-01-24_v3.84_enriched1,r00277_s003_o003,r00277_s003,r00277,3,3,N- UCAS
2026-01-24_v3.84_enriched1,r00277_s005_o001,r00277_s005,r00277,5,1,C- ComfortNet COPB
2026-01-24_v3.84_enriched1,r00278_s003_o001,r00278_s003,r00278,3,1,U- UPTD
2026-01-24_v3.84_enriched1,r00278_s003_o002,r00278_s003,r00278,3,2,P- PTD
2026-01-24_v3.84_enriched1,r00278_s003_o003,r00278_s003,r00278,3,3,N- UCAS
2026-01-24_v3.84_enriched1,r00279_s001_o001,r00279_s001,r00279,1,1,A- AH
2026-01-24_v3.84_enriched1,r00279_s007_o001,r00279_s007,r00279,7,1,U- UPTD
2026-01-24_v3.84_enriched1,r00279_s007_o002,r00279_s007,r00279,7,2,P- PTD
2026-01-24_v3.84_enriched1,r00279_s007_o003,r00279_s007,r00279,7,3,N- UCAS
2026-01-24_v3.84_enriched1,r00280_s003_o001,r00280_s003,r00280,3,1,U- UPTD
2026-01-24_v3.84_enriched1,r00280_s003_o002,r00280_s003,r00280,3,2,P- PTD
2026-01-24_v3.84_enriched1,r00280_s003_o003,r00280_s003,r00280,3,3,N- UCAS
2026-01-24_v3.84_enriched1,r00280_s006_o001,r00280_s006,r00280,6,1,00- None
2026-01-24_v3.84_enriched1,r00280_s006_o002,r00280_s006,r00280,6,2,03- 3 KW
2026-01-24_v3.84_enriched1,r00280_s006_o003,r00280_s006,r00280,6,3,05- 5 KW
2026-01-24_v3.84_enriched1,r00280_s006_o004,r00280_s006,r00280,6,4,06- 6 KW
2026-01-24_v3.84_enriched1,r00280_s006_o005,r00280_s006,r00280,6,5,08- 8 KW
2026-01-24_v3.84_enriched1,r00280_s006_o006,r00280_s006,r00280,6,6,10- 10 KW
2026-01-24_v3.84_enriched1,r00280_s006_o007,r00280_s006,r00280,6,7,18- 1½ Tons
2026-01-24_v3.84_enriched1,r00280_s006_o008,r00280_s006,r00280,6,8,19- 1½ Tons
2026-01-24_v3.84_enriched1,r00280_s006_o009,r00280_s006,r00280,6,9,24- 2 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o010,r00280_s006,r00280,6,10,25- 2 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o011,r00280_s006,r00280,6,11,29- 2 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o012,r00280_s006,r00280,6,12,30- 2½ Tons
2026-01-24_v3.84_enriched1,r00280_s006_o013,r00280_s006,r00280,6,13,31- 2½ Tons
2026-01-24_v3.84_enriched1,r00280_s006_o014,r00280_s006,r00280,6,14,36- 3 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o015,r00280_s006,r00280,6,15,37- 3 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o016,r00280_s006,r00280,6,16,42- 3½ Tons
2026-01-24_v3.84_enriched1,r00280_s006_o017,r00280_s006,r00280,6,17,43- 3½ Tons
2026-01-24_v3.84_enriched1,r00280_s006_o018,r00280_s006,r00280,6,18,48- 4 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o019,r00280_s006,r00280,6,19,49- 4 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o020,r00280_s006,r00280,6,20,60- 5 Tons
2026-01-24_v3.84_enriched1,r00280_s006_o021,r00280_s006,r00280,6,21,61- 5 Tons
2026-01-24_v3.84_enriched1,r00281_s004_o001,r00281_s004,r00281,4,1,U- UPTD
2026-01-24_v3.84_enriched1,r00281_s004_o002,r00281_s004,r00281,4,2,P- PTD
2026-01-24_v3.84_enriched1,r00281_s004_o003,r00281_s004,r00281,4,3,N- UCAS
2026-01-24_v3.84_enriched1,r00281_s006_o001,r00281_s006,r00281,6,1,C- CMNT COPB
2026-01-24_v3.84_enriched1,r00282_s001_o001,r00282_s001,r00282,1,1,MB- MB
2026-01-24_v3.84_enriched1,r00282_s003_o001,r00282_s003,r00282,3,1,K- ClimaTalk
2026-01-24_v3.84_enriched1,r00282_s003_o002,r00282_s003,r00282,3,2,B- ComfortBridge
2026-01-24_v3.84_enriched1,r00282_s005_o001,r00282_s005,r00282,5,1,B- 17.5 IN
2026-01-24_v3.84_enriched1,r00282_s005_o002,r00282_s005,r00282,5,2,C- 21 IN
2026-01-24_v3.84_enriched1,r00282_s005_o003,r00282_s005,r00282,5,3,D- 24.5 IN
2026-01-24_v3.84_enriched1,r00282_s006_o001,r00282_s006,r00282,6,1,P- PTD
2026-01-24_v3.84_enriched1,r00282_s008_o001,r00282_s008,r00282,8,1,X- None
2026-01-24_v3.84_enriched1,r00283_s001_o001,r00283_s001,r00283,1,1,A- Corporate AH
2026-01-24_v3.84_enriched1,r00283_s001_o002,r00283_s001,r00283,1,2,D- Daikin AH
2026-01-24_v3.84_enriched1,r00283_s002_o001,r00283_s002,r00283,2,1,C- CLG MTD
2026-01-24_v3.84_enriched1,r00283_s002_o002,r00283_s002,r00283,2,2,H- HORZ DISC MP
2026-01-24_v3.84_enriched1,r00283_s002_o003,r00283_s002,r00283,2,3,M- MP
2026-01-24_v3.84_enriched1,r00283_s002_o004,r00283_s002,r00283,2,4,F- Fit COPB MP
2026-01-24_v3.84_enriched1,r00283_s002_o005,r00283_s002,r00283,2,5,W- WALM
2026-01-24_v3.84_enriched1,r00283_s006_o001,r00283_s006,r00283,6,1,B- 17.5 IN
2026-01-24_v3.84_enriched1,r00283_s006_o002,r00283_s006,r00283,6,2,C- 21 IN
2026-01-24_v3.84_enriched1,r00283_s006_o003,r00283_s006,r00283,6,3,D- 24.5 IN
2026-01-24_v3.84_enriched1,r00283_s006_o004,r00283_s006,r00283,6,4,S- 20.2 IN
2026-01-24_v3.84_enriched1,r00283_s006_o005,r00283_s006,r00283,6,5,L- 20.4 IN Or 49.25 IN
2026-01-24_v3.84_enriched1,r00283_s006_o006,r00283_s006,r00283,6,6,M- 43.25 IN
2026-01-24_v3.84_enriched1,r00283_s007_o001,r00283_s007,r00283,7,1,N- UCAS
2026-01-24_v3.84_enriched1,r00283_s007_o002,r00283_s007,r00283,7,2,P- PTD
2026-01-24_v3.84_enriched1,r00283_s007_o003,r00283_s007,r00283,7,3,U- Un PTD
2026-01-24_v3.84_enriched1,r00284_s001_o001,r00284_s001,r00284,1,1,W- WC
2026-01-24_v3.84_enriched1,r00284_s002_o001,r00284_s002,r00284,2,1,G- Global
2026-01-24_v3.84_enriched1,r00284_s003_o001,r00284_s003,r00284,3,1,Z- SCL
2026-01-24_v3.84_enriched1,r00284_s007_o001,r00284_s007,r00284,7,1,W- WC
2026-01-24_v3.84_enriched1,r00284_s007_o002,r00284_s007,r00284,7,2,A- UnitLess
2026-01-24_v3.84_enriched1,r00285_s001_o001,r00285_s001,r00285,1,1,C- CL
2026-01-24_v3.84_enriched1,r00285_s002_o001,r00285_s002,r00285,2,1,A- UF / DF
2026-01-24_v3.84_enriched1,r00285_s002_o002,r00285_s002,r00285,2,2,H- HORZ
2026-01-24_v3.84_enriched1,r00285_s002_o003,r00285_s002,r00285,2,3,S- HORZ Slab
2026-01-24_v3.84_enriched1,r00285_s003_o001,r00285_s003,r00285,3,1,U- UCAS
2026-01-24_v3.84_enriched1,r00285_s003_o002,r00285_s003,r00285,3,2,P- Cased PTD
2026-01-24_v3.84_enriched1,r00285_s003_o003,r00285_s003,r00285,3,3,C- Cased UPTD
2026-01-24_v3.84_enriched1,r00286_s001_o001,r00286_s001,r00286,1,1,C- INDR CL
2026-01-24_v3.84_enriched1,r00286_s002_o001,r00286_s002,r00286,2,1,A- UF / DF
2026-01-24_v3.84_enriched1,r00286_s002_o002,r00286_s002,r00286,2,2,H- HORZ
2026-01-24_v3.84_enriched1,r00286_s002_o003,r00286_s002,r00286,2,3,S- HORZ Slab
2026-01-24_v3.84_enriched1,r00286_s003_o001,r00286_s003,r00286,3,1,U- UCAS
2026-01-24_v3.84_enriched1,r00286_s003_o002,r00286_s003,r00286,3,2,P- Cased PTD
2026-01-24_v3.84_enriched1,r00286_s003_o003,r00286_s003,r00286,3,3,C- Cased UPTD
2026-01-24_v3.84_enriched1,r00286_s003_o004,r00286_s003,r00286,3,4,H- HI EFF All Climate PTD
2026-01-24_v3.84_enriched1,r00286_s005_o001,r00286_s005,r00286,5,1,A- A CL
2026-01-24_v3.84_enriched1,r00286_s005_o002,r00286_s005,r00286,5,2,S- Slab
2026-01-24_v3.84_enriched1,r00287_s002_o001,r00287_s002,r00287,2,1,S- Split
2026-01-24_v3.84_enriched1,r00287_s002_o002,r00287_s002,r00287,2,2,V- INV Split
2026-01-24_v3.84_enriched1,r00287_s002_o003,r00287_s002,r00287,2,3,N- Nominal Split
2026-01-24_v3.84_enriched1,r00287_s003_o001,r00287_s003,r00287,3,1,C- AC COND R1
2026-01-24_v3.84_enriched1,r00287_s003_o002,r00287_s003,r00287,3,2,X- AC COND R2
2026-01-24_v3.84_enriched1,r00287_s003_o003,r00287_s003,r00287,3,3,H- HP R1
2026-01-24_v3.84_enriched1,r00287_s003_o004,r00287_s003,r00287,3,4,Z- HP R2
2026-01-24_v3.84_enriched1,r00288_s001_o001,r00288_s001,r00288,1,1,RCS- RTU COND SYS
2026-01-24_v3.84_enriched1,r00288_s005_o001,r00288_s005,r00288,5,1,C- V3
2026-01-24_v3.84_enriched1,r00288_s005_o002,r00288_s005,r00288,5,2,D- V4
2026-01-24_v3.84_enriched1,r00288_s005_o003,r00288_s005,r00288,5,3,Y- V5
2026-01-24_v3.84_enriched1,r00289_s002_o001,r00289_s002,r00289,2,1,S- Split
2026-01-24_v3.84_enriched1,r00289_s002_o002,r00289_s002,r00289,2,2,V- INV Split
2026-01-24_v3.84_enriched1,r00289_s002_o003,r00289_s002,r00289,2,3,N- Nominal Split
2026-01-24_v3.84_enriched1,r00289_s003_o001,r00289_s003,r00289,3,1,C- AC COND R1
2026-01-24_v3.84_enriched1,r00289_s003_o002,r00289_s003,r00289,3,2,X- AC COND R2
2026-01-24_v3.84_enriched1,r00289_s003_o003,r00289_s003,r00289,3,3,H- HP R1
2026-01-24_v3.84_enriched1,r00289_s003_o004,r00289_s003,r00289,3,4,Z- HP R2
2026-01-24_v3.84_enriched1,r00289_s003_o005,r00289_s003,r00289,3,5,V- INV
2026-01-24_v3.84_enriched1,r00289_s004_o001,r00289_s004,r00289,4,1,B- Classic
2026-01-24_v3.84_enriched1,r00289_s004_o002,r00289_s004,r00289,4,2,C- PRM / CMNT 4-wire COMM ready
2026-01-24_v3.84_enriched1,r00289_s004_o003,r00289_s004,r00289,4,3,H- Enhanced
2026-01-24_v3.84_enriched1,r00289_s004_o004,r00289_s004,r00289,4,4,M- Multi- FAM
2026-01-24_v3.84_enriched1,r00289_s004_o005,r00289_s004,r00289,4,5,N- Value
2026-01-24_v3.84_enriched1,r00289_s004_o006,r00289_s004,r00289,4,6,V- Ultimate
2026-01-24_v3.84_enriched1,r00290_s002_o001,r00290_s002,r00290,2,1,S- Split
2026-01-24_v3.84_enriched1,r00290_s002_o002,r00290_s002,r00290,2,2,V- INV Split
2026-01-24_v3.84_enriched1,r00290_s002_o003,r00290_s002,r00290,2,3,N- Nominal Split
2026-01-24_v3.84_enriched1,r00290_s003_o001,r00290_s003,r00290,3,1,C- AC COND R1
2026-01-24_v3.84_enriched1,r00290_s003_o002,r00290_s003,r00290,3,2,X- AC COND R2
2026-01-24_v3.84_enriched1,r00290_s003_o003,r00290_s003,r00290,3,3,H- HP R1
2026-01-24_v3.84_enriched1,r00290_s003_o004,r00290_s003,r00290,3,4,Z- HP R2
2026-01-24_v3.84_enriched1,r00290_s003_o005,r00290_s003,r00290,3,5,V- INV
2026-01-24_v3.84_enriched1,r00290_s004_o001,r00290_s004,r00290,4,1,B- Classic
2026-01-24_v3.84_enriched1,r00290_s004_o002,r00290_s004,r00290,4,2,C- PRM / CMNT 4-wire COMM ready
2026-01-24_v3.84_enriched1,r00290_s004_o003,r00290_s004,r00290,4,3,H- Enhanced
2026-01-24_v3.84_enriched1,r00290_s004_o004,r00290_s004,r00290,4,4,S- Side DISC
2026-01-24_v3.84_enriched1,r00290_s004_o005,r00290_s004,r00290,4,5,M- Multi- FAM
2026-01-24_v3.84_enriched1,r00290_s004_o006,r00290_s004,r00290,4,6,N- Value
2026-01-24_v3.84_enriched1,r00290_s004_o007,r00290_s004,r00290,4,7,V- Ultimate
2026-01-24_v3.84_enriched1,r00291_s002_o001,r00291_s002,r00291,2,1,N- DEL Split SYS
2026-01-24_v3.84_enriched1,r00291_s002_o002,r00291_s002,r00291,2,2,S- Split SYS
2026-01-24_v3.84_enriched1,r00291_s003_o001,r00291_s003,r00291,3,1,C- COND R1
2026-01-24_v3.84_enriched1,r00291_s003_o002,r00291_s003,r00291,3,2,H- HP R1
2026-01-24_v3.84_enriched1,r00291_s003_o003,r00291_s003,r00291,3,3,X- COND R2 REF
2026-01-24_v3.84_enriched1,r00291_s003_o004,r00291_s003,r00291,3,4,Z- HP R2 REF
2026-01-24_v3.84_enriched1,r00292_s002_o001,r00292_s002,r00292,2,1,V- VAR
2026-01-24_v3.84_enriched1,r00292_s003_o001,r00292_s003,r00292,3,1,X- AC R2
2026-01-24_v3.84_enriched1,r00292_s003_o002,r00292_s003,r00292,3,2,V- INV
2026-01-24_v3.84_enriched1,r00292_s003_o003,r00292_s003,r00292,3,3,Z- HP R2
2026-01-24_v3.84_enriched1,r00292_s004_o001,r00292_s004,r00292,4,1,A- Base
2026-01-24_v3.84_enriched1,r00292_s004_o002,r00292_s004,r00292,4,2,C- CMNT 4-Wire Ready
2026-01-24_v3.84_enriched1,r00292_s004_o003,r00292_s004,r00292,4,3,L- ComfortNet Lite
2026-01-24_v3.84_enriched1,r00292_s004_o004,r00292_s004,r00292,4,4,D- DEL
2026-01-24_v3.84_enriched1,r00292_s004_o005,r00292_s004,r00292,4,5,N- Nominal
2026-01-24_v3.84_enriched1,r00292_s004_o006,r00292_s004,r00292,4,6,S- SPL
2026-01-24_v3.84_enriched1,r00293_s002_o001,r00293_s002,r00293,2,1,X- AC R2
2026-01-24_v3.84_enriched1,r00293_s002_o002,r00293_s002,r00293,2,2,V- INV
2026-01-24_v3.84_enriched1,r00293_s002_o003,r00293_s002,r00293,2,3,Z- HP R2
2026-01-24_v3.84_enriched1,r00293_s004_o001,r00293_s004,r00293,4,1,S- SGL STG
2026-01-24_v3.84_enriched1,r00293_s004_o002,r00293_s004,r00293,4,2,T- Two STG
2026-01-24_v3.84_enriched1,r00293_s004_o003,r00293_s004,r00293,4,3,V- VAR SPD
2026-01-24_v3.84_enriched1,r00293_s005_o001,r00293_s005,r00293,5,1,A- Base
2026-01-24_v3.84_enriched1,r00293_s005_o002,r00293_s005,r00293,5,2,C- CMNT 4-Wire Ready
2026-01-24_v3.84_enriched1,r00293_s005_o003,r00293_s005,r00293,5,3,D- DEL
2026-01-24_v3.84_enriched1,r00293_s005_o004,r00293_s005,r00293,5,4,N- Nominal
2026-01-24_v3.84_enriched1,r00293_s005_o005,r00293_s005,r00293,5,5,S- Side DISC COMM
2026-01-24_v3.84_enriched1,r00294_s002_o001,r00294_s002,r00294,2,1,X- AC R2
2026-01-24_v3.84_enriched1,r00294_s002_o002,r00294_s002,r00294,2,2,V- INV
2026-01-24_v3.84_enriched1,r00294_s002_o003,r00294_s002,r00294,2,3,Z- HP R2
2026-01-24_v3.84_enriched1,r00294_s004_o001,r00294_s004,r00294,4,1,S- SGL STG
2026-01-24_v3.84_enriched1,r00294_s004_o002,r00294_s004,r00294,4,2,T- Two STG
2026-01-24_v3.84_enriched1,r00294_s004_o003,r00294_s004,r00294,4,3,V- VAR SPD
2026-01-24_v3.84_enriched1,r00294_s005_o001,r00294_s005,r00294,5,1,A- Base
2026-01-24_v3.84_enriched1,r00294_s005_o002,r00294_s005,r00294,5,2,C- CMNT 4-Wire Ready
2026-01-24_v3.84_enriched1,r00294_s005_o003,r00294_s005,r00294,5,3,D- DEL
2026-01-24_v3.84_enriched1,r00294_s005_o004,r00294_s005,r00294,5,4,N- Nominal
2026-01-24_v3.84_enriched1,r00294_s005_o005,r00294_s005,r00294,5,5,S- Side DISC COMM
2026-01-24_v3.84_enriched1,r00295_s002_o001,r00295_s002,r00295,2,1,C- COND R5
2026-01-24_v3.84_enriched1,r00295_s002_o002,r00295_s002,r00295,2,2,H- HP R5
2026-01-24_v3.84_enriched1,r00295_s002_o003,r00295_s002,r00295,2,3,X- AC R2
2026-01-24_v3.84_enriched1,r00295_s002_o004,r00295_s002,r00295,2,4,V- INV
2026-01-24_v3.84_enriched1,r00295_s002_o005,r00295_s002,r00295,2,5,Z- HP R2
2026-01-24_v3.84_enriched1,r00295_s004_o001,r00295_s004,r00295,4,1,S- SGL STG
2026-01-24_v3.84_enriched1,r00295_s004_o002,r00295_s004,r00295,4,2,T- Two STG
2026-01-24_v3.84_enriched1,r00295_s004_o003,r00295_s004,r00295,4,3,V- VAR SPD
2026-01-24_v3.84_enriched1,r00295_s005_o001,r00295_s005,r00295,5,1,A- Base
2026-01-24_v3.84_enriched1,r00295_s005_o002,r00295_s005,r00295,5,2,C- CMNT 4-Wire Ready
2026-01-24_v3.84_enriched1,r00295_s005_o003,r00295_s005,r00295,5,3,D- DEL
2026-01-24_v3.84_enriched1,r00295_s005_o004,r00295_s005,r00295,5,4,E- Enhanced
2026-01-24_v3.84_enriched1,r00295_s005_o005,r00295_s005,r00295,5,5,N- Nominal
2026-01-24_v3.84_enriched1,r00295_s005_o006,r00295_s005,r00295,5,6,S- Side DISC COMM
2026-01-24_v3.84_enriched1,r00295_s005_o007,r00295_s005,r00295,5,7,Q- Introductory
2026-01-24_v3.84_enriched1,r00296_s002_o001,r00296_s002,r00296,2,1,X- AC R5
2026-01-24_v3.84_enriched1,r00296_s002_o002,r00296_s002,r00296,2,2,Z- HP R5
2026-01-24_v3.84_enriched1,r00296_s003_o001,r00296_s003,r00296,3,1,S- SGL STG
2026-01-24_v3.84_enriched1,r00296_s003_o002,r00296_s003,r00296,3,2,T- Two STG
2026-01-24_v3.84_enriched1,r00296_s003_o003,r00296_s003,r00296,3,3,V- VAR SPD
2026-01-24_v3.84_enriched1,r00296_s005_o001,r00296_s005,r00296,5,1,A- Base
2026-01-24_v3.84_enriched1,r00296_s005_o002,r00296_s005,r00296,5,2,C- CMNT 4-Wire Ready
2026-01-24_v3.84_enriched1,r00296_s005_o003,r00296_s005,r00296,5,3,D- DEL
2026-01-24_v3.84_enriched1,r00296_s005_o004,r00296_s005,r00296,5,4,E- Enhanced
2026-01-24_v3.84_enriched1,r00296_s005_o005,r00296_s005,r00296,5,5,N- Nominal
2026-01-24_v3.84_enriched1,r00296_s005_o006,r00296_s005,r00296,5,6,S- Side DISC
2026-01-24_v3.84_enriched1,r00296_s005_o007,r00296_s005,r00296,5,7,Q- Introductory
2026-01-24_v3.84_enriched1,r00297_s002_o001,r00297_s002,r00297,2,1,X- AC R2
2026-01-24_v3.84_enriched1,r00297_s002_o002,r00297_s002,r00297,2,2,V- INV
2026-01-24_v3.84_enriched1,r00297_s002_o003,r00297_s002,r00297,2,3,Z- HP R2
2026-01-24_v3.84_enriched1,r00297_s002_o004,r00297_s002,r00297,2,4,L- R32 Split SYS
2026-01-24_v3.84_enriched1,r00297_s004_o001,r00297_s004,r00297,4,1,S- SGL STG
2026-01-24_v3.84_enriched1,r00297_s004_o002,r00297_s004,r00297,4,2,T- Two STG
2026-01-24_v3.84_enriched1,r00297_s004_o003,r00297_s004,r00297,4,3,V- VAR SPD
2026-01-24_v3.84_enriched1,r00297_s006_o001,r00297_s006,r00297,6,1,A- Base
2026-01-24_v3.84_enriched1,r00297_s006_o002,r00297_s006,r00297,6,2,B- STD
2026-01-24_v3.84_enriched1,r00297_s006_o003,r00297_s006,r00297,6,3,C- CMNT 4-Wire Ready
2026-01-24_v3.84_enriched1,r00297_s006_o004,r00297_s006,r00297,6,4,D- DEL
2026-01-24_v3.84_enriched1,r00297_s006_o005,r00297_s006,r00297,6,5,E- Enhanced
2026-01-24_v3.84_enriched1,r00297_s006_o006,r00297_s006,r00297,6,6,M- Multi FAM
2026-01-24_v3.84_enriched1,r00297_s006_o007,r00297_s006,r00297,6,7,N- Nominal
2026-01-24_v3.84_enriched1,r00297_s006_o008,r00297_s006,r00297,6,8,S- Side DISC COMM
2026-01-24_v3.84_enriched1,r00297_s006_o009,r00297_s006,r00297,6,9,Q- Introductory
2026-01-24_v3.84_enriched1,r00298_s002_o001,r00298_s002,r00298,2,1,C- DF / HORZ
2026-01-24_v3.84_enriched1,r00298_s002_o002,r00298_s002,r00298,2,2,D- DED DF
2026-01-24_v3.84_enriched1,r00298_s002_o003,r00298_s002,r00298,2,3,H- HI ARF
2026-01-24_v3.84_enriched1,r00298_s002_o004,r00298_s002,r00298,2,4,K- DED UF
2026-01-24_v3.84_enriched1,r00298_s002_o005,r00298_s002,r00298,2,5,M- UF / HORZ
2026-01-24_v3.84_enriched1,r00298_s008_o001,r00298_s008,r00298,8,1,N- NG
2026-01-24_v3.84_enriched1,r00298_s008_o002,r00298_s008,r00298,8,2,X- LNOX
2026-01-24_v3.84_enriched1,r00298_s008_o003,r00298_s008,r00298,8,3,U- Ultra LNOX
2026-01-24_v3.84_enriched1,r00298_s008_o004,r00298_s008,r00298,8,4,*- Note Any
2026-01-24_v3.84_enriched1,r00299_s002_o001,r00299_s002,r00299,2,1,M- UF / HORZ
2026-01-24_v3.84_enriched1,r00299_s002_o002,r00299_s002,r00299,2,2,C- DF / HORZ
2026-01-24_v3.84_enriched1,r00299_s004_o001,r00299_s004,r00299,4,1,M- MODU
2026-01-24_v3.84_enriched1,r00299_s004_o002,r00299_s004,r00299,4,2,C- 2 STG
2026-01-24_v3.84_enriched1,r00299_s004_o003,r00299_s004,r00299,4,3,S- SGL STG
2026-01-24_v3.84_enriched1,r00299_s004_o004,r00299_s004,r00299,4,4,H- CONVT SGL PH
2026-01-24_v3.84_enriched1,r00299_s009_o001,r00299_s009,r00299,9,1,N- NG
2026-01-24_v3.84_enriched1,r00299_s009_o002,r00299_s009,r00299,9,2,X- LNOX
2026-01-24_v3.84_enriched1,r00299_s009_o003,r00299_s009,r00299,9,3,U- Ultra LNOX
2026-01-24_v3.84_enriched1,r00299_s009_o004,r00299_s009,r00299,9,4,*- Note Any
2026-01-24_v3.84_enriched1,r00300_s002_o001,r00300_s002,r00300,2,1,M- MP
2026-01-24_v3.84_enriched1,r00300_s002_o002,r00300_s002,r00300,2,2,D- DED DF
2026-01-24_v3.84_enriched1,r00300_s002_o003,r00300_s002,r00300,2,3,P- 80% SGL STG
2026-01-24_v3.84_enriched1,r00300_s002_o004,r00300_s002,r00300,2,4,S- 92% SGL STG
2026-01-24_v3.84_enriched1,r00300_s003_o001,r00300_s003,r00300,3,1,T- 80% TUBR HX
2026-01-24_v3.84_enriched1,r00300_s003_o002,r00300_s003,r00300,3,2,P- 80% Non- TUBR HX
2026-01-24_v3.84_enriched1,r00300_s003_o003,r00300_s003,r00300,3,3,D- DF POS
2026-01-24_v3.84_enriched1,r00300_s003_o004,r00300_s003,r00300,3,4,M- MP ( UF / HORZ )
2026-01-24_v3.84_enriched1,r00301_s002_o001,r00301_s002,r00301,2,1,M- MP
2026-01-24_v3.84_enriched1,r00301_s002_o002,r00301_s002,r00301,2,2,D- DED DF
2026-01-24_v3.84_enriched1,r00301_s002_o003,r00301_s002,r00301,2,3,P- 80% SGL STG
2026-01-24_v3.84_enriched1,r00301_s002_o004,r00301_s002,r00301,2,4,S- 92% SGL STG
2026-01-24_v3.84_enriched1,r00301_s003_o001,r00301_s003,r00301,3,1,T- 80% TUBR HX
2026-01-24_v3.84_enriched1,r00301_s003_o002,r00301_s003,r00301,3,2,P- 80% Non- TUBR HX
2026-01-24_v3.84_enriched1,r00301_s003_o003,r00301_s003,r00301,3,3,D- DF POS
2026-01-24_v3.84_enriched1,r00301_s003_o004,r00301_s003,r00301,3,4,M- MP ( UF / HORZ )
2026-01-24_v3.84_enriched1,r00302_s003_o001,r00302_s003,r00302,3,1,M- MP
2026-01-24_v3.84_enriched1,r00302_s003_o002,r00302_s003,r00302,3,2,D- DED DF
2026-01-24_v3.84_enriched1,r00302_s003_o003,r00302_s003,r00302,3,3,P- 80%
2026-01-24_v3.84_enriched1,r00302_s003_o004,r00302_s003,r00302,3,4,S- 92%
2026-01-24_v3.84_enriched1,r00303_s002_o001,r00303_s002,r00303,2,1,M- MP
2026-01-24_v3.84_enriched1,r00303_s002_o002,r00303_s002,r00303,2,2,D- DED DF
2026-01-24_v3.84_enriched1,r00303_s002_o003,r00303_s002,r00303,2,3,P- 80% SGL STG
2026-01-24_v3.84_enriched1,r00303_s002_o004,r00303_s002,r00303,2,4,S- 92% SGL STG
2026-01-24_v3.84_enriched1,r00303_s003_o001,r00303_s003,r00303,3,1,T- 80% TUBR HX
2026-01-24_v3.84_enriched1,r00303_s003_o002,r00303_s003,r00303,3,2,P- POS or 80% Non- TUBR HX
2026-01-24_v3.84_enriched1,r00303_s003_o003,r00303_s003,r00303,3,3,D- DF POS
2026-01-24_v3.84_enriched1,r00303_s003_o004,r00303_s003,r00303,3,4,M- MP ( UF / HORZ )
2026-01-24_v3.84_enriched1,r00303_s003_o005,r00303_s003,r00303,3,5,N- 92.6% CONG
2026-01-24_v3.84_enriched1,r00303_s004_o001,r00303_s004,r00303,4,1,V- VAR SPD SGL STG
2026-01-24_v3.84_enriched1,r00303_s004_o002,r00303_s004,r00303,4,2,E- VAR SPD Two STG
2026-01-24_v3.84_enriched1,r00303_s004_o003,r00303_s004,r00303,4,3,H- HI ARF
2026-01-24_v3.84_enriched1,r00303_s004_o004,r00303_s004,r00303,4,4,N- 90% CONG FURN
