SnapshotId,RecordId,RecordOrdinal,BrandRaw,BrandNormalized,Category,CategoryEquipmentTypes,Length,SegCountDeclared,SegmentCountObserved,OptionCountObserved,ExtraFieldsJson
2026-01-24_v3.84_enriched1,r00202,202,Bryant,CARRIER/ICP,Coil,[],12,10,10,11,{}
2026-01-24_v3.84_enriched1,r00203,203,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,5,5,0,{}
2026-01-24_v3.84_enriched1,r00204,204,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,7,7,1,{}
2026-01-24_v3.84_enriched1,r00205,205,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",14,6,7,1,{}
2026-01-24_v3.84_enriched1,r00206,206,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,7,7,0,{}
2026-01-24_v3.84_enriched1,r00207,207,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,0,{}
2026-01-24_v3.84_enriched1,r00208,208,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,5,{}
2026-01-24_v3.84_enriched1,r00209,209,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",13,11,11,6,{}
2026-01-24_v3.84_enriched1,r00210,210,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",16,12,12,6,{}
2026-01-24_v3.84_enriched1,r00211,211,Bryant,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",17,14,14,23,{}
2026-01-24_v3.84_enriched1,r00212,212,Bryant,CARRIER/ICP,Furnace,"[""Furnace""]",12,4,4,2,{}
2026-01-24_v3.84_enriched1,r00213,213,Bryant,CARRIER/ICP,Furnace,"[""Furnace""]",12,5,5,8,{}
2026-01-24_v3.84_enriched1,r00214,214,Bryant,CARRIER/ICP,Furnace,"[""Furnace""]",12,6,6,8,{}
2026-01-24_v3.84_enriched1,r00215,215,Bryant,CARRIER/ICP,Furnace,"[""Furnace""]",16,12,12,18,{}
2026-01-24_v3.84_enriched1,r00216,216,Bryant,CARRIER/ICP,Mini-Split,"[""Ductless Split System""]",13,8,8,4,{}
2026-01-24_v3.84_enriched1,r00217,217,Bryant,CARRIER/ICP,Multi,[],16,12,9,24,{}
2026-01-24_v3.84_enriched1,r00218,218,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",12,6,6,0,{}
2026-01-24_v3.84_enriched1,r00219,219,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",13,8,8,9,{}
2026-01-24_v3.84_enriched1,r00220,220,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",14,6,6,3,{}
2026-01-24_v3.84_enriched1,r00221,221,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",14,8,8,1,{}
2026-01-24_v3.84_enriched1,r00222,222,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",14,8,8,18,{}
2026-01-24_v3.84_enriched1,r00223,223,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",15,9,9,23,{}
2026-01-24_v3.84_enriched1,r00224,224,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",16,9,9,6,{}
2026-01-24_v3.84_enriched1,r00225,225,Bryant,CARRIER/ICP,Package,"[""Packaged Unit""]",16,10,10,17,{}
2026-01-24_v3.84_enriched1,r00226,226,Bryant,CARRIER/ICP,Package Rooftop Unit,"[""Packaged Unit""]",17,11,11,59,{}
2026-01-24_v3.84_enriched1,r00227,227,Magic Aire,MAGIC AIRE,Air Handler,"[""Air Handling Unit""]",14,11,11,44,{}
2026-01-24_v3.84_enriched1,r00228,228,Magic Aire,MAGIC AIRE,Air Handler,"[""Air Handling Unit""]",23,20,20,157,{}
2026-01-24_v3.84_enriched1,r00229,229,Payne,PAYNE,Air Handler,"[""Air Handling Unit""]",12,8,8,7,{}
2026-01-24_v3.84_enriched1,r00230,230,Payne,PAYNE,Air Handler,"[""Air Handling Unit""]",12,8,8,2,{}
2026-01-24_v3.84_enriched1,r00231,231,Payne,PAYNE,Air Handler,"[""Air Handling Unit""]",12,9,9,5,{}
2026-01-24_v3.84_enriched1,r00232,232,Payne,PAYNE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,6,6,1,{}
2026-01-24_v3.84_enriched1,r00233,233,Payne,PAYNE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,9,5,{}
2026-01-24_v3.84_enriched1,r00234,234,Payne,PAYNE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",16,9,9,14,{}
2026-01-24_v3.84_enriched1,r00235,235,Payne,PAYNE,Furnace,"[""Furnace""]",12,4,4,2,{}
2026-01-24_v3.84_enriched1,r00236,236,Payne,PAYNE,Furnace,"[""Furnace""]",14,10,10,5,{}
2026-01-24_v3.84_enriched1,r00237,237,Payne,PAYNE,Furnace,"[""Furnace""]",14,10,10,7,{}
2026-01-24_v3.84_enriched1,r00238,238,Payne,PAYNE,Furnace,"[""Furnace""]",16,10,10,4,{}
2026-01-24_v3.84_enriched1,r00239,239,Payne,PAYNE,Furnace,"[""Furnace""]",16,12,12,4,{}
2026-01-24_v3.84_enriched1,r00240,240,Payne,PAYNE,Mini-Split,"[""Ductless Split System""]",12,9,9,10,{}
2026-01-24_v3.84_enriched1,r00241,241,Payne,PAYNE,Package,"[""Packaged Unit""]",7,5,5,4,{}
2026-01-24_v3.84_enriched1,r00242,242,Payne,PAYNE,Package,"[""Packaged Unit""]",16,12,12,20,{}
2026-01-24_v3.84_enriched1,r00243,243,Payne,PAYNE,Package,"[""Packaged Unit""]",16,12,12,11,{}
2026-01-24_v3.84_enriched1,r00244,244,Carrier-Toshiba,CARRIER-TOSHIBA,Multi,[],17,12,12,16,{}
2026-01-24_v3.84_enriched1,r00245,245,Carrier-Toshiba,CARRIER-TOSHIBA,Multi,[],18,13,13,16,{}
2026-01-24_v3.84_enriched1,r00246,246,Heatcraft,HEATCRAFT,Refrigeration Unit Coolers,[],10,7,7,20,{}
2026-01-24_v3.84_enriched1,r00247,247,Heatcraft,HEATCRAFT,Refrigeration Unit Coolers,[],10,9,8,20,{}
2026-01-24_v3.84_enriched1,r00248,248,Cold Zone,COLD ZONE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,8,8,16,{}
2026-01-24_v3.84_enriched1,r00249,249,Comfort Star,COMFORT STAR,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,3,3,2,{}
2026-01-24_v3.84_enriched1,r00250,250,Comfort Star,COMFORT STAR,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,5,5,1,{}
2026-01-24_v3.84_enriched1,r00251,251,Comfort Star,COMFORT STAR,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,7,7,2,{}
2026-01-24_v3.84_enriched1,r00252,252,Comfort Star,COMFORT STAR,Mini-Split,"[""Ductless Split System""]",11,4,4,8,{}
2026-01-24_v3.84_enriched1,r00253,253,Comfort Star,COMFORT STAR,Mini-Split,"[""Ductless Split System""]",13,5,5,8,{}
2026-01-24_v3.84_enriched1,r00254,254,Commercial Aire Products,COMMERCIAL AIRE PRODUCTS,Air Handler,"[""Air Handling Unit""]",18,13,13,28,{}
2026-01-24_v3.84_enriched1,r00255,255,Consolidated Industries,CONSOLIDATED INDUSTRIES,Furnace,"[""Furnace""]",10,8,8,22,{}
2026-01-24_v3.84_enriched1,r00256,256,Compu-Aire,COMPU-AIRE,Package,"[""Packaged Unit""]",7,6,6,8,{}
2026-01-24_v3.84_enriched1,r00257,257,Compu-Aire,COMPU-AIRE,Package,"[""Packaged Unit""]",9,7,7,8,{}
2026-01-24_v3.84_enriched1,r00258,258,Compu-Aire,COMPU-AIRE,Package,"[""Packaged Unit""]",10,7,7,8,{}
2026-01-24_v3.84_enriched1,r00259,259,Copeland,COPELAND,Compressor,[],12,9,9,38,{}
2026-01-24_v3.84_enriched1,r00260,260,Copeland,COPELAND,Compressor,[],12,10,10,21,{}
2026-01-24_v3.84_enriched1,r00261,261,Copeland,COPELAND,Compressor,[],13,10,10,31,{}
2026-01-24_v3.84_enriched1,r00262,262,Copeland,COPELAND,Compressor,[],13,11,11,23,{}
2026-01-24_v3.84_enriched1,r00263,263,Copeland,COPELAND,Compressor,[],13,11,11,37,{}
2026-01-24_v3.84_enriched1,r00264,264,Copeland,COPELAND,Compressor,[],14,11,11,47,{}
2026-01-24_v3.84_enriched1,r00265,265,Copeland,COPELAND,Compressor,[],14,7,7,20,{}
2026-01-24_v3.84_enriched1,r00266,266,Copeland,COPELAND,Compressor,[],15,11,11,46,{}
2026-01-24_v3.84_enriched1,r00267,267,Copeland,COPELAND,Compressor,[],17,13,13,40,{}
2026-01-24_v3.84_enriched1,r00268,268,Copeland,COPELAND,Refrigeration Unit Coolers,[],17,13,13,12,{}
2026-01-24_v3.84_enriched1,r00269,269,Copeland,COPELAND,Refrigeration Unit Coolers,[],18,16,16,69,{}
2026-01-24_v3.84_enriched1,r00270,270,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",7,4,4,2,{}
2026-01-24_v3.84_enriched1,r00271,271,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",9,6,6,2,{}
2026-01-24_v3.84_enriched1,r00272,272,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",9,8,8,7,{}
2026-01-24_v3.84_enriched1,r00273,273,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",10,6,6,13,{}
2026-01-24_v3.84_enriched1,r00274,274,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",10,7,7,3,{}
2026-01-24_v3.84_enriched1,r00275,275,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",10,8,8,24,{}
2026-01-24_v3.84_enriched1,r00276,276,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",10,9,9,4,{}
2026-01-24_v3.84_enriched1,r00277,277,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",11,9,9,4,{}
2026-01-24_v3.84_enriched1,r00278,278,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",11,9,9,3,{}
2026-01-24_v3.84_enriched1,r00279,279,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",12,10,10,4,{}
2026-01-24_v3.84_enriched1,r00280,280,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",12,10,10,24,{}
2026-01-24_v3.84_enriched1,r00281,281,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",12,11,11,4,{}
2026-01-24_v3.84_enriched1,r00282,282,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",14,11,11,8,{}
2026-01-24_v3.84_enriched1,r00283,283,Daikin,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",14,12,12,16,{}
2026-01-24_v3.84_enriched1,r00284,284,Daikin,GOODMAN/AMANA/DAIKIN,Chiller,"[""Chiller""]",9,7,7,5,{}
2026-01-24_v3.84_enriched1,r00285,285,Daikin,GOODMAN/AMANA/DAIKIN,Coil,[],12,10,10,7,{}
2026-01-24_v3.84_enriched1,r00286,286,Daikin,GOODMAN/AMANA/DAIKIN,Coil,[],13,11,11,10,{}
2026-01-24_v3.84_enriched1,r00287,287,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,6,6,7,{}
2026-01-24_v3.84_enriched1,r00288,288,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,5,5,4,{}
2026-01-24_v3.84_enriched1,r00289,289,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,7,7,14,{}
2026-01-24_v3.84_enriched1,r00290,290,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,9,9,15,{}
2026-01-24_v3.84_enriched1,r00291,291,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,9,9,6,{}
2026-01-24_v3.84_enriched1,r00292,292,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,9,10,{}
2026-01-24_v3.84_enriched1,r00293,293,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,9,11,{}
2026-01-24_v3.84_enriched1,r00294,294,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,10,10,11,{}
2026-01-24_v3.84_enriched1,r00295,295,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,15,{}
2026-01-24_v3.84_enriched1,r00296,296,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,12,{}
2026-01-24_v3.84_enriched1,r00297,297,Daikin,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",13,12,12,16,{}
2026-01-24_v3.84_enriched1,r00298,298,Daikin,GOODMAN/AMANA/DAIKIN,Condensing Furnace,[],11,8,8,9,{}
2026-01-24_v3.84_enriched1,r00299,299,Daikin,GOODMAN/AMANA/DAIKIN,Condensing Furnace,[],12,9,9,10,{}
2026-01-24_v3.84_enriched1,r00300,300,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",7,5,5,8,{}
2026-01-24_v3.84_enriched1,r00301,301,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",8,6,6,8,{}
2026-01-24_v3.84_enriched1,r00302,302,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",9,7,7,4,{}
2026-01-24_v3.84_enriched1,r00303,303,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",9,7,7,15,{}
2026-01-24_v3.84_enriched1,r00304,304,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",10,8,8,16,{}
2026-01-24_v3.84_enriched1,r00305,305,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",10,8,8,17,{}
2026-01-24_v3.84_enriched1,r00306,306,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",11,9,9,12,{}
2026-01-24_v3.84_enriched1,r00307,307,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",12,9,9,13,{}
2026-01-24_v3.84_enriched1,r00308,308,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",14,11,11,16,{}
2026-01-24_v3.84_enriched1,r00309,309,Daikin,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",14,11,11,16,{}
2026-01-24_v3.84_enriched1,r00310,310,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",9,7,7,11,{}
2026-01-24_v3.84_enriched1,r00311,311,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",9,7,7,12,{}
2026-01-24_v3.84_enriched1,r00312,312,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",10,6,6,5,{}
2026-01-24_v3.84_enriched1,r00313,313,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",10,7,7,5,{}
2026-01-24_v3.84_enriched1,r00314,314,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",10,7,7,12,{}
2026-01-24_v3.84_enriched1,r00315,315,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",10,7,7,25,{}
2026-01-24_v3.84_enriched1,r00316,316,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",11,7,7,24,{}
2026-01-24_v3.84_enriched1,r00317,317,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",11,7,7,20,{}
2026-01-24_v3.84_enriched1,r00318,318,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",11,8,8,21,{}
2026-01-24_v3.84_enriched1,r00319,319,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",11,8,8,11,{}
2026-01-24_v3.84_enriched1,r00320,320,Daikin,GOODMAN/AMANA/DAIKIN,Mini-Split,"[""Ductless Split System""]",10,7,7,12,{}
2026-01-24_v3.84_enriched1,r00321,321,Daikin,GOODMAN/AMANA/DAIKIN,Multi,[],10,5,5,3,{}
2026-01-24_v3.84_enriched1,r00322,322,Daikin,GOODMAN/AMANA/DAIKIN,Multi,[],11,5,5,3,{}
2026-01-24_v3.84_enriched1,r00323,323,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",10,8,8,1,{}
2026-01-24_v3.84_enriched1,r00324,324,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",11,6,6,0,{}
2026-01-24_v3.84_enriched1,r00325,325,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",11,8,8,13,{}
2026-01-24_v3.84_enriched1,r00326,326,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",11,10,10,3,{}
2026-01-24_v3.84_enriched1,r00327,327,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",11,7,7,7,{}
2026-01-24_v3.84_enriched1,r00328,328,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",11,10,10,3,{}
2026-01-24_v3.84_enriched1,r00329,329,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",12,8,8,1,{}
2026-01-24_v3.84_enriched1,r00330,330,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",12,8,8,1,{}
2026-01-24_v3.84_enriched1,r00331,331,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",12,10,10,1,{}
2026-01-24_v3.84_enriched1,r00332,332,Daikin,GOODMAN/AMANA/DAIKIN,Package Rooftop Unit,"[""Packaged Unit""]",12,10,10,25,{}
2026-01-24_v3.84_enriched1,r00333,333,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",13,8,8,16,{}
2026-01-24_v3.84_enriched1,r00334,334,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",13,9,9,1,{}
2026-01-24_v3.84_enriched1,r00335,335,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",14,11,11,6,{}
2026-01-24_v3.84_enriched1,r00336,336,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",14,11,11,3,{}
2026-01-24_v3.84_enriched1,r00337,337,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",15,11,11,10,{}
2026-01-24_v3.84_enriched1,r00338,338,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",15,11,11,1,{}
2026-01-24_v3.84_enriched1,r00339,339,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",15,11,11,49,{}
2026-01-24_v3.84_enriched1,r00340,340,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",16,12,12,69,{}
2026-01-24_v3.84_enriched1,r00341,341,Daikin,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",18,15,15,66,{}
2026-01-24_v3.84_enriched1,r00342,342,Daikin,GOODMAN/AMANA/DAIKIN,Package Rooftop Unit,"[""Packaged Unit""]",17,12,12,38,{}
2026-01-24_v3.84_enriched1,r00343,343,Daikin,GOODMAN/AMANA/DAIKIN,Package Rooftop Unit,"[""Packaged Unit""]",24,19,19,133,{}
2026-01-24_v3.84_enriched1,r00344,344,Daikin,GOODMAN/AMANA/DAIKIN,VRV,"[""VRF - Condensing Unit"", ""VRF - Terminal Unit""]",11,7,7,34,{}
2026-01-24_v3.84_enriched1,r00345,345,Daikin,GOODMAN/AMANA/DAIKIN,Water Source HP,"[""WSHP""]",25,21,21,49,{}
2026-01-24_v3.84_enriched1,r00346,346,Amana,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",8,7,7,7,{}
2026-01-24_v3.84_enriched1,r00347,347,Amana,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",7,4,4,0,{}
2026-01-24_v3.84_enriched1,r00348,348,Amana,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",8,5,5,1,{}
2026-01-24_v3.84_enriched1,r00349,349,Amana,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",10,7,7,2,{}
2026-01-24_v3.84_enriched1,r00350,350,Amana,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",11,8,8,3,{}
2026-01-24_v3.84_enriched1,r00351,351,Amana,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",11,9,9,3,{}
2026-01-24_v3.84_enriched1,r00352,352,Amana,GOODMAN/AMANA/DAIKIN,Coil,[],10,8,8,4,{}
2026-01-24_v3.84_enriched1,r00353,353,Amana,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,7,7,2,{}
2026-01-24_v3.84_enriched1,r00354,354,Amana,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,7,7,11,{}
2026-01-24_v3.84_enriched1,r00355,355,Amana,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,8,8,5,{}
2026-01-24_v3.84_enriched1,r00356,356,Amana,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,9,9,5,{}
2026-01-24_v3.84_enriched1,r00357,357,Amana,GOODMAN/AMANA/DAIKIN,Condensing Furnace,[],8,6,6,2,{}
2026-01-24_v3.84_enriched1,r00358,358,Amana,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",10,7,7,14,{}
2026-01-24_v3.84_enriched1,r00359,359,Amana,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",10,7,7,18,{}
2026-01-24_v3.84_enriched1,r00360,360,Amana,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",10,8,8,7,{}
2026-01-24_v3.84_enriched1,r00361,361,Amana,GOODMAN/AMANA/DAIKIN,Furnace,"[""Furnace""]",11,8,8,20,{}
2026-01-24_v3.84_enriched1,r00362,362,Amana,GOODMAN/AMANA/DAIKIN,Heater Kit,[],8,5,5,6,{}
2026-01-24_v3.84_enriched1,r00363,363,Amana,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",11,8,8,1,{}
2026-01-24_v3.84_enriched1,r00364,364,Amana,GOODMAN/AMANA/DAIKIN,PTAC,"[""PTAC""]",15,11,11,82,{}
2026-01-24_v3.84_enriched1,r00365,365,Goodman,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",9,7,7,2,{}
2026-01-24_v3.84_enriched1,r00366,366,Goodman,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",10,8,8,4,{}
2026-01-24_v3.84_enriched1,r00367,367,Goodman,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",12,9,9,4,{}
2026-01-24_v3.84_enriched1,r00368,368,Goodman,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",12,11,11,5,{}
2026-01-24_v3.84_enriched1,r00369,369,Goodman,GOODMAN/AMANA/DAIKIN,Air Handler,"[""Air Handling Unit""]",13,11,11,5,{}
2026-01-24_v3.84_enriched1,r00370,370,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",7,4,4,10,{}
2026-01-24_v3.84_enriched1,r00371,371,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",7,4,4,10,{}
2026-01-24_v3.84_enriched1,r00372,372,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",7,5,5,1,{}
2026-01-24_v3.84_enriched1,r00373,373,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",7,6,6,1,{}
2026-01-24_v3.84_enriched1,r00374,374,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,4,4,8,{}
2026-01-24_v3.84_enriched1,r00375,375,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,6,6,1,{}
2026-01-24_v3.84_enriched1,r00376,376,Goodman,GOODMAN/AMANA/DAIKIN,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,9,{}
2026-01-24_v3.84_enriched1,r00377,377,Goodman,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",10,4,4,1,{}
2026-01-24_v3.84_enriched1,r00378,378,Goodman,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",12,6,6,2,{}
2026-01-24_v3.84_enriched1,r00379,379,Goodman,GOODMAN/AMANA/DAIKIN,Package,"[""Packaged Unit""]",16,12,12,24,{}
2026-01-24_v3.84_enriched1,r00380,380,McQuay,MCQUAY,Chiller,"[""Chiller""]",9,7,7,5,{}
2026-01-24_v3.84_enriched1,r00381,381,McQuay,MCQUAY,PTAC,"[""PTAC""]",15,9,9,10,{}
2026-01-24_v3.84_enriched1,r00382,382,McQuay,MCQUAY,Package Rooftop Unit,"[""Packaged Unit""]",9,7,7,17,{}
2026-01-24_v3.84_enriched1,r00383,383,McQuay,MCQUAY,Package Rooftop Unit,"[""Packaged Unit""]",14,9,9,9,{}
2026-01-24_v3.84_enriched1,r00384,384,McQuay,MCQUAY,Water Source HP,"[""WSHP""]",10,6,6,32,{}
2026-01-24_v3.84_enriched1,r00385,385,McQuay,MCQUAY,Water Source HP,"[""WSHP""]",13,9,9,30,{}
2026-01-24_v3.84_enriched1,r00386,386,Danfoss,DANFOSS,Compressor,[],7,6,6,33,{}
2026-01-24_v3.84_enriched1,r00387,387,Danfoss,DANFOSS,Compressor,[],11,9,9,28,{}
