SnapshotId,SegmentId,RecordId,SegmentOrdinal,SL,DEF,DEFNormalized,IsCompressedType,StartPos,EndPos,OptionCount,ExtraFieldsJson
2026-01-24_v3.84_enriched1,r00071_s004,r00071,4,1,PP,,false,8,8,2,{}
2026-01-24_v3.84_enriched1,r00071_s005,r00071,5,1,CL,,false,9,9,2,{}
2026-01-24_v3.84_enriched1,r00071_s006,r00071,6,1,Circulator,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00071_s007,r00071,7,1,CONF,,false,11,11,2,{}
2026-01-24_v3.84_enriched1,r00071_s008,r00071,8,1,PCG,,false,12,12,1,{}
2026-01-24_v3.84_enriched1,r00071_s009,r00071,9,1,NA,,false,13,13,1,{}
2026-01-24_v3.84_enriched1,r00071_s010,r00071,10,1,Country,,false,14,14,2,{}
2026-01-24_v3.84_enriched1,r00072_s001,r00072,1,3,FAM,,false,1,3,2,{}
2026-01-24_v3.84_enriched1,r00072_s002,r00072,2,3,Gas Heat,,true,4,6,0,{}
2026-01-24_v3.84_enriched1,r00072_s003,r00072,3,1,IGN,,false,7,7,2,{}
2026-01-24_v3.84_enriched1,r00072_s004,r00072,4,1,Fuel / PP,,false,8,8,2,{}
2026-01-24_v3.84_enriched1,r00072_s005,r00072,5,1,PPG,,false,9,9,1,{}
2026-01-24_v3.84_enriched1,r00072_s006,r00072,6,1,Circulator,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00072_s007,r00072,7,1,CONF,,false,11,11,2,{}
2026-01-24_v3.84_enriched1,r00072_s008,r00072,8,1,PCG,,false,12,12,1,{}
2026-01-24_v3.84_enriched1,r00072_s009,r00072,9,1,ALTD,,false,13,13,4,{}
2026-01-24_v3.84_enriched1,r00072_s010,r00072,10,1,Country,,false,14,14,2,{}
2026-01-24_v3.84_enriched1,r00073_s001,r00073,1,3,Brand,,false,1,3,1,{}
2026-01-24_v3.84_enriched1,r00073_s002,r00073,2,1,Spacer,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00073_s003,r00073,3,2,Cooling,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00073_s004,r00073,4,2,Unit Type,,false,7,8,9,{}
2026-01-24_v3.84_enriched1,r00073_s005,r00073,5,1,Spacer,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00073_s006,r00073,6,1,PH,,false,10,10,2,{}
2026-01-24_v3.84_enriched1,r00073_s007,r00073,7,1,PWR,,false,11,11,4,{}
2026-01-24_v3.84_enriched1,r00073_s008,r00073,8,1,Spacer,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00073_s009,r00073,9,1,COND Material,,false,13,13,2,{}
2026-01-24_v3.84_enriched1,r00073_s010,r00073,10,1,CTRL Arrangement,,false,14,14,11,{}
2026-01-24_v3.84_enriched1,r00074_s001,r00074,1,4,PDT,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00074_s002,r00074,2,3,CPTY,,false,5,7,18,{}
2026-01-24_v3.84_enriched1,r00074_s003,r00074,3,1,Carrier Voltage,Voltage,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00074_s004,r00074,4,1,Revision,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00074_s005,r00074,5,1,Revision,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00075_s001,r00075,1,2,PDT,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00075_s002,r00075,2,1,Class,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00075_s003,r00075,3,1,Connection,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00075_s004,r00075,4,3,Cooling,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00075_s005,r00075,5,1,Carrier Voltage,Voltage,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00075_s006,r00075,6,1,Revision,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00075_s007,r00075,7,1,Revision,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00076_s001,r00076,1,5,PDT,,false,1,5,1,{}
2026-01-24_v3.84_enriched1,r00076_s002,r00076,2,2,Cooling,,true,6,7,0,{}
2026-01-24_v3.84_enriched1,r00076_s003,r00076,3,1,PWR,,false,8,8,6,{}
2026-01-24_v3.84_enriched1,r00076_s004,r00076,4,1,Revision,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00076_s005,r00076,5,1,CTRL,,false,10,10,2,{}
2026-01-24_v3.84_enriched1,r00076_s006,r00076,6,1,HT OPT,,false,11,11,3,{}
2026-01-24_v3.84_enriched1,r00076_s007,r00076,7,1,FLTR,,false,12,12,2,{}
2026-01-24_v3.84_enriched1,r00077_s001,r00077,1,2,LOC,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00077_s002,r00077,2,2,MDL,,false,3,4,2,{}
2026-01-24_v3.84_enriched1,r00077_s003,r00077,3,1,Type,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00077_s004,r00077,4,1,Revision,,true,6,6,0,{}
2026-01-24_v3.84_enriched1,r00077_s005,r00077,5,1,Class,,true,7,7,0,{}
2026-01-24_v3.84_enriched1,r00077_s006,r00077,6,2,Cooling,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00077_s007,r00077,7,1,Fan CL Units CONN,,false,10,10,1,{}
2026-01-24_v3.84_enriched1,r00077_s008,r00077,8,1,APP,,false,11,11,3,{}
2026-01-24_v3.84_enriched1,r00077_s009,r00077,9,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00078_s001,r00078,1,1,Product,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00078_s002,r00078,2,1,Tier,,false,2,2,3,{}
2026-01-24_v3.84_enriched1,r00078_s003,r00078,3,1,POS,,false,3,3,1,{}
2026-01-24_v3.84_enriched1,r00078_s004,r00078,4,1,Revision,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00078_s005,r00078,5,1,Carrier Voltage,Voltage,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00078_s006,r00078,6,1,CAB / Metering,,false,6,6,3,{}
2026-01-24_v3.84_enriched1,r00078_s007,r00078,7,3,Cooling,,true,7,9,0,{}
2026-01-24_v3.84_enriched1,r00078_s008,r00078,8,1,CL,,false,10,10,1,{}
2026-01-24_v3.84_enriched1,r00078_s009,r00078,9,2,Heat Kit,,true,11,12,0,{}
2026-01-24_v3.84_enriched1,r00079_s001,r00079,1,1,Product,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00079_s002,r00079,2,1,Tier,,false,2,2,4,{}
2026-01-24_v3.84_enriched1,r00079_s003,r00079,3,1,Refrigerant,Refrigerant,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00079_s004,r00079,4,1,Revision,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00079_s005,r00079,5,1,Carrier Voltage,Voltage,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00079_s006,r00079,6,1,CAB / Metering,,false,6,6,2,{}
2026-01-24_v3.84_enriched1,r00079_s007,r00079,7,1,Cabinet Width,,true,7,7,0,{}
2026-01-24_v3.84_enriched1,r00079_s008,r00079,8,2,Cooling,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00079_s009,r00079,9,1,CL,,false,10,10,1,{}
2026-01-24_v3.84_enriched1,r00079_s010,r00079,10,2,Heat Kit,,true,11,12,0,{}
2026-01-24_v3.84_enriched1,r00080_s001,r00080,1,4,Type,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00080_s002,r00080,2,1,CL,,false,5,5,3,{}
2026-01-24_v3.84_enriched1,r00080_s003,r00080,3,3,Carrier Capacity,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00080_s004,r00080,4,2,Skin,,false,9,10,2,{}
2026-01-24_v3.84_enriched1,r00080_s005,r00080,5,1,Metering Device,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00080_s006,r00080,6,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00080_s007,r00080,7,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00080_s008,r00080,8,1,PCG,,false,14,14,3,{}
2026-01-24_v3.84_enriched1,r00080_s009,r00080,9,2,FI,,false,15,16,8,{}
2026-01-24_v3.84_enriched1,r00081_s001,r00081,1,4,Type,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00081_s002,r00081,2,1,CL Type,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00081_s003,r00081,3,1,Revision,,true,6,6,0,{}
2026-01-24_v3.84_enriched1,r00081_s004,r00081,4,2,Cooling Ton,,true,7,8,0,{}
2026-01-24_v3.84_enriched1,r00081_s005,r00081,5,1,Fan MTR CTRL,,false,9,9,2,{}
2026-01-24_v3.84_enriched1,r00081_s006,r00081,6,1,MTR Description,,false,10,10,6,{}
2026-01-24_v3.84_enriched1,r00081_s007,r00081,7,1,CL,,false,11,11,1,{}
2026-01-24_v3.84_enriched1,r00081_s008,r00081,8,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00081_s009,r00081,9,3,Revision,,true,13,15,0,{}
2026-01-24_v3.84_enriched1,r00081_s010,r00081,10,1,CAB PTD,,false,16,16,2,{}
2026-01-24_v3.84_enriched1,r00081_s011,r00081,11,1,Revision,,true,17,17,0,{}
2026-01-24_v3.84_enriched1,r00081_s012,r00081,12,1,Revision,,true,18,18,0,{}
2026-01-24_v3.84_enriched1,r00082_s001,r00082,1,3,Type,,false,1,3,1,{}
2026-01-24_v3.84_enriched1,r00082_s002,r00082,2,1,Code MDL,,false,4,4,2,{}
2026-01-24_v3.84_enriched1,r00082_s003,r00082,3,2,Cooling Ton,,true,5,6,0,{}
2026-01-24_v3.84_enriched1,r00082_s004,r00082,4,1,Aspect Ratio,,false,7,7,3,{}
2026-01-24_v3.84_enriched1,r00082_s005,r00082,5,6,Revision,,true,8,13,0,{}
2026-01-24_v3.84_enriched1,r00082_s006,r00082,6,1,Number,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00082_s007,r00082,7,1,Pieces,,true,15,15,0,{}
2026-01-24_v3.84_enriched1,r00082_s008,r00082,8,1,Order Type,,false,16,16,2,{}
2026-01-24_v3.84_enriched1,r00082_s009,r00082,9,1,Finish / THRM,,false,17,17,13,{}
2026-01-24_v3.84_enriched1,r00082_s010,r00082,10,1,Revision,,true,18,18,0,{}
2026-01-24_v3.84_enriched1,r00083_s001,r00083,1,4,Type,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00083_s002,r00083,2,1,Type,,false,5,5,2,{}
2026-01-24_v3.84_enriched1,r00083_s003,r00083,3,1,Refrigerant,Refrigerant,true,6,6,0,{}
2026-01-24_v3.84_enriched1,r00083_s004,r00083,4,2,Carrier Capacity,,true,7,8,0,{}
2026-01-24_v3.84_enriched1,r00083_s005,r00083,5,1,Revision,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00083_s006,r00083,6,1,INDR Fan,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00083_s007,r00083,7,1,CL,,false,11,11,1,{}
2026-01-24_v3.84_enriched1,r00083_s008,r00083,8,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00083_s009,r00083,9,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00083_s010,r00083,10,1,Revision,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00083_s011,r00083,11,1,Revision,,true,15,15,0,{}
2026-01-24_v3.84_enriched1,r00083_s012,r00083,12,1,Revision,,true,16,16,0,{}
2026-01-24_v3.84_enriched1,r00083_s013,r00083,13,1,Revision,,true,17,17,0,{}
2026-01-24_v3.84_enriched1,r00083_s014,r00083,14,1,Revision,,true,18,18,0,{}
2026-01-24_v3.84_enriched1,r00084_s001,r00084,1,1,Class,,true,1,1,0,{}
2026-01-24_v3.84_enriched1,r00084_s002,r00084,2,1,Type,,false,2,2,2,{}
2026-01-24_v3.84_enriched1,r00084_s003,r00084,3,1,COMB / IGN,,false,3,3,7,{}
2026-01-24_v3.84_enriched1,r00084_s004,r00084,4,1,Revision,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00084_s005,r00084,5,1,ELEC,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00084_s006,r00084,6,1,Fuel,,false,6,6,3,{}
2026-01-24_v3.84_enriched1,r00084_s007,r00084,7,3,Cooling,,true,7,9,0,{}
2026-01-24_v3.84_enriched1,r00084_s008,r00084,8,3,Gas Heat,,true,10,12,0,{}
2026-01-24_v3.84_enriched1,r00084_s009,r00084,9,1,Labeling,,false,13,13,2,{}
2026-01-24_v3.84_enriched1,r00084_s010,r00084,10,1,Revision,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00084_s011,r00084,11,2,Revision,,true,15,16,0,{}
2026-01-24_v3.84_enriched1,r00085_s001,r00085,1,4,LIQ CHLR,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00085_s002,r00085,2,3,Cooling Ton,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00085_s003,r00085,3,2,Convenience,,false,8,9,3,{}
2026-01-24_v3.84_enriched1,r00085_s004,r00085,4,1,COND CL,,false,10,10,4,{}
2026-01-24_v3.84_enriched1,r00085_s005,r00085,5,1,Carrier Voltage,Voltage,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00085_s006,r00085,6,1,Revision,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00085_s007,r00085,7,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00086_s001,r00086,1,4,LIQ CHLR,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00086_s002,r00086,2,1,COMP SRT,,false,5,5,2,{}
2026-01-24_v3.84_enriched1,r00086_s003,r00086,3,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00086_s004,r00086,4,1,Convenience,,false,9,9,3,{}
2026-01-24_v3.84_enriched1,r00086_s005,r00086,5,1,COND CL,,false,10,10,4,{}
2026-01-24_v3.84_enriched1,r00086_s006,r00086,6,1,Carrier Voltage,Voltage,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00086_s007,r00086,7,1,Revision,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00086_s008,r00086,8,1,PCG,,false,13,13,8,{}
2026-01-24_v3.84_enriched1,r00087_s001,r00087,1,5,Description,,false,1,5,2,{}
2026-01-24_v3.84_enriched1,r00087_s002,r00087,2,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00087_s003,r00087,3,1,REF / CLR,,false,9,9,6,{}
2026-01-24_v3.84_enriched1,r00087_s004,r00087,4,1,ELEC,,false,10,10,4,{}
2026-01-24_v3.84_enriched1,r00087_s005,r00087,5,1,CTRL,,false,11,11,4,{}
2026-01-24_v3.84_enriched1,r00087_s006,r00087,6,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00087_s007,r00087,7,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00087_s008,r00087,8,1,PCG Code,,false,14,14,2,{}
2026-01-24_v3.84_enriched1,r00087_s009,r00087,9,2,FI,,false,15,16,8,{}
2026-01-24_v3.84_enriched1,r00088_s001,r00088,1,4,Description,,false,1,4,3,{}
2026-01-24_v3.84_enriched1,r00088_s002,r00088,2,1,CLR / COND,,false,5,5,5,{}
2026-01-24_v3.84_enriched1,r00088_s003,r00088,3,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00088_s004,r00088,4,1,Spacer,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00088_s005,r00088,5,1,CTRL,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00088_s006,r00088,6,1,Spacer,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00088_s007,r00088,7,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00088_s008,r00088,8,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00088_s009,r00088,9,1,PCG Code,,false,14,14,3,{}
2026-01-24_v3.84_enriched1,r00088_s010,r00088,10,2,FI,,false,15,16,2,{}
2026-01-24_v3.84_enriched1,r00089_s001,r00089,1,4,CHLR,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00089_s002,r00089,2,1,COMP SRT,,false,5,5,2,{}
2026-01-24_v3.84_enriched1,r00089_s003,r00089,3,3,Carrier Capacity,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00089_s004,r00089,4,1,CH Fluid PP,,false,9,9,11,{}
2026-01-24_v3.84_enriched1,r00089_s005,r00089,5,1,DISP /Energy/ GFI,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00089_s006,r00089,6,1,COND CL,,false,11,11,5,{}
2026-01-24_v3.84_enriched1,r00089_s007,r00089,7,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00089_s008,r00089,8,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00089_s009,r00089,9,1,Revision,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00089_s010,r00089,10,2,Revision,,true,15,16,0,{}
2026-01-24_v3.84_enriched1,r00090_s001,r00090,1,4,CHLR,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00090_s002,r00090,2,1,COMP SRT,,false,5,5,2,{}
2026-01-24_v3.84_enriched1,r00090_s003,r00090,3,3,Cooling,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00090_s004,r00090,4,1,CLR Head OPT,,false,9,9,5,{}
2026-01-24_v3.84_enriched1,r00090_s005,r00090,5,1,ELEC SERV Rating / CTRL OPT,,false,10,10,8,{}
2026-01-24_v3.84_enriched1,r00090_s006,r00090,6,1,COND CL,,false,11,11,5,{}
2026-01-24_v3.84_enriched1,r00090_s007,r00090,7,1,Carrier Voltage,Voltage,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00090_s008,r00090,8,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00090_s009,r00090,9,1,PCG,,false,14,14,8,{}
2026-01-24_v3.84_enriched1,r00090_s010,r00090,10,2,Revision,,true,15,16,0,{}
2026-01-24_v3.84_enriched1,r00091_s001,r00091,1,4,LIQ CHLR,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00091_s002,r00091,2,1,COND,,false,5,5,2,{}
2026-01-24_v3.84_enriched1,r00091_s003,r00091,3,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00091_s004,r00091,4,1,Carrier Voltage,Voltage,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00091_s005,r00091,5,1,SND / Mounting,,false,10,10,15,{}
2026-01-24_v3.84_enriched1,r00091_s006,r00091,6,1,Revision,,true,11,11,0,{}
2026-01-24_v3.84_enriched1,r00091_s007,r00091,7,1,H2O MANF / BRN,,false,12,12,4,{}
2026-01-24_v3.84_enriched1,r00091_s008,r00091,8,1,CPTY CTRL,,false,13,13,10,{}
2026-01-24_v3.84_enriched1,r00091_s009,r00091,9,1,DCN,,false,14,14,2,{}
2026-01-24_v3.84_enriched1,r00091_s010,r00091,10,1,CTRL / INFC,,false,15,15,4,{}
2026-01-24_v3.84_enriched1,r00091_s011,r00091,11,1,PCG,,false,16,16,4,{}
2026-01-24_v3.84_enriched1,r00092_s001,r00092,1,4,LIQ CHLR,,false,1,4,2,{}
2026-01-24_v3.84_enriched1,r00092_s002,r00092,2,1,Revision,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00092_s003,r00092,3,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00092_s004,r00092,4,1,PWR,,false,9,9,9,{}
2026-01-24_v3.84_enriched1,r00092_s005,r00092,5,1,CL / SND,,false,10,10,28,{}
2026-01-24_v3.84_enriched1,r00092_s006,r00092,6,1,HYD,,false,11,11,24,{}
2026-01-24_v3.84_enriched1,r00092_s007,r00092,7,1,CLR,,false,12,12,15,{}
2026-01-24_v3.84_enriched1,r00092_s008,r00092,8,1,Refrigeration CKT,,false,13,13,27,{}
2026-01-24_v3.84_enriched1,r00092_s009,r00092,9,1,ELEC,,false,14,14,23,{}
2026-01-24_v3.84_enriched1,r00092_s010,r00092,10,1,CTRL / COMM,,false,15,15,32,{}
2026-01-24_v3.84_enriched1,r00092_s011,r00092,11,1,PCG / SEC,,false,16,16,24,{}
2026-01-24_v3.84_enriched1,r00093_s001,r00093,1,4,LIQ CHLR,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00093_s002,r00093,2,1,Revision,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00093_s003,r00093,3,3,Cooling Ton,,true,6,8,0,{}
2026-01-24_v3.84_enriched1,r00093_s004,r00093,4,1,PWR,,false,9,9,13,{}
2026-01-24_v3.84_enriched1,r00093_s005,r00093,5,1,Tier,,false,10,10,3,{}
2026-01-24_v3.84_enriched1,r00093_s006,r00093,6,1,CL / PHM MTR,,false,11,11,14,{}
2026-01-24_v3.84_enriched1,r00093_s007,r00093,7,1,EVAP + HYD Kit OPT,,false,12,12,24,{}
2026-01-24_v3.84_enriched1,r00093_s008,r00093,8,1,COND Fans + SND OPT,,false,13,13,14,{}
2026-01-24_v3.84_enriched1,r00093_s009,r00093,9,1,VAL + INSUL OPT,,false,14,14,8,{}
2026-01-24_v3.84_enriched1,r00093_s010,r00093,10,1,ELEC,,false,15,15,16,{}
2026-01-24_v3.84_enriched1,r00093_s011,r00093,11,1,CTRL OPT,,false,16,16,6,{}
2026-01-24_v3.84_enriched1,r00093_s012,r00093,12,1,PCG,,false,17,17,9,{}
2026-01-24_v3.84_enriched1,r00094_s001,r00094,1,1,PDT,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00094_s002,r00094,2,1,CL Type,,false,2,2,2,{}
2026-01-24_v3.84_enriched1,r00094_s003,r00094,3,1,Configure,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00094_s004,r00094,4,1,Finish,,false,4,4,2,{}
2026-01-24_v3.84_enriched1,r00094_s005,r00094,5,1,Metering Device,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00094_s006,r00094,6,1,CAB,,false,6,6,4,{}
2026-01-24_v3.84_enriched1,r00094_s007,r00094,7,3,Cooling,,true,7,9,0,{}
2026-01-24_v3.84_enriched1,r00095_s001,r00095,1,4,PDT,,false,1,4,1,{}
2026-01-24_v3.84_enriched1,r00095_s002,r00095,2,3,Cooling,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00095_s003,r00095,3,3,Revision,,true,8,10,0,{}
2026-01-24_v3.84_enriched1,r00096_s001,r00096,1,1,PDT,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00096_s002,r00096,2,1,Type,,false,2,2,7,{}
2026-01-24_v3.84_enriched1,r00096_s003,r00096,3,1,Configure,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00096_s004,r00096,4,1,Revision,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00096_s005,r00096,5,1,Not Used,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00096_s006,r00096,6,1,CAB,,false,6,6,5,{}
2026-01-24_v3.84_enriched1,r00096_s007,r00096,7,3,Cooling,,true,7,9,0,{}
2026-01-24_v3.84_enriched1,r00096_s008,r00096,8,3,Cabinet Width,,true,10,12,0,{}
2026-01-24_v3.84_enriched1,r00097_s001,r00097,1,1,PDT,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00097_s002,r00097,2,1,Type,,false,2,2,3,{}
2026-01-24_v3.84_enriched1,r00097_s003,r00097,3,1,Refrigerant,Refrigerant,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00097_s004,r00097,4,1,Configure,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00097_s005,r00097,5,1,Revision,,true,5,5,0,{}
2026-01-24_v3.84_enriched1,r00097_s006,r00097,6,2,Cooling,,true,6,7,0,{}
2026-01-24_v3.84_enriched1,r00097_s007,r00097,7,2,Cabinet Width,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00097_s008,r00097,8,1,Metering Device,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00097_s009,r00097,9,1,Tubing DZN,,false,11,11,4,{}
2026-01-24_v3.84_enriched1,r00097_s010,r00097,10,1,Class,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00098_s001,r00098,1,1,PDT,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00098_s002,r00098,2,1,Type,,false,2,2,3,{}
2026-01-24_v3.84_enriched1,r00098_s003,r00098,3,1,Refrigerant,Refrigerant,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00098_s004,r00098,4,1,Configure,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00098_s005,r00098,5,1,CAB Finish,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00098_s006,r00098,6,2,Cooling,,true,6,7,0,{}
2026-01-24_v3.84_enriched1,r00098_s007,r00098,7,2,Cabinet Width,,true,8,9,0,{}
2026-01-24_v3.84_enriched1,r00098_s008,r00098,8,1,Revision,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00098_s009,r00098,9,1,Tubing DZN,,false,11,11,4,{}
2026-01-24_v3.84_enriched1,r00098_s010,r00098,10,1,Revision,,true,12,12,0,{}
2026-01-24_v3.84_enriched1,r00099_s001,r00099,1,1,PDT,,false,1,1,1,{}
2026-01-24_v3.84_enriched1,r00099_s002,r00099,2,1,Type,,false,2,2,7,{}
2026-01-24_v3.84_enriched1,r00099_s003,r00099,3,1,Revision,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00099_s004,r00099,4,1,Configure,,true,4,4,0,{}
2026-01-24_v3.84_enriched1,r00099_s005,r00099,5,1,Not Used,,false,5,5,1,{}
2026-01-24_v3.84_enriched1,r00099_s006,r00099,6,1,CAB,,false,6,6,5,{}
2026-01-24_v3.84_enriched1,r00099_s007,r00099,7,3,Cooling,,true,7,9,0,{}
2026-01-24_v3.84_enriched1,r00099_s008,r00099,8,3,Cabinet Width,,true,10,12,0,{}
2026-01-24_v3.84_enriched1,r00099_s009,r00099,9,1,Revision,,true,13,13,0,{}
2026-01-24_v3.84_enriched1,r00099_s010,r00099,10,1,Revision,,true,14,14,0,{}
2026-01-24_v3.84_enriched1,r00100_s001,r00100,1,2,FAM,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00100_s002,r00100,2,1,Revision,,true,3,3,0,{}
2026-01-24_v3.84_enriched1,r00100_s003,r00100,3,1,Type,,false,4,4,5,{}
2026-01-24_v3.84_enriched1,r00100_s004,r00100,4,3,Cooling,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00100_s005,r00100,5,1,Carrier Voltage,Voltage,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00100_s006,r00100,6,1,Revision,,true,9,9,0,{}
2026-01-24_v3.84_enriched1,r00100_s007,r00100,7,1,Revision,,true,10,10,0,{}
2026-01-24_v3.84_enriched1,r00101_s001,r00101,1,2,FAM,,false,1,2,2,{}
2026-01-24_v3.84_enriched1,r00101_s002,r00101,2,1,Type,,false,3,3,5,{}
2026-01-24_v3.84_enriched1,r00101_s003,r00101,3,1,EFF,,false,4,4,7,{}
2026-01-24_v3.84_enriched1,r00101_s004,r00101,4,3,Cooling,,true,5,7,0,{}
2026-01-24_v3.84_enriched1,r00101_s005,r00101,5,1,Carrier Voltage,Voltage,true,8,8,0,{}
2026-01-24_v3.84_enriched1,r00101_s006,r00101,6,1,Revision,,true,9,9,0,{}
